mus_spicilegus ENSMSIG00000030050
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034405
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025151
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033238
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031779
rattus_norvegicus ENSRNOG00000006756
meriones_unguiculatus ENSMUGG00000002834
peromyscus_maniculatus_bairdii ENSPEMG00000016328
microtus_ochrogaster ENSMOCG00000002847
cricetulus_griseus_crigri-picr ENSCGRG00015014904
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010048
cricetulus_griseus_crigri_1.0 ENSCGRG00000003133
mesocricetus_auratus ENSMAUG00000011809
nannospalax_galili ENSNGAG00000008021
jaculus_jaculus ENSJJAG00000008793
dipodomys_ordii ENSDORG00000000032
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000112
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006612
fukomys_damarensis ENSFDAG00000015072
chinchilla_lanigera ENSCLAG00000002620
octodon_degus ENSODEG00000000041
cavia_aperea ENSCAPG00000012138
cavia_porcellus ENSCPOG00000022678
cavia_porcellus ENSCPOG00000003936
urocitellus_parryii ENSUPAG00010023286
spermophilus_dauricus ENSSDAG00000024886
ictidomys_tridecemlineatus ENSSTOG00000004163
marmota_marmota_marmota ENSMMMG00000022373
oryctolagus_cuniculus ENSOCUG00000001479
ochotona_princeps ENSOPRG00000013377
piliocolobus_tephrosceles ENSPTEG00000031162
colobus_angolensis_palliatus ENSCANG00000042951
rhinopithecus_bieti ENSRBIG00000040927
rhinopithecus_roxellana ENSRROG00000040085
theropithecus_gelada ENSTGEG00000001070
cercocebus_atys ENSCATG00000037540
mandrillus_leucophaeus ENSMLEG00000033413
papio_anubis ENSPANG00000002669
macaca_mulatta ENSMMUG00000021120
macaca_nemestrina ENSMNEG00000031876
macaca_fascicularis ENSMFAG00000039711
chlorocebus_sabaeus ENSCSAG00000012685
homo_sapiens ENSG00000179222
gorilla_gorilla ENSGGOG00000026104
pan_troglodytes ENSPTRG00000021914
pan_paniscus ENSPPAG00000037605
pongo_abelii ENSPPYG00000020361
nomascus_leucogenys ENSNLEG00000008178
cebus_capucinus_imitator ENSCCAG00000026007
saimiri_boliviensis_boliviensis ENSSBOG00000006553
callithrix_jacchus ENSCJAG00000017462
aotus_nancymaae ENSANAG00000010771
carlito_syrichta ENSTSYG00000026984
prolemur_simus ENSPSMG00000007135
propithecus_coquereli ENSPCOG00000019147
microcebus_murinus ENSMICG00000006373
otolemur_garnettii ENSOGAG00000028412
tupaia_belangeri ENSTBEG00000015575
pteropus_vampyrus ENSPVAG00000005734
myotis_lucifugus ENSMLUG00000012336
equus_asinus_asinus ENSEASG00005018541
equus_caballus ENSECAG00000040088
ovis_aries ENSOARG00000009294
capra_hircus ENSCHIG00000016796
bos_taurus ENSBTAG00000008733
bos_mutus ENSBMUG00000012480
tursiops_truncatus ENSTTRG00000002439
sus_scrofa ENSSSCG00000012318
ursus_maritimus ENSUMAG00000013345
ursus_americanus ENSUAMG00000011558
ailuropoda_melanoleuca ENSAMEG00000002792
ailuropoda_melanoleuca ENSAMEG00000001471
mustela_putorius_furo ENSMPUG00000000874
neovison_vison ENSNVIG00000001188
canis_lupus_familiaris ENSCAFG00000016064
canis_lupus_dingo ENSCAFG00020020035
vulpes_vulpes ENSVVUG00000010650
panthera_tigris_altaica ENSPTIG00000021591
panthera_pardus ENSPPRG00000001190
felis_catus ENSFCAG00000015604
sorex_araneus ENSSARG00000003810
erinaceus_europaeus ENSEEUG00000008476
loxodonta_africana ENSLAFG00000010410
dasypus_novemcinctus ENSDNOG00000045377
