parus_major ENSPMJG00000001739
cyanistes_caeruleus ENSCCEG00000004377
lepidothrix_coronata ENSLCOG00000010831
manacus_vitellinus ENSMVIG00005001035
lonchura_striata_domestica ENSLSDG00000001453
taeniopygia_guttata ENSTGUG00000013455
serinus_canaria ENSSCAG00000013454
junco_hyemalis ENSJHYG00000015754
ficedula_albicollis ENSFALG00000014696
meleagris_gallopavo ENSMGAG00000015316
coturnix_japonica ENSCJPG00005006478
gallus_gallus ENSGALG00000022696
numida_meleagris ENSNMEG00000000696
anser_brachyrhynchus ENSABRG00000011831
calidris_pygmaea ENSCPGG00000016182
calidris_pugnax ENSCPUG00000007426
apteryx_haastii ENSAHAG00000006115
apteryx_owenii ENSAOWG00000006038
apteryx_rowi ENSARWG00000014911
nothoprocta_perdicaria ENSNPEG00000012968
dromaius_novaehollandiae ENSDNVG00000012518
gopherus_agassizii ENSGAGG00000017046
chelonoidis_abingdonii ENSCABG00000019978
chrysemys_picta_bellii ENSCPBG00000000617
gallus_gallus ENSGALG00000040890
coturnix_japonica ENSCJPG00005017220
numida_meleagris ENSNMEG00000020909
anser_brachyrhynchus ENSABRG00000015256
anas_platyrhynchos_platyrhynchos ENSAPLG00000012393
lepidothrix_coronata ENSLCOG00000015460
calidris_pygmaea ENSCPGG00000004699
calidris_pugnax ENSCPUG00000002466
anolis_carolinensis ENSACAG00000012668
notechis_scutatus ENSNSUG00000020593
salvator_merianae ENSSMRG00000012200
sphenodon_punctatus ENSSPUG00000000361
pteropus_vampyrus ENSPVAG00000011459
myotis_lucifugus ENSMLUG00000006480
sus_scrofa ENSSSCG00000037581
neovison_vison ENSNVIG00000020163
ursus_americanus ENSUAMG00000027382
felis_catus ENSFCAG00000039634
panthera_pardus ENSPPRG00000014579
equus_caballus ENSECAG00000016831
equus_asinus_asinus ENSEASG00005019564
bos_mutus ENSBMUG00000014320
bos_taurus ENSBTAG00000012319
capra_hircus ENSCHIG00000018584
ovis_aries ENSOARG00000017977
canis_lupus_familiaris ENSCAFG00000018048
canis_lupus_dingo ENSCAFG00020005717
ailuropoda_melanoleuca ENSAMEG00000019329
erinaceus_europaeus ENSEEUG00000001568
sorex_araneus ENSSARG00000004365
jaculus_jaculus ENSJJAG00000010943
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032004
prolemur_simus ENSPSMG00000008393
otolemur_garnettii ENSOGAG00000024073
oryctolagus_cuniculus ENSOCUG00000005007
mesocricetus_auratus ENSMAUG00000002617
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007989
microtus_ochrogaster ENSMOCG00000001048
peromyscus_maniculatus_bairdii ENSPEMG00000013926
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033464
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034635
mus_spicilegus ENSMSIG00000022017
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090122
rattus_norvegicus ENSRNOG00000019176
meriones_unguiculatus ENSMUGG00000006420
nannospalax_galili ENSNGAG00000012321
castor_canadensis ENSCCNG00000025476
ictidomys_tridecemlineatus ENSSTOG00000012417
urocitellus_parryii ENSUPAG00010013743
marmota_marmota_marmota ENSMMMG00000010969
spermophilus_dauricus ENSSDAG00000001901
homo_sapiens ENSG00000176076
gorilla_gorilla ENSGGOG00000008611
pan_troglodytes ENSPTRG00000040445
pan_paniscus ENSPPAG00000025260
pongo_abelii ENSPPYG00000020626
chlorocebus_sabaeus ENSCSAG00000000308
theropithecus_gelada ENSTGEG00000015982
piliocolobus_tephrosceles ENSPTEG00000029777
callithrix_jacchus ENSCJAG00000043413
tupaia_belangeri ENSTBEG00000002531
procavia_capensis ENSPCAG00000011800
loxodonta_africana ENSLAFG00000031757
echinops_telfairi ENSETEG00000000616
dasypus_novemcinctus ENSDNOG00000013508
erinaceus_europaeus ENSEEUG00000011887
sorex_araneus ENSSARG00000004918
choloepus_hoffmanni ENSCHOG00000003482
bos_taurus ENSBTAG00000011873
bos_mutus ENSBMUG00000003174
bison_bison_bison ENSBBBG00000011118
ovis_aries ENSOARG00000006737
capra_hircus ENSCHIG00000004672
tursiops_truncatus ENSTTRG00000007568
sus_scrofa ENSSSCG00000029323
pteropus_vampyrus ENSPVAG00000006675
myotis_lucifugus ENSMLUG00000013407
ursus_americanus ENSUAMG00000004833
ursus_maritimus ENSUMAG00000010667
ailuropoda_melanoleuca ENSAMEG00000020287
mustela_putorius_furo ENSMPUG00000019533
neovison_vison ENSNVIG00000022255
canis_lupus_dingo ENSCAFG00020001859
canis_lupus_familiaris ENSCAFG00000005490
vulpes_vulpes ENSVVUG00000024415
panthera_pardus ENSPPRG00000019344
panthera_tigris_altaica ENSPTIG00000006865
felis_catus ENSFCAG00000007946
gorilla_gorilla ENSGGOG00000041355
homo_sapiens ENSG00000175538
pan_paniscus ENSPPAG00000022031
pan_troglodytes ENSPTRG00000038909
pongo_abelii ENSPPYG00000003675
nomascus_leucogenys ENSNLEG00000028730
colobus_angolensis_palliatus ENSCANG00000011147
piliocolobus_tephrosceles ENSPTEG00000024406
rhinopithecus_roxellana ENSRROG00000008117
macaca_nemestrina ENSMNEG00000026796
macaca_mulatta ENSMMUG00000005450
macaca_fascicularis ENSMFAG00000028410
mandrillus_leucophaeus ENSMLEG00000005724
theropithecus_gelada ENSTGEG00000027539
papio_anubis ENSPANG00000002874
chlorocebus_sabaeus ENSCSAG00000000622
aotus_nancymaae ENSANAG00000014115
callithrix_jacchus ENSCJAG00000042738
prolemur_simus ENSPSMG00000003468
dipodomys_ordii ENSDORG00000028654
castor_canadensis ENSCCNG00000002488
jaculus_jaculus ENSJJAG00000020890
chinchilla_lanigera ENSCLAG00000016222
octodon_degus ENSODEG00000019113
cavia_porcellus ENSCPOG00000033408
cavia_aperea ENSCAPG00000011198
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016089
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007314
fukomys_damarensis ENSFDAG00000020270
cricetulus_griseus_crigri_1.0 ENSCGRG00000019755
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006190
cricetulus_griseus_crigri-picr ENSCGRG00015014156
mesocricetus_auratus ENSMAUG00000011451
peromyscus_maniculatus_bairdii ENSPEMG00000024743
microtus_ochrogaster ENSMOCG00000003845
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031152
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035165
mus_spicilegus ENSMSIG00000027746
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030041
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013263
rattus_norvegicus ENSRNOG00000017054
nannospalax_galili ENSNGAG00000019944
spermophilus_dauricus ENSSDAG00000019441
urocitellus_parryii ENSUPAG00010023101
ictidomys_tridecemlineatus ENSSTOG00000012391
marmota_marmota_marmota ENSMMMG00000010356
