ursus_americanus ENSUAMG00000001902
mustela_putorius_furo ENSMPUG00000004665
canis_lupus_dingo ENSCAFG00020022801
canis_lupus_familiaris ENSCAFG00000010752
felis_catus ENSFCAG00000046773
panthera_pardus ENSPPRG00000004493
equus_caballus ENSECAG00000007606
equus_asinus_asinus ENSEASG00005008445
capra_hircus ENSCHIG00000014816
bos_taurus ENSBTAG00000026710
sus_scrofa ENSSSCG00000016270
piliocolobus_tephrosceles ENSPTEG00000039825
rhinopithecus_roxellana ENSRROG00000032268
papio_anubis ENSPANG00000004757
theropithecus_gelada ENSTGEG00000018233
cercocebus_atys ENSCATG00000037741
macaca_fascicularis ENSMFAG00000003270
chlorocebus_sabaeus ENSCSAG00000006812
homo_sapiens ENSG00000204128
pan_troglodytes ENSPTRG00000052555
cebus_capucinus_imitator ENSCCAG00000033904
callithrix_jacchus ENSCJAG00000041411
aotus_nancymaae ENSANAG00000036984
propithecus_coquereli ENSPCOG00000016796
microcebus_murinus ENSMICG00000036438
prolemur_simus ENSPSMG00000018685
otolemur_garnettii ENSOGAG00000025709
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015158
mus_spicilegus ENSMSIG00000002787
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026227
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014356
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027593
rattus_norvegicus ENSRNOG00000017557
meriones_unguiculatus ENSMUGG00000018120
meriones_unguiculatus ENSMUGG00000018134
cricetulus_griseus_crigri-picr ENSCGRG00015009667
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002735
mesocricetus_auratus ENSMAUG00000011042
microtus_ochrogaster ENSMOCG00000001808
peromyscus_maniculatus_bairdii ENSPEMG00000017483
nannospalax_galili ENSNGAG00000021254
castor_canadensis ENSCCNG00000004224
urocitellus_parryii ENSUPAG00010004885
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002913
dasypus_novemcinctus ENSDNOG00000032145
phascolarctos_cinereus ENSPCIG00000033632
latimeria_chalumnae ENSLACG00000022451
pundamilia_nyererei ENSPNYG00000021577
astatotilapia_calliptera ENSACLG00000026759
amphiprion_ocellaris ENSAOCG00000000390
seriola_dumerili ENSSDUG00000005120
mastacembelus_armatus ENSMAMG00000001043
gasterosteus_aculeatus ENSGACG00000009261
mola_mola ENSMMOG00000008894
