pan_paniscus ENSPPAG00000039321
homo_sapiens ENSG00000152475
pongo_abelii ENSPPYG00000010499
nomascus_leucogenys ENSNLEG00000011140
theropithecus_gelada ENSTGEG00000016080
cercocebus_atys ENSCATG00000015420
macaca_mulatta ENSMMUG00000009387
macaca_fascicularis ENSMFAG00000011154
chlorocebus_sabaeus ENSCSAG00000019216
piliocolobus_tephrosceles ENSPTEG00000005875
cebus_capucinus_imitator ENSCCAG00000020888
carlito_syrichta ENSTSYG00000035983
prolemur_simus ENSPSMG00000008932
ailuropoda_melanoleuca ENSAMEG00000007429
ursus_maritimus ENSUMAG00000003940
mustela_putorius_furo ENSMPUG00000008333
canis_lupus_familiaris ENSCAFG00000029254
vulpes_vulpes ENSVVUG00000002253
equus_caballus ENSECAG00000039782
dasypus_novemcinctus ENSDNOG00000032168
