ciona_intestinalis ENSCING00000009200
ciona_savignyi ENSCSAVG00000006073
cynoglossus_semilaevis ENSCSEG00000018882
hippocampus_comes ENSHCOG00000008319
gasterosteus_aculeatus ENSGACG00000013806
seriola_dumerili ENSSDUG00000022402
seriola_lalandi_dorsalis ENSSLDG00000004698
scophthalmus_maximus ENSSMAG00000008343
anabas_testudineus ENSATEG00000001277
mastacembelus_armatus ENSMAMG00000006505
tetraodon_nigroviridis ENSTNIG00000015583
takifugu_rubripes ENSTRUG00000023662
mola_mola ENSMMOG00000017899
labrus_bergylta ENSLBEG00000026295
xiphophorus_maculatus ENSXMAG00000003155
xiphophorus_couchianus ENSXCOG00000009647
gambusia_affinis ENSGAFG00000016869
poecilia_formosa ENSPFOG00000006920
poecilia_latipinna ENSPLAG00000004847
poecilia_mexicana ENSPMEG00000017560
poecilia_reticulata ENSPREG00000007972
fundulus_heteroclitus ENSFHEG00000004006
kryptolebias_marmoratus ENSKMAG00000007679
oryzias_latipes_asm223471v1 ENSORLG00020012827
oryzias_latipes_asm223467v1 ENSORLG00000000346
oryzias_latipes_asm223469v1 ENSORLG00015004528
oryzias_melastigma ENSOMEG00000008572
haplochromis_burtoni ENSHBUG00000007186
astatotilapia_calliptera ENSACLG00000020224
maylandia_zebra ENSMZEG00005013709
pundamilia_nyererei ENSPNYG00000017352
neolamprologus_brichardi ENSNBRG00000023009
oreochromis_niloticus ENSONIG00000016923
amphiprion_percula ENSAPEG00000012764
amphiprion_ocellaris ENSAOCG00000018805
acanthochromis_polyacanthus ENSAPOG00000005710
stegastes_partitus ENSSPAG00000013774
amphilophus_citrinellus ENSACIG00000002815
periophthalmus_magnuspinnatus ENSPMGG00000006593
gadus_morhua ENSGMOG00000009638
esox_lucius ENSELUG00000014563
pygocentrus_nattereri ENSPNAG00000006892
astyanax_mexicanus ENSAMXG00000034816
ictalurus_punctatus ENSIPUG00000015817
scleropages_formosus ENSSFOG00015001491
lepisosteus_oculatus ENSLOCG00000004147
chrysemys_picta_bellii ENSCPBG00000005364
gopherus_agassizii ENSGAGG00000002460
crocodylus_porosus ENSCPRG00005013353
salvator_merianae ENSSMRG00000012932
xenopus_tropicalis ENSXETG00000032693
eptatretus_burgeri ENSEBUG00000004345
petromyzon_marinus ENSPMAG00000005687
anolis_carolinensis ENSACAG00000003108
pogona_vitticeps ENSPVIG00000019856
notechis_scutatus ENSNSUG00000011533
salvator_merianae ENSSMRG00000002688
sphenodon_punctatus ENSSPUG00000018448
chelonoidis_abingdonii ENSCABG00000023171
gopherus_agassizii ENSGAGG00000004983
chrysemys_picta_bellii ENSCPBG00000019793
apteryx_owenii ENSAOWG00000019147
apteryx_rowi ENSARWG00000003692
nothoprocta_perdicaria ENSNPEG00000005271
dromaius_novaehollandiae ENSDNVG00000011939
sorex_araneus ENSSARG00000012744
erinaceus_europaeus ENSEEUG00000005217
dipodomys_ordii ENSDORG00000001129
panthera_pardus ENSPPRG00000015285
ursus_americanus ENSUAMG00000028429
ailuropoda_melanoleuca ENSAMEG00000012457
mustela_putorius_furo ENSMPUG00000017705
canis_lupus_familiaris ENSCAFG00000005338
vulpes_vulpes ENSVVUG00000005845
felis_catus ENSFCAG00000001032
bison_bison_bison ENSBBBG00000017778
bos_taurus ENSBTAG00000010508
capra_hircus ENSCHIG00000021831
ovis_aries ENSOARG00000006640
tursiops_truncatus ENSTTRG00000007138
sus_scrofa ENSSSCG00000021067
rhinopithecus_bieti ENSRBIG00000034101
rhinopithecus_roxellana ENSRROG00000041386
piliocolobus_tephrosceles ENSPTEG00000036605
macaca_fascicularis ENSMFAG00000040130
macaca_mulatta ENSMMUG00000015603
cercocebus_atys ENSCATG00000033070
theropithecus_gelada ENSTGEG00000024267
chlorocebus_sabaeus ENSCSAG00000003724
papio_anubis ENSPANG00000006498
macaca_nemestrina ENSMNEG00000036963
mandrillus_leucophaeus ENSMLEG00000029880
colobus_angolensis_palliatus ENSCANG00000043870
pan_troglodytes ENSPTRG00000010999
pan_paniscus ENSPPAG00000038767
homo_sapiens ENSG00000090013
gorilla_gorilla ENSGGOG00000012294
pongo_abelii ENSPPYG00000009994
nomascus_leucogenys ENSNLEG00000014057
cebus_capucinus_imitator ENSCCAG00000020301
saimiri_boliviensis_boliviensis ENSSBOG00000030859
callithrix_jacchus ENSCJAG00000014665
aotus_nancymaae ENSANAG00000028620
ochotona_princeps ENSOPRG00000015360
oryctolagus_cuniculus ENSOCUG00000002791
microcebus_murinus ENSMICG00000009629
propithecus_coquereli ENSPCOG00000013762
prolemur_simus ENSPSMG00000022535
otolemur_garnettii ENSOGAG00000032284
carlito_syrichta ENSTSYG00000003970
ictidomys_tridecemlineatus ENSSTOG00000002958
urocitellus_parryii ENSUPAG00010022505
spermophilus_dauricus ENSSDAG00000001198
marmota_marmota_marmota ENSMMMG00000020378
castor_canadensis ENSCCNG00000010145
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005953
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015072
fukomys_damarensis ENSFDAG00000016059
octodon_degus ENSODEG00000001282
chinchilla_lanigera ENSCLAG00000000659
cavia_porcellus ENSCPOG00000001252
mesocricetus_auratus ENSMAUG00000019349
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023008
microtus_ochrogaster ENSMOCG00000018523
mus_spicilegus ENSMSIG00000027639
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040466
rattus_norvegicus ENSRNOG00000024410
meriones_unguiculatus ENSMUGG00000014166
nannospalax_galili ENSNGAG00000023129
equus_asinus_asinus ENSEASG00005011538
pteropus_vampyrus ENSPVAG00000000028
tupaia_belangeri ENSTBEG00000015357
myotis_lucifugus ENSMLUG00000005295
procavia_capensis ENSPCAG00000003909
neovison_vison ENSNVIG00000011253
canis_lupus_dingo ENSCAFG00020015471
bos_mutus ENSBMUG00000015928
peromyscus_maniculatus_bairdii ENSPEMG00000016868
cricetulus_griseus_crigri-picr ENSCGRG00015025093
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030510
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029412
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012649
cavia_aperea ENSCAPG00000009524
loxodonta_africana ENSLAFG00000000493
equus_caballus ENSECAG00000000697
dasypus_novemcinctus ENSDNOG00000046976
ursus_maritimus ENSUMAG00000019631
panthera_tigris_altaica ENSPTIG00000013204
phascolarctos_cinereus ENSPCIG00000020976
sarcophilus_harrisii ENSSHAG00000002142
monodelphis_domestica ENSMODG00000007707
xenopus_tropicalis ENSXETG00000016957
xenopus_tropicalis ENSXETG00000002567
latimeria_chalumnae ENSLACG00000017715
astyanax_mexicanus ENSAMXG00000021462
pygocentrus_nattereri ENSPNAG00000018993
ictalurus_punctatus ENSIPUG00000001764
danio_rerio ENSDARG00000096829
hippocampus_comes ENSHCOG00000015157
periophthalmus_magnuspinnatus ENSPMGG00000002467
poecilia_mexicana ENSPMEG00000000730
poecilia_formosa ENSPFOG00000016480
poecilia_latipinna ENSPLAG00000023734
poecilia_reticulata ENSPREG00000019074
xiphophorus_maculatus ENSXMAG00000006057
gambusia_affinis ENSGAFG00000002916
cyprinodon_variegatus ENSCVAG00000014148
fundulus_heteroclitus ENSFHEG00000020139
kryptolebias_marmoratus ENSKMAG00000021061
amphiprion_percula ENSAPEG00000016288
amphiprion_ocellaris ENSAOCG00000012456
acanthochromis_polyacanthus ENSAPOG00000014716
stegastes_partitus ENSSPAG00000014865
cynoglossus_semilaevis ENSCSEG00000005949
seriola_dumerili ENSSDUG00000002045
seriola_lalandi_dorsalis ENSSLDG00000003037
scophthalmus_maximus ENSSMAG00000020139
tetraodon_nigroviridis ENSTNIG00000018986
takifugu_rubripes ENSTRUG00000004082
mola_mola ENSMMOG00000005128
gasterosteus_aculeatus ENSGACG00000012552
pundamilia_nyererei ENSPNYG00000022174
haplochromis_burtoni ENSHBUG00000002376
maylandia_zebra ENSMZEG00005024420
astatotilapia_calliptera ENSACLG00000018120
neolamprologus_brichardi ENSNBRG00000016659
oreochromis_niloticus ENSONIG00000007679
amphilophus_citrinellus ENSACIG00000007750
monopterus_albus ENSMALG00000010567
mastacembelus_armatus ENSMAMG00000016407
anabas_testudineus ENSATEG00000006287
labrus_bergylta ENSLBEG00000008444
oryzias_melastigma ENSOMEG00000023374
oryzias_latipes_asm223469v1 ENSORLG00015007001
gadus_morhua ENSGMOG00000019058
esox_lucius ENSELUG00000012480
paramormyrops_kingsleyae ENSPKIG00000004671
scleropages_formosus ENSSFOG00015004038
lepisosteus_oculatus ENSLOCG00000014574
eptatretus_burgeri ENSEBUG00000000884
drosophila_melanogaster FBgn0037749
saccharomyces_cerevisiae_strain_s288c YMR090W
