monopterus_albus ENSMALG00000017977
tetraodon_nigroviridis ENSTNIG00000003056
poecilia_formosa ENSPFOG00000012891
poecilia_reticulata ENSPREG00000000659
xiphophorus_maculatus ENSXMAG00000005675
gambusia_affinis ENSGAFG00000021021
xiphophorus_couchianus ENSXCOG00000019491
poecilia_latipinna ENSPLAG00000016535
cyprinodon_variegatus ENSCVAG00000010999
fundulus_heteroclitus ENSFHEG00000004956
kryptolebias_marmoratus ENSKMAG00000017272
oryzias_latipes_asm223471v1 ENSORLG00020006918
oryzias_latipes_asm223469v1 ENSORLG00015010666
oryzias_latipes_asm223467v1 ENSORLG00000022548
oryzias_melastigma ENSOMEG00000023724
maylandia_zebra ENSMZEG00005024109
haplochromis_burtoni ENSHBUG00000007996
astatotilapia_calliptera ENSACLG00000004047
pundamilia_nyererei ENSPNYG00000002205
neolamprologus_brichardi ENSNBRG00000017073
oreochromis_niloticus ENSONIG00000015137
amphilophus_citrinellus ENSACIG00000014408
cynoglossus_semilaevis ENSCSEG00000021628
anabas_testudineus ENSATEG00000015232
mastacembelus_armatus ENSMAMG00000008901
seriola_dumerili ENSSDUG00000006525
seriola_lalandi_dorsalis ENSSLDG00000006710
labrus_bergylta ENSLBEG00000005961
amphiprion_percula ENSAPEG00000019452
amphiprion_ocellaris ENSAOCG00000012068
acanthochromis_polyacanthus ENSAPOG00000003849
scophthalmus_maximus ENSSMAG00000009450
hippocampus_comes ENSHCOG00000012595
periophthalmus_magnuspinnatus ENSPMGG00000017776
takifugu_rubripes ENSTRUG00000000874
mola_mola ENSMMOG00000020588
hippocampus_comes ENSHCOG00000012677
gadus_morhua ENSGMOG00000006596
esox_lucius ENSELUG00000012396
pygocentrus_nattereri ENSPNAG00000022157
astyanax_mexicanus ENSAMXG00000030593
ictalurus_punctatus ENSIPUG00000016275
danio_rerio ENSDARG00000057013
paramormyrops_kingsleyae ENSPKIG00000015887
scleropages_formosus ENSSFOG00015013139
stegastes_partitus ENSSPAG00000022944
lepisosteus_oculatus ENSLOCG00000001559
poecilia_mexicana ENSPMEG00000007904
anser_brachyrhynchus ENSABRG00000017610
anas_platyrhynchos_platyrhynchos ENSAPLG00000017996
gallus_gallus ENSGALG00000036925
meleagris_gallopavo ENSMGAG00000001737
numida_meleagris ENSNMEG00000007014
coturnix_japonica ENSCJPG00005015173
lonchura_striata_domestica ENSLSDG00000015853
manacus_vitellinus ENSMVIG00005008431
cyanistes_caeruleus ENSCCEG00000007955
parus_major ENSPMJG00000002571
calidris_pygmaea ENSCPGG00000001836
calidris_pugnax ENSCPUG00000008441
ficedula_albicollis ENSFALG00000004241
melopsittacus_undulatus ENSMUNG00000002953
apteryx_rowi ENSARWG00000012768
apteryx_owenii ENSAOWG00000001962
apteryx_haastii ENSAHAG00000018931
dromaius_novaehollandiae ENSDNVG00000008992
nothoprocta_perdicaria ENSNPEG00000004125
gopherus_agassizii ENSGAGG00000016854
chelonoidis_abingdonii ENSCABG00000019647
chrysemys_picta_bellii ENSCPBG00000011844
pelodiscus_sinensis ENSPSIG00000004672
anolis_carolinensis ENSACAG00000014870
anolis_carolinensis ENSACAG00000024084
pogona_vitticeps ENSPVIG00000006004
salvator_merianae ENSSMRG00000010111
sphenodon_punctatus ENSSPUG00000008141
notechis_scutatus ENSNSUG00000002778
numida_meleagris ENSNMEG00000002225
chinchilla_lanigera ENSCLAG00000011984
octodon_degus ENSODEG00000008092
cavia_porcellus ENSCPOG00000010800
cavia_aperea ENSCAPG00000006996
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003997
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006499
fukomys_damarensis ENSFDAG00000009072
urocitellus_parryii ENSUPAG00010010956
spermophilus_dauricus ENSSDAG00000018487
ictidomys_tridecemlineatus ENSSTOG00000025214
marmota_marmota_marmota ENSMMMG00000022492
cricetulus_griseus_crigri-picr ENSCGRG00015015601
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001025045
cricetulus_griseus_crigri_1.0 ENSCGRG00000012805
mesocricetus_auratus ENSMAUG00000015645
microtus_ochrogaster ENSMOCG00000009497
peromyscus_maniculatus_bairdii ENSPEMG00000003579
mus_spicilegus ENSMSIG00000032002
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015719
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005338
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014914
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028152
rattus_norvegicus ENSRNOG00000003365
meriones_unguiculatus ENSMUGG00000012518
nannospalax_galili ENSNGAG00000005609
jaculus_jaculus ENSJJAG00000022014
castor_canadensis ENSCCNG00000021536
tupaia_belangeri ENSTBEG00000008583
papio_anubis ENSPANG00000019563
theropithecus_gelada ENSTGEG00000004592
cercocebus_atys ENSCATG00000032936
mandrillus_leucophaeus ENSMLEG00000031842
macaca_fascicularis ENSMFAG00000024756
macaca_mulatta ENSMMUG00000001297
macaca_nemestrina ENSMNEG00000034135
