myotis_lucifugus ENSMLUG00000017738
sorex_araneus ENSSARG00000011635
tursiops_truncatus ENSTTRG00000015506
sus_scrofa ENSSSCG00000039340
bos_taurus ENSBTAG00000002390
bos_mutus ENSBMUG00000002197
bison_bison_bison ENSBBBG00000014636
ovis_aries ENSOARG00000017714
equus_caballus ENSECAG00000036797
equus_asinus_asinus ENSEASG00005023521
ursus_americanus ENSUAMG00000000230
ursus_maritimus ENSUMAG00000006363
ailuropoda_melanoleuca ENSAMEG00000020148
canis_lupus_dingo ENSCAFG00020013264
canis_lupus_familiaris ENSCAFG00000009024
vulpes_vulpes ENSVVUG00000019524
mustela_putorius_furo ENSMPUG00000018945
neovison_vison ENSNVIG00000004152
panthera_tigris_altaica ENSPTIG00000000266
panthera_pardus ENSPPRG00000021325
felis_catus ENSFCAG00000024252
pteropus_vampyrus ENSPVAG00000004229
ictidomys_tridecemlineatus ENSSTOG00000001957
spermophilus_dauricus ENSSDAG00000015670
urocitellus_parryii ENSUPAG00010002458
marmota_marmota_marmota ENSMMMG00000022863
dipodomys_ordii ENSDORG00000000096
cricetulus_griseus_crigri_1.0 ENSCGRG00000019569
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009478
cricetulus_griseus_crigri-picr ENSCGRG00015005172
mesocricetus_auratus ENSMAUG00000010780
microtus_ochrogaster ENSMOCG00000003788
peromyscus_maniculatus_bairdii ENSPEMG00000014959
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029875
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021119
mus_spicilegus ENSMSIG00000000285
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020223
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020226
rattus_norvegicus ENSRNOG00000021945
meriones_unguiculatus ENSMUGG00000000678
castor_canadensis ENSCCNG00000012311
nannospalax_galili ENSNGAG00000007436
jaculus_jaculus ENSJJAG00000014181
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021111
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020984
fukomys_damarensis ENSFDAG00000013262
chinchilla_lanigera ENSCLAG00000017612
octodon_degus ENSODEG00000019270
cavia_porcellus ENSCPOG00000008369
tupaia_belangeri ENSTBEG00000005958
prolemur_simus ENSPSMG00000006359
otolemur_garnettii ENSOGAG00000030121
gorilla_gorilla ENSGGOG00000026078
homo_sapiens ENSG00000177875
pan_paniscus ENSPPAG00000001304
pan_troglodytes ENSPTRG00000029702
pongo_abelii ENSPPYG00000004455
nomascus_leucogenys ENSNLEG00000019275
piliocolobus_tephrosceles ENSPTEG00000012027
colobus_angolensis_palliatus ENSCANG00000014959
rhinopithecus_roxellana ENSRROG00000000771
rhinopithecus_bieti ENSRBIG00000020435
macaca_mulatta ENSMMUG00000047116
macaca_fascicularis ENSMFAG00000030879
macaca_nemestrina ENSMNEG00000000953
theropithecus_gelada ENSTGEG00000024929
mandrillus_leucophaeus ENSMLEG00000004337
papio_anubis ENSPANG00000014422
chlorocebus_sabaeus ENSCSAG00000019250
saimiri_boliviensis_boliviensis ENSSBOG00000016554
callithrix_jacchus ENSCJAG00000048154
cebus_capucinus_imitator ENSCCAG00000017226
aotus_nancymaae ENSANAG00000014439
erinaceus_europaeus ENSEEUG00000006190
oryctolagus_cuniculus ENSOCUG00000010495
procavia_capensis ENSPCAG00000003510
echinops_telfairi ENSETEG00000010387
dasypus_novemcinctus ENSDNOG00000007955
notamacropus_eugenii ENSMEUG00000005820
phascolarctos_cinereus ENSPCIG00000016483
monodelphis_domestica ENSMODG00000028326
