capra_hircus ENSCHIG00000020121
ovis_aries ENSOARG00000016928
bos_taurus ENSBTAG00000053707
bos_mutus ENSBMUG00000004777
sus_scrofa ENSSSCG00000033737
equus_caballus ENSECAG00000033619
equus_caballus ENSECAG00000023530
equus_asinus_asinus ENSEASG00005003089
ailuropoda_melanoleuca ENSAMEG00000012549
ursus_maritimus ENSUMAG00000025395
mustela_putorius_furo ENSMPUG00000010551
neovison_vison ENSNVIG00000013349
canis_lupus_familiaris ENSCAFG00000028678
canis_lupus_familiaris ENSCAFG00000030161
canis_lupus_dingo ENSCAFG00020018276
vulpes_vulpes ENSVVUG00000001254
castor_canadensis ENSCCNG00000024871
dipodomys_ordii ENSDORG00000030033
mus_spicilegus ENSMSIG00000012959
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015459
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000087230
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014652
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027888
rattus_norvegicus ENSRNOG00000025987
meriones_unguiculatus ENSMUGG00000005220
cricetulus_griseus_crigri_1.0 ENSCGRG00000006552
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002341
cricetulus_griseus_crigri-picr ENSCGRG00015022826
mesocricetus_auratus ENSMAUG00000013385
microtus_ochrogaster ENSMOCG00000021368
peromyscus_maniculatus_bairdii ENSPEMG00000000462
nannospalax_galili ENSNGAG00000024074
jaculus_jaculus ENSJJAG00000022202
chinchilla_lanigera ENSCLAG00000011608
octodon_degus ENSODEG00000010579
cavia_porcellus ENSCPOG00000022252
cavia_aperea ENSCAPG00000016643
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009106
fukomys_damarensis ENSFDAG00000018288
urocitellus_parryii ENSUPAG00010010216
marmota_marmota_marmota ENSMMMG00000010908
ictidomys_tridecemlineatus ENSSTOG00000019817
oryctolagus_cuniculus ENSOCUG00000025825
prolemur_simus ENSPSMG00000024636
otolemur_garnettii ENSOGAG00000028982
theropithecus_gelada ENSTGEG00000022431
piliocolobus_tephrosceles ENSPTEG00000038676
loxodonta_africana ENSLAFG00000031265
sarcophilus_harrisii ENSSHAG00000003922
monodelphis_domestica ENSMODG00000027326
ornithorhynchus_anatinus ENSOANG00000029534
pelodiscus_sinensis ENSPSIG00000013926
