prolemur_simus ENSPSMG00000020879
otolemur_garnettii ENSOGAG00000010913
pongo_abelii ENSPPYG00000006939
homo_sapiens ENSG00000162009
papio_anubis ENSPANG00000010651
theropithecus_gelada ENSTGEG00000006075
chlorocebus_sabaeus ENSCSAG00000018841
macaca_nemestrina ENSMNEG00000024521
macaca_mulatta ENSMMUG00000002896
rhinopithecus_roxellana ENSRROG00000034422
rhinopithecus_bieti ENSRBIG00000035056
piliocolobus_tephrosceles ENSPTEG00000001925
pan_paniscus ENSPPAG00000029540
pan_troglodytes ENSPTRG00000044619
gorilla_gorilla ENSGGOG00000041631
nomascus_leucogenys ENSNLEG00000031104
mandrillus_leucophaeus ENSMLEG00000042124
cercocebus_atys ENSCATG00000033092
macaca_fascicularis ENSMFAG00000042162
callithrix_jacchus ENSCJAG00000002659
urocitellus_parryii ENSUPAG00010014041
ictidomys_tridecemlineatus ENSSTOG00000023545
spermophilus_dauricus ENSSDAG00000018209
marmota_marmota_marmota ENSMMMG00000017693
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002823
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015536
fukomys_damarensis ENSFDAG00000018387
chinchilla_lanigera ENSCLAG00000016379
octodon_degus ENSODEG00000020248
cavia_porcellus ENSCPOG00000022586
cavia_aperea ENSCAPG00000006432
castor_canadensis ENSCCNG00000015314
cricetulus_griseus_crigri_1.0 ENSCGRG00000019796
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004059
cricetulus_griseus_crigri-picr ENSCGRG00015017514
mesocricetus_auratus ENSMAUG00000007403
microtus_ochrogaster ENSMOCG00000009060
peromyscus_maniculatus_bairdii ENSPEMG00000003514
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022150
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050824
mus_spicilegus ENSMSIG00000012666
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021239
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023557
rattus_norvegicus ENSRNOG00000018834
meriones_unguiculatus ENSMUGG00000015278
nannospalax_galili ENSNGAG00000011736
jaculus_jaculus ENSJJAG00000012224
ochotona_princeps ENSOPRG00000017290
canis_lupus_dingo ENSCAFG00020008586
canis_lupus_familiaris ENSCAFG00000019600
vulpes_vulpes ENSVVUG00000011376
ursus_americanus ENSUAMG00000012773
neovison_vison ENSNVIG00000016374
mustela_putorius_furo ENSMPUG00000020063
felis_catus ENSFCAG00000004225
panthera_pardus ENSPPRG00000021115
bos_taurus ENSBTAG00000039974
bos_mutus ENSBMUG00000023573
bison_bison_bison ENSBBBG00000019675
capra_hircus ENSCHIG00000005253
ovis_aries ENSOARG00000014478
tursiops_truncatus ENSTTRG00000005905
sus_scrofa ENSSSCG00000033234
myotis_lucifugus ENSMLUG00000013219
pteropus_vampyrus ENSPVAG00000013511
equus_asinus_asinus ENSEASG00005018502
equus_caballus ENSECAG00000005022
dasypus_novemcinctus ENSDNOG00000042445
procavia_capensis ENSPCAG00000014940
loxodonta_africana ENSLAFG00000010648
ornithorhynchus_anatinus ENSOANG00000009657
xenopus_tropicalis ENSXETG00000005730
apteryx_haastii ENSAHAG00000014286
apteryx_rowi ENSARWG00000017291
apteryx_owenii ENSAOWG00000016164
dromaius_novaehollandiae ENSDNVG00000013321
nothoprocta_perdicaria ENSNPEG00000014338
gallus_gallus ENSGALG00000005258
coturnix_japonica ENSCJPG00005005525
numida_meleagris ENSNMEG00000011944
anser_brachyrhynchus ENSABRG00000014318
anas_platyrhynchos_platyrhynchos ENSAPLG00000001784
calidris_pugnax ENSCPUG00000012147
calidris_pygmaea ENSCPGG00000001008
manacus_vitellinus ENSMVIG00005013580
lepidothrix_coronata ENSLCOG00000012694
taeniopygia_guttata ENSTGUG00000006869
lonchura_striata_domestica ENSLSDG00000008906
ficedula_albicollis ENSFALG00000014164
zonotrichia_albicollis ENSZALG00000005318
junco_hyemalis ENSJHYG00000004283
serinus_canaria ENSSCAG00000006229
parus_major ENSPMJG00000017555
cyanistes_caeruleus ENSCCEG00000023105
melopsittacus_undulatus ENSMUNG00000013997
crocodylus_porosus ENSCPRG00005015016
pogona_vitticeps ENSPVIG00000014502
anolis_carolinensis ENSACAG00000006102
notechis_scutatus ENSNSUG00000002936
salvator_merianae ENSSMRG00000016983
chrysemys_picta_bellii ENSCPBG00000021065
chelonoidis_abingdonii ENSCABG00000020943
pelodiscus_sinensis ENSPSIG00000000834
sphenodon_punctatus ENSSPUG00000005012
sphenodon_punctatus ENSSPUG00000001676
xenopus_tropicalis ENSXETG00000005731
latimeria_chalumnae ENSLACG00000006254
phascolarctos_cinereus ENSPCIG00000006756
notamacropus_eugenii ENSMEUG00000012432
sarcophilus_harrisii ENSSHAG00000017870
monodelphis_domestica ENSMODG00000016906
paramormyrops_kingsleyae ENSPKIG00000013831
scleropages_formosus ENSSFOG00015023811
maylandia_zebra ENSMZEG00005028558
astatotilapia_calliptera ENSACLG00000007527
maylandia_zebra ENSMZEG00005022223
maylandia_zebra ENSMZEG00005013062
astatotilapia_calliptera ENSACLG00000003149
amphilophus_citrinellus ENSACIG00000004684
labrus_bergylta ENSLBEG00000011892
mastacembelus_armatus ENSMAMG00000004892
monopterus_albus ENSMALG00000015668
anabas_testudineus ENSATEG00000002774
seriola_lalandi_dorsalis ENSSLDG00000021262
seriola_dumerili ENSSDUG00000011980
scophthalmus_maximus ENSSMAG00000021163
amphiprion_percula ENSAPEG00000008495
acanthochromis_polyacanthus ENSAPOG00000011864
stegastes_partitus ENSSPAG00000005056
haplochromis_burtoni ENSHBUG00000006466
astatotilapia_calliptera ENSACLG00000008032
maylandia_zebra ENSMZEG00005006017
neolamprologus_brichardi ENSNBRG00000012234
oreochromis_niloticus ENSONIG00000013851
poecilia_formosa ENSPFOG00000004070
poecilia_latipinna ENSPLAG00000020466
poecilia_mexicana ENSPMEG00000020200
poecilia_reticulata ENSPREG00000000174
xiphophorus_maculatus ENSXMAG00000023809
xiphophorus_couchianus ENSXCOG00000015873
gambusia_affinis ENSGAFG00000011503
cyprinodon_variegatus ENSCVAG00000011470
fundulus_heteroclitus ENSFHEG00000008844
kryptolebias_marmoratus ENSKMAG00000011347
oryzias_latipes_asm223471v1 ENSORLG00020007968
