cyanistes_caeruleus ENSCCEG00000003895
parus_major ENSPMJG00000005953
manacus_vitellinus ENSMVIG00005006003
zonotrichia_albicollis ENSZALG00000004065
gallus_gallus ENSGALG00000006693
numida_meleagris ENSNMEG00000016355
anas_platyrhynchos_platyrhynchos ENSAPLG00000008499
pogona_vitticeps ENSPVIG00000012195
ailuropoda_melanoleuca ENSAMEG00000013128
ursus_americanus ENSUAMG00000023438
mustela_putorius_furo ENSMPUG00000017857
equus_asinus_asinus ENSEASG00005004476
ovis_aries ENSOARG00000006148
cricetulus_griseus_crigri_1.0 ENSCGRG00000016809
cricetulus_griseus_crigri-picr ENSCGRG00015001224
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023934
mesocricetus_auratus ENSMAUG00000009655
peromyscus_maniculatus_bairdii ENSPEMG00000016037
microtus_ochrogaster ENSMOCG00000013390
mus_spicilegus ENSMSIG00000019454
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025420
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078998
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024499
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025942
rattus_norvegicus ENSRNOG00000043258
nannospalax_galili ENSNGAG00000016861
