propithecus_coquereli ENSPCOG00000028667
microcebus_murinus ENSMICG00000044006
theropithecus_gelada ENSTGEG00000026733
cercocebus_atys ENSCATG00000035159
papio_anubis ENSPANG00000013470
macaca_fascicularis ENSMFAG00000029240
macaca_mulatta ENSMMUG00000038407
macaca_nemestrina ENSMNEG00000038068
mandrillus_leucophaeus ENSMLEG00000030240
chlorocebus_sabaeus ENSCSAG00000002466
piliocolobus_tephrosceles ENSPTEG00000023776
colobus_angolensis_palliatus ENSCANG00000038182
rhinopithecus_roxellana ENSRROG00000042548
rhinopithecus_bieti ENSRBIG00000034258
homo_sapiens ENSG00000224420
pan_paniscus ENSPPAG00000038454
gorilla_gorilla ENSGGOG00000022737
nomascus_leucogenys ENSNLEG00000031967
cebus_capucinus_imitator ENSCCAG00000008120
saimiri_boliviensis_boliviensis ENSSBOG00000035636
aotus_nancymaae ENSANAG00000021656
canis_lupus_dingo ENSCAFG00020024378
canis_lupus_familiaris ENSCAFG00000028797
vulpes_vulpes ENSVVUG00000021360
ovis_aries ENSOARG00000013386
