choloepus_hoffmanni ENSCHOG00000011589
dasypus_novemcinctus ENSDNOG00000024820
loxodonta_africana ENSLAFG00000028624
procavia_capensis ENSPCAG00000007477
ursus_americanus ENSUAMG00000017840
ursus_maritimus ENSUMAG00000022366
ailuropoda_melanoleuca ENSAMEG00000019919
neovison_vison ENSNVIG00000005071
canis_lupus_familiaris ENSCAFG00000028644
canis_lupus_dingo ENSCAFG00020018496
vulpes_vulpes ENSVVUG00000018625
felis_catus ENSFCAG00000043207
pteropus_vampyrus ENSPVAG00000010606
equus_asinus_asinus ENSEASG00005006606
equus_caballus ENSECAG00000037145
bos_mutus ENSBMUG00000019430
bos_taurus ENSBTAG00000050447
bos_taurus ENSBTAG00000052164
bison_bison_bison ENSBBBG00000010174
ovis_aries ENSOARG00000015961
bison_bison_bison ENSBBBG00000010169
chlorocebus_sabaeus ENSCSAG00000019027
theropithecus_gelada ENSTGEG00000007814
piliocolobus_tephrosceles ENSPTEG00000029799
rhinopithecus_bieti ENSRBIG00000029595
pan_paniscus ENSPPAG00000023987
pan_troglodytes ENSPTRG00000043443
homo_sapiens ENSG00000212657
gorilla_gorilla ENSGGOG00000041717
pongo_abelii ENSPPYG00000008429
callithrix_jacchus ENSCJAG00000038552
prolemur_simus ENSPSMG00000001591
prolemur_simus ENSPSMG00000009073
cavia_aperea ENSCAPG00000011143
cavia_porcellus ENSCPOG00000020936
octodon_degus ENSODEG00000017880
chinchilla_lanigera ENSCLAG00000016554
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014290
castor_canadensis ENSCCNG00000013160
microtus_ochrogaster ENSMOCG00000003435
peromyscus_maniculatus_bairdii ENSPEMG00000029773
cricetulus_griseus_crigri_1.0 ENSCGRG00000019458
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006864
cricetulus_griseus_crigri-picr ENSCGRG00015004132
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017992
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017150
mus_spicilegus ENSMSIG00000029905
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078253
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018279
rattus_norvegicus ENSRNOG00000061192
rattus_norvegicus ENSRNOG00000053360
meriones_unguiculatus ENSMUGG00000004177
nannospalax_galili ENSNGAG00000012264
urocitellus_parryii ENSUPAG00010008810
spermophilus_dauricus ENSSDAG00000007524
marmota_marmota_marmota ENSMMMG00000007017
oryctolagus_cuniculus ENSOCUG00000024522
sarcophilus_harrisii ENSSHAG00000007599
