pan_troglodytes ENSPTRG00000000590
pan_paniscus ENSPPAG00000040903
gorilla_gorilla ENSGGOG00000039613
homo_sapiens ENSG00000187801
pongo_abelii ENSPPYG00000001489
nomascus_leucogenys ENSNLEG00000034783
macaca_fascicularis ENSMFAG00000043765
macaca_mulatta ENSMMUG00000005836
macaca_nemestrina ENSMNEG00000017249
mandrillus_leucophaeus ENSMLEG00000014259
theropithecus_gelada ENSTGEG00000024086
papio_anubis ENSPANG00000005886
cercocebus_atys ENSCATG00000032477
chlorocebus_sabaeus ENSCSAG00000001148
rhinopithecus_roxellana ENSRROG00000035064
rhinopithecus_bieti ENSRBIG00000033501
piliocolobus_tephrosceles ENSPTEG00000029900
colobus_angolensis_palliatus ENSCANG00000030458
cebus_capucinus_imitator ENSCCAG00000033657
saimiri_boliviensis_boliviensis ENSSBOG00000029619
callithrix_jacchus ENSCJAG00000002952
aotus_nancymaae ENSANAG00000033029
carlito_syrichta ENSTSYG00000010669
propithecus_coquereli ENSPCOG00000017570
prolemur_simus ENSPSMG00000012729
microcebus_murinus ENSMICG00000042001
otolemur_garnettii ENSOGAG00000009114
marmota_marmota_marmota ENSMMMG00000002528
urocitellus_parryii ENSUPAG00010013604
ictidomys_tridecemlineatus ENSSTOG00000009229
neovison_vison ENSNVIG00000015457
mustela_putorius_furo ENSMPUG00000014137
ursus_americanus ENSUAMG00000027492
ursus_maritimus ENSUMAG00000017193
canis_lupus_dingo ENSCAFG00020003410
canis_lupus_familiaris ENSCAFG00000032577
vulpes_vulpes ENSVVUG00000005101
panthera_pardus ENSPPRG00000024607
panthera_tigris_altaica ENSPTIG00000019160
felis_catus ENSFCAG00000034968
pteropus_vampyrus ENSPVAG00000010053
equus_asinus_asinus ENSEASG00005001020
equus_caballus ENSECAG00000023120
tursiops_truncatus ENSTTRG00000012945
vicugna_pacos ENSVPAG00000003027
sus_scrofa ENSSSCG00000003981
erinaceus_europaeus ENSEEUG00000007942
loxodonta_africana ENSLAFG00000011022
procavia_capensis ENSPCAG00000015262
dasypus_novemcinctus ENSDNOG00000017460
