pan_troglodytes ENSPTRG00000043001
pan_paniscus ENSPPAG00000006693
homo_sapiens ENSG00000259120
gorilla_gorilla ENSGGOG00000037869
nomascus_leucogenys ENSNLEG00000030376
rhinopithecus_bieti ENSRBIG00000017485
rhinopithecus_roxellana ENSRROG00000006702
piliocolobus_tephrosceles ENSPTEG00000039735
colobus_angolensis_palliatus ENSCANG00000007600
theropithecus_gelada ENSTGEG00000001533
macaca_mulatta ENSMMUG00000039227
chlorocebus_sabaeus ENSCSAG00000000540
ictidomys_tridecemlineatus ENSSTOG00000033976
panthera_tigris_altaica ENSPTIG00000009586
panthera_pardus ENSPPRG00000016437
felis_catus ENSFCAG00000044791
dasypus_novemcinctus ENSDNOG00000045491
