takifugu_rubripes ENSTRUG00000018091
tetraodon_nigroviridis ENSTNIG00000017377
mola_mola ENSMMOG00000000695
cynoglossus_semilaevis ENSCSEG00000000262
acanthochromis_polyacanthus ENSAPOG00000002056
amphiprion_percula ENSAPEG00000024104
stegastes_partitus ENSSPAG00000010716
astatotilapia_calliptera ENSACLG00000022945
maylandia_zebra ENSMZEG00005020607
haplochromis_burtoni ENSHBUG00000000602
oreochromis_niloticus ENSONIG00000020153
amphilophus_citrinellus ENSACIG00000006587
labrus_bergylta ENSLBEG00000002198
gasterosteus_aculeatus ENSGACG00000007930
scophthalmus_maximus ENSSMAG00000003268
mastacembelus_armatus ENSMAMG00000003829
monopterus_albus ENSMALG00000006560
anabas_testudineus ENSATEG00000022395
poecilia_mexicana ENSPMEG00000005264
poecilia_formosa ENSPFOG00000002205
poecilia_reticulata ENSPREG00000010869
xiphophorus_maculatus ENSXMAG00000015330
xiphophorus_couchianus ENSXCOG00000009493
gambusia_affinis ENSGAFG00000015784
poecilia_latipinna ENSPLAG00000004678
cyprinodon_variegatus ENSCVAG00000022512
kryptolebias_marmoratus ENSKMAG00000004005
oryzias_latipes_asm223471v1 ENSORLG00020007872
oryzias_latipes_asm223467v1 ENSORLG00000016172
oryzias_latipes_asm223469v1 ENSORLG00015007269
oryzias_melastigma ENSOMEG00000022589
hippocampus_comes ENSHCOG00000000113
periophthalmus_magnuspinnatus ENSPMGG00000011452
pundamilia_nyererei ENSPNYG00000023007
haplochromis_burtoni ENSHBUG00000020132
neolamprologus_brichardi ENSNBRG00000005858
oryzias_latipes_asm223471v1 ENSORLG00020001057
fundulus_heteroclitus ENSFHEG00000016454
seriola_lalandi_dorsalis ENSSLDG00000019710
seriola_dumerili ENSSDUG00000002183
amphiprion_ocellaris ENSAOCG00000007321
gadus_morhua ENSGMOG00000016415
esox_lucius ENSELUG00000008757
pygocentrus_nattereri ENSPNAG00000017227
astyanax_mexicanus ENSAMXG00000001465
ictalurus_punctatus ENSIPUG00000023970
danio_rerio ENSDARG00000032802
paramormyrops_kingsleyae ENSPKIG00000001256
scleropages_formosus ENSSFOG00015017570
lepisosteus_oculatus ENSLOCG00000011215
bos_taurus ENSBTAG00000017713
bos_mutus ENSBMUG00000022707
bison_bison_bison ENSBBBG00000005359
ovis_aries ENSOARG00000021096
capra_hircus ENSCHIG00000025347
tursiops_truncatus ENSTTRG00000002054
sus_scrofa ENSSSCG00000005060
vicugna_pacos ENSVPAG00000000959
ursus_americanus ENSUAMG00000025023
ursus_maritimus ENSUMAG00000016377
ailuropoda_melanoleuca ENSAMEG00000015706
neovison_vison ENSNVIG00000004281
mustela_putorius_furo ENSMPUG00000005844
canis_lupus_familiaris ENSCAFG00000015162
canis_lupus_dingo ENSCAFG00020009732
vulpes_vulpes ENSVVUG00000029589
panthera_tigris_altaica ENSPTIG00000008416
panthera_pardus ENSPPRG00000011144
felis_catus ENSFCAG00000007834
pteropus_vampyrus ENSPVAG00000001283
myotis_lucifugus ENSMLUG00000006033
equus_caballus ENSECAG00000015910
equus_asinus_asinus ENSEASG00005016364
sorex_araneus ENSSARG00000002861
erinaceus_europaeus ENSEEUG00000001361
cavia_porcellus ENSCPOG00000014763
cavia_aperea ENSCAPG00000016611
octodon_degus ENSODEG00000015972
chinchilla_lanigera ENSCLAG00000004903
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002190
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000769
fukomys_damarensis ENSFDAG00000015223
urocitellus_parryii ENSUPAG00010001418
spermophilus_dauricus ENSSDAG00000015320
ictidomys_tridecemlineatus ENSSTOG00000030548
marmota_marmota_marmota ENSMMMG00000003061
dipodomys_ordii ENSDORG00000013437
castor_canadensis ENSCCNG00000013525
mus_spicilegus ENSMSIG00000012321
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020058
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021843
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019170
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030187
rattus_norvegicus ENSRNOG00000012255
meriones_unguiculatus ENSMUGG00000017957
cricetulus_griseus_crigri_1.0 ENSCGRG00000009121
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017019
