bos_mutus ENSBMUG00000005056
bos_taurus ENSBTAG00000012886
bison_bison_bison ENSBBBG00000021271
ovis_aries ENSOARG00000007269
capra_hircus ENSCHIG00000023434
myotis_lucifugus ENSMLUG00000009746
ursus_maritimus ENSUMAG00000001748
ursus_americanus ENSUAMG00000026664
neovison_vison ENSNVIG00000000132
mustela_putorius_furo ENSMPUG00000019467
canis_lupus_familiaris ENSCAFG00000023635
vulpes_vulpes ENSVVUG00000016374
felis_catus ENSFCAG00000029247
loxodonta_africana ENSLAFG00000025733
loxodonta_africana ENSLAFG00000030660
dasypus_novemcinctus ENSDNOG00000004124
carlito_syrichta ENSTSYG00000025823
theropithecus_gelada ENSTGEG00000004704
castor_canadensis ENSCCNG00000021593
dipodomys_ordii ENSDORG00000008016
chinchilla_lanigera ENSCLAG00000017924
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006437
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020176
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020099
cavia_porcellus ENSCPOG00000037408
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001033
cricetulus_griseus_crigri_1.0 ENSCGRG00000019690
cricetulus_griseus_crigri-picr ENSCGRG00015015699
peromyscus_maniculatus_bairdii ENSPEMG00000029514
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046643
mus_spicilegus ENSMSIG00000032012
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014909
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015713
rattus_norvegicus ENSRNOG00000046512
meriones_unguiculatus ENSMUGG00000012464
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015714
mus_spicilegus ENSMSIG00000032011
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014910
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028147
rattus_norvegicus ENSRNOG00000045582
meriones_unguiculatus ENSMUGG00000012473
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012422
cricetulus_griseus_crigri_1.0 ENSCGRG00000019918
cricetulus_griseus_crigri-picr ENSCGRG00015015695
peromyscus_maniculatus_bairdii ENSPEMG00000024812
ictidomys_tridecemlineatus ENSSTOG00000004564
urocitellus_parryii ENSUPAG00010011032
spermophilus_dauricus ENSSDAG00000018422
marmota_marmota_marmota ENSMMMG00000022477
oryctolagus_cuniculus ENSOCUG00000015476
otolemur_garnettii ENSOGAG00000026374
prolemur_simus ENSPSMG00000016824
nomascus_leucogenys ENSNLEG00000013245
equus_caballus ENSECAG00000005607
equus_asinus_asinus ENSEASG00005003270
homo_sapiens ENSG00000196266
gorilla_gorilla ENSGGOG00000003857
pan_paniscus ENSPPAG00000018051
macaca_nemestrina ENSMNEG00000042318
macaca_fascicularis ENSMFAG00000029921
papio_anubis ENSPANG00000005567
mandrillus_leucophaeus ENSMLEG00000034678
macaca_mulatta ENSMMUG00000013427
cercocebus_atys ENSCATG00000033833
colobus_angolensis_palliatus ENSCANG00000040304
piliocolobus_tephrosceles ENSPTEG00000018866
aotus_nancymaae ENSANAG00000032701
cebus_capucinus_imitator ENSCCAG00000034990
echinops_telfairi ENSETEG00000015237
procavia_capensis ENSPCAG00000002656
cavia_aperea ENSCAPG00000011787
cavia_porcellus ENSCPOG00000030401
ovis_aries ENSOARG00000016122
phascolarctos_cinereus ENSPCIG00000014167
phascolarctos_cinereus ENSPCIG00000034011
phascolarctos_cinereus ENSPCIG00000032954
monodelphis_domestica ENSMODG00000010132
sarcophilus_harrisii ENSSHAG00000000674
