poecilia_formosa ENSPFOG00000022023
poecilia_latipinna ENSPLAG00000005483
poecilia_reticulata ENSPREG00000000757
xiphophorus_maculatus ENSXMAG00000026486
xiphophorus_couchianus ENSXCOG00000019476
xiphophorus_couchianus ENSXCOG00000019477
xiphophorus_couchianus ENSXCOG00000019479
xiphophorus_maculatus ENSXMAG00000022377
xiphophorus_maculatus ENSXMAG00000022009
poecilia_latipinna ENSPLAG00000004844
poecilia_mexicana ENSPMEG00000010133
cyprinodon_variegatus ENSCVAG00000013025
cyprinodon_variegatus ENSCVAG00000011064
cyprinodon_variegatus ENSCVAG00000012925
cyprinodon_variegatus ENSCVAG00000006526
