anas_platyrhynchos_platyrhynchos ENSAPLG00000010110
anser_brachyrhynchus ENSABRG00000011447
coturnix_japonica ENSCJPG00005003584
gallus_gallus ENSGALG00000015753
zonotrichia_albicollis ENSZALG00000010573
taeniopygia_guttata ENSTGUG00000001308
ficedula_albicollis ENSFALG00000000248
parus_major ENSPMJG00000005018
cyanistes_caeruleus ENSCCEG00000014525
crocodylus_porosus ENSCPRG00005015219
chrysemys_picta_bellii ENSCPBG00000008151
pelodiscus_sinensis ENSPSIG00000009447
sphenodon_punctatus ENSSPUG00000002474
monodelphis_domestica ENSMODG00000004608
phascolarctos_cinereus ENSPCIG00000005385
ornithorhynchus_anatinus ENSOANG00000012129
xenopus_tropicalis ENSXETG00000014729
latimeria_chalumnae ENSLACG00000007436
scleropages_formosus ENSSFOG00015017318
paramormyrops_kingsleyae ENSPKIG00000017221
mastacembelus_armatus ENSMAMG00000009948
mastacembelus_armatus ENSMAMG00000009938
monopterus_albus ENSMALG00000007254
anabas_testudineus ENSATEG00000010001
pundamilia_nyererei ENSPNYG00000012814
maylandia_zebra ENSMZEG00005005289
astatotilapia_calliptera ENSACLG00000020028
haplochromis_burtoni ENSHBUG00000019173
neolamprologus_brichardi ENSNBRG00000002901
oreochromis_niloticus ENSONIG00000013704
amphilophus_citrinellus ENSACIG00000021264
scophthalmus_maximus ENSSMAG00000017616
cynoglossus_semilaevis ENSCSEG00000005358
seriola_lalandi_dorsalis ENSSLDG00000006211
seriola_dumerili ENSSDUG00000000629
mola_mola ENSMMOG00000011197
labrus_bergylta ENSLBEG00000011690
tetraodon_nigroviridis ENSTNIG00000003628
takifugu_rubripes ENSTRUG00000010403
hippocampus_comes ENSHCOG00000015998
amphiprion_ocellaris ENSAOCG00000020042
amphiprion_percula ENSAPEG00000019652
acanthochromis_polyacanthus ENSAPOG00000015886
stegastes_partitus ENSSPAG00000017681
fundulus_heteroclitus ENSFHEG00000022469
cyprinodon_variegatus ENSCVAG00000007515
xiphophorus_maculatus ENSXMAG00000000646
xiphophorus_couchianus ENSXCOG00000013088
poecilia_formosa ENSPFOG00000003691
poecilia_mexicana ENSPMEG00000017119
poecilia_latipinna ENSPLAG00000015184
poecilia_reticulata ENSPREG00000015357
gambusia_affinis ENSGAFG00000020192
kryptolebias_marmoratus ENSKMAG00000017072
oryzias_latipes_asm223471v1 ENSORLG00020002399
oryzias_latipes_asm223467v1 ENSORLG00000002179
oryzias_latipes_asm223469v1 ENSORLG00015021671
oryzias_melastigma ENSOMEG00000021152
periophthalmus_magnuspinnatus ENSPMGG00000003774
gadus_morhua ENSGMOG00000001975
esox_lucius ENSELUG00000005568
astyanax_mexicanus ENSAMXG00000015515
pygocentrus_nattereri ENSPNAG00000011619
ictalurus_punctatus ENSIPUG00000002950
danio_rerio ENSDARG00000110900
lepisosteus_oculatus ENSLOCG00000013396
astyanax_mexicanus ENSAMXG00000030258
paramormyrops_kingsleyae ENSPKIG00000010940
latimeria_chalumnae ENSLACG00000010625
amphiprion_percula ENSAPEG00000001742
amphiprion_ocellaris ENSAOCG00000007871
mastacembelus_armatus ENSMAMG00000012229
hippocampus_comes ENSHCOG00000013036
gasterosteus_aculeatus ENSGACG00000013566
scophthalmus_maximus ENSSMAG00000016914
cynoglossus_semilaevis ENSCSEG00000009515
seriola_dumerili ENSSDUG00000001764
acanthochromis_polyacanthus ENSAPOG00000007848
labrus_bergylta ENSLBEG00000026792
tetraodon_nigroviridis ENSTNIG00000006165
gadus_morhua ENSGMOG00000005242
lepisosteus_oculatus ENSLOCG00000007760
pygocentrus_nattereri ENSPNAG00000010045
anabas_testudineus ENSATEG00000010269
mastacembelus_armatus ENSMAMG00000006560
seriola_dumerili ENSSDUG00000003528
seriola_lalandi_dorsalis ENSSLDG00000018069
labrus_bergylta ENSLBEG00000027030
gasterosteus_aculeatus ENSGACG00000009808
tetraodon_nigroviridis ENSTNIG00000015553
takifugu_rubripes ENSTRUG00000017524
mola_mola ENSMMOG00000019493
amphiprion_ocellaris ENSAOCG00000011203
amphiprion_percula ENSAPEG00000004443
acanthochromis_polyacanthus ENSAPOG00000007046
stegastes_partitus ENSSPAG00000002162
hippocampus_comes ENSHCOG00000017798
cynoglossus_semilaevis ENSCSEG00000007327
cynoglossus_semilaevis ENSCSEG00000013323
periophthalmus_magnuspinnatus ENSPMGG00000012981
gadus_morhua ENSGMOG00000017057
astyanax_mexicanus ENSAMXG00000017498
pygocentrus_nattereri ENSPNAG00000014242
ictalurus_punctatus ENSIPUG00000008512
paramormyrops_kingsleyae ENSPKIG00000019128
lepisosteus_oculatus ENSLOCG00000005586
latimeria_chalumnae ENSLACG00000015737
petromyzon_marinus ENSPMAG00000002416
eptatretus_burgeri ENSEBUG00000008490
