ciona_savignyi ENSCSAVG00000007677
ciona_intestinalis ENSCING00000007016
gopherus_agassizii ENSGAGG00000004605
chelonoidis_abingdonii ENSCABG00000022619
pelodiscus_sinensis ENSPSIG00000004264
lonchura_striata_domestica ENSLSDG00000001826
lonchura_striata_domestica ENSLSDG00000001851
junco_hyemalis ENSJHYG00000013006
taeniopygia_guttata ENSTGUG00000014461
parus_major ENSPMJG00000005896
cyanistes_caeruleus ENSCCEG00000004248
ficedula_albicollis ENSFALG00000006635
coturnix_japonica ENSCJPG00005002398
salvator_merianae ENSSMRG00000001237
pogona_vitticeps ENSPVIG00000011328
xenopus_tropicalis ENSXETG00000017395
ovis_aries ENSOARG00000005240
capra_hircus ENSCHIG00000025934
bos_taurus ENSBTAG00000008590
bos_mutus ENSBMUG00000005606
bison_bison_bison ENSBBBG00000013951
tursiops_truncatus ENSTTRG00000001301
ursus_americanus ENSUAMG00000000590
ailuropoda_melanoleuca ENSAMEG00000006299
mustela_putorius_furo ENSMPUG00000010976
neovison_vison ENSNVIG00000019383
canis_lupus_dingo ENSCAFG00020011286
canis_lupus_familiaris ENSCAFG00000015761
vulpes_vulpes ENSVVUG00000027459
panthera_pardus ENSPPRG00000004131
panthera_tigris_altaica ENSPTIG00000018325
felis_catus ENSFCAG00000030469
oryctolagus_cuniculus ENSOCUG00000001108
ochotona_princeps ENSOPRG00000001915
equus_caballus ENSECAG00000019845
equus_asinus_asinus ENSEASG00005015392
pteropus_vampyrus ENSPVAG00000003774
sorex_araneus ENSSARG00000004104
panthera_pardus ENSPPRG00000007010
prolemur_simus ENSPSMG00000018967
propithecus_coquereli ENSPCOG00000018307
microcebus_murinus ENSMICG00000012527
otolemur_garnettii ENSOGAG00000014731
carlito_syrichta ENSTSYG00000007071
ictidomys_tridecemlineatus ENSSTOG00000020965
marmota_marmota_marmota ENSMMMG00000018135
urocitellus_parryii ENSUPAG00010006110
spermophilus_dauricus ENSSDAG00000003910
dipodomys_ordii ENSDORG00000011761
mus_spicilegus ENSMSIG00000024853
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017483
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018287
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016647
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017778
rattus_norvegicus ENSRNOG00000004246
meriones_unguiculatus ENSMUGG00000023175
microtus_ochrogaster ENSMOCG00000010372
microtus_ochrogaster ENSMOCG00000018036
peromyscus_maniculatus_bairdii ENSPEMG00000008722
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009940
cricetulus_griseus_crigri_1.0 ENSCGRG00000007625
mesocricetus_auratus ENSMAUG00000012986
nannospalax_galili ENSNGAG00000020042
jaculus_jaculus ENSJJAG00000015351
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013367
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009748
fukomys_damarensis ENSFDAG00000020208
chinchilla_lanigera ENSCLAG00000010659
cavia_aperea ENSCAPG00000015245
cavia_porcellus ENSCPOG00000006020
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004338
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014673
octodon_degus ENSODEG00000017626
octodon_degus ENSODEG00000002041
oryctolagus_cuniculus ENSOCUG00000001901
pan_paniscus ENSPPAG00000039878
pan_troglodytes ENSPTRG00000008618
homo_sapiens ENSG00000091640
gorilla_gorilla ENSGGOG00000009180
pongo_abelii ENSPPYG00000007852
nomascus_leucogenys ENSNLEG00000017451
macaca_fascicularis ENSMFAG00000032008
macaca_mulatta ENSMMUG00000001352
macaca_nemestrina ENSMNEG00000018568
cercocebus_atys ENSCATG00000043749
theropithecus_gelada ENSTGEG00000019946
papio_anubis ENSPANG00000035296
mandrillus_leucophaeus ENSMLEG00000035561
mandrillus_leucophaeus ENSMLEG00000030960
chlorocebus_sabaeus ENSCSAG00000012921
chlorocebus_sabaeus ENSCSAG00000010700
piliocolobus_tephrosceles ENSPTEG00000037387
piliocolobus_tephrosceles ENSPTEG00000037994
piliocolobus_tephrosceles ENSPTEG00000038883
colobus_angolensis_palliatus ENSCANG00000031749
rhinopithecus_roxellana ENSRROG00000039035
rhinopithecus_roxellana ENSRROG00000035534
rhinopithecus_bieti ENSRBIG00000030542
cebus_capucinus_imitator ENSCCAG00000020801
callithrix_jacchus ENSCJAG00000011659
aotus_nancymaae ENSANAG00000020862
castor_canadensis ENSCCNG00000031496
octodon_degus ENSODEG00000009947
felis_catus ENSFCAG00000033011
panthera_pardus ENSPPRG00000003224
ursus_maritimus ENSUMAG00000013911
loxodonta_africana ENSLAFG00000009273
procavia_capensis ENSPCAG00000000313
tupaia_belangeri ENSTBEG00000002854
erinaceus_europaeus ENSEEUG00000010312
echinops_telfairi ENSETEG00000020098
myotis_lucifugus ENSMLUG00000014031
dasypus_novemcinctus ENSDNOG00000011669
phascolarctos_cinereus ENSPCIG00000019170
notamacropus_eugenii ENSMEUG00000007933
sarcophilus_harrisii ENSSHAG00000006017
monodelphis_domestica ENSMODG00000005241
latimeria_chalumnae ENSLACG00000014922
pygocentrus_nattereri ENSPNAG00000029939
astyanax_mexicanus ENSAMXG00000031146
ictalurus_punctatus ENSIPUG00000020796
danio_rerio ENSDARG00000011555
poecilia_latipinna ENSPLAG00000014413
poecilia_formosa ENSPFOG00000019424
poecilia_mexicana ENSPMEG00000013728
poecilia_reticulata ENSPREG00000023114
xiphophorus_couchianus ENSXCOG00000007081
xiphophorus_maculatus ENSXMAG00000024624
gambusia_affinis ENSGAFG00000003503
cyprinodon_variegatus ENSCVAG00000023451
