xiphophorus_maculatus ENSXMAG00000028742
gambusia_affinis ENSGAFG00000004161
poecilia_mexicana ENSPMEG00000016293
poecilia_reticulata ENSPREG00000001130
cyprinodon_variegatus ENSCVAG00000017206
mola_mola ENSMMOG00000019470
oryzias_melastigma ENSOMEG00000009618
oryzias_melastigma ENSOMEG00000009592
oryzias_latipes_asm223469v1 ENSORLG00015012637
oryzias_latipes_asm223467v1 ENSORLG00000026068
oryzias_latipes_asm223471v1 ENSORLG00020009487
oryzias_latipes_asm223467v1 ENSORLG00000023393
oryzias_latipes_asm223467v1 ENSORLG00000026753
oryzias_latipes_asm223471v1 ENSORLG00020009429
amphiprion_ocellaris ENSAOCG00000001320
takifugu_rubripes ENSTRUG00000023860
takifugu_rubripes ENSTRUG00000024433
labrus_bergylta ENSLBEG00000015331
takifugu_rubripes ENSTRUG00000023383
fundulus_heteroclitus ENSFHEG00000014593
gambusia_affinis ENSGAFG00000019800
oryzias_latipes_asm223467v1 ENSORLG00000029407
anabas_testudineus ENSATEG00000001921
neolamprologus_brichardi ENSNBRG00000011652
cynoglossus_semilaevis ENSCSEG00000008915
hippocampus_comes ENSHCOG00000018092
esox_lucius ENSELUG00000006615
scleropages_formosus ENSSFOG00015001200
