myotis_lucifugus ENSMLUG00000008448
pteropus_vampyrus ENSPVAG00000024258
ursus_maritimus ENSUMAG00000013327
ursus_americanus ENSUAMG00000021993
ailuropoda_melanoleuca ENSAMEG00000004698
neovison_vison ENSNVIG00000023860
mustela_putorius_furo ENSMPUG00000003175
canis_lupus_dingo ENSCAFG00020010126
canis_lupus_familiaris ENSCAFG00000019837
vulpes_vulpes ENSVVUG00000001015
panthera_tigris_altaica ENSPTIG00000021996
panthera_pardus ENSPPRG00000023312
felis_catus ENSFCAG00000028763
tursiops_truncatus ENSTTRG00000021364
sus_scrofa ENSSSCG00000006834
bos_mutus ENSBMUG00000003727
bos_taurus ENSBTAG00000018807
bison_bison_bison ENSBBBG00000009358
ovis_aries ENSOARG00000019153
capra_hircus ENSCHIG00000022627
vicugna_pacos ENSVPAG00000015416
equus_caballus ENSECAG00000015909
equus_asinus_asinus ENSEASG00005002797
erinaceus_europaeus ENSEEUG00000002445
sorex_araneus ENSSARG00000000404
cebus_capucinus_imitator ENSCCAG00000009162
saimiri_boliviensis_boliviensis ENSSBOG00000036057
callithrix_jacchus ENSCJAG00000002949
aotus_nancymaae ENSANAG00000030807
colobus_angolensis_palliatus ENSCANG00000037223
piliocolobus_tephrosceles ENSPTEG00000025866
rhinopithecus_bieti ENSRBIG00000043911
rhinopithecus_roxellana ENSRROG00000037823
macaca_fascicularis ENSMFAG00000039358
macaca_nemestrina ENSMNEG00000045003
papio_anubis ENSPANG00000007194
theropithecus_gelada ENSTGEG00000001179
mandrillus_leucophaeus ENSMLEG00000040016
chlorocebus_sabaeus ENSCSAG00000001544
cercocebus_atys ENSCATG00000039547
pan_paniscus ENSPPAG00000026532
pan_troglodytes ENSPTRG00000041255
homo_sapiens ENSG00000221986
gorilla_gorilla ENSGGOG00000005271
pongo_abelii ENSPPYG00000001077
nomascus_leucogenys ENSNLEG00000002683
carlito_syrichta ENSTSYG00000033578
microcebus_murinus ENSMICG00000016334
prolemur_simus ENSPSMG00000007396
propithecus_coquereli ENSPCOG00000012995
otolemur_garnettii ENSOGAG00000013544
castor_canadensis ENSCCNG00000017873
dipodomys_ordii ENSDORG00000019802
mus_spicilegus ENSMSIG00000019323
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026478
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068745
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025528
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026974
rattus_norvegicus ENSRNOG00000037082
meriones_unguiculatus ENSMUGG00000023940
peromyscus_maniculatus_bairdii ENSPEMG00000007873
microtus_ochrogaster ENSMOCG00000001539
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022630
cricetulus_griseus_crigri-picr ENSCGRG00015026479
cricetulus_griseus_crigri_1.0 ENSCGRG00000000545
mesocricetus_auratus ENSMAUG00000000870
nannospalax_galili ENSNGAG00000013138
jaculus_jaculus ENSJJAG00000023157
ictidomys_tridecemlineatus ENSSTOG00000026811
spermophilus_dauricus ENSSDAG00000013072
urocitellus_parryii ENSUPAG00010015621
marmota_marmota_marmota ENSMMMG00000020419
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007407
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012967
fukomys_damarensis ENSFDAG00000009148
chinchilla_lanigera ENSCLAG00000004648
octodon_degus ENSODEG00000005351
cavia_aperea ENSCAPG00000016821
cavia_porcellus ENSCPOG00000003183
oryctolagus_cuniculus ENSOCUG00000027208
tupaia_belangeri ENSTBEG00000001991
procavia_capensis ENSPCAG00000018828
loxodonta_africana ENSLAFG00000021717
choloepus_hoffmanni ENSCHOG00000002131
notamacropus_eugenii ENSMEUG00000002491
