ursus_americanus ENSUAMG00000019081
ursus_maritimus ENSUMAG00000012868
neovison_vison ENSNVIG00000016434
panthera_pardus ENSPPRG00000006170
ovis_aries ENSOARG00000002746
equus_asinus_asinus ENSEASG00005012741
equus_caballus ENSECAG00000011596
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021928
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000101959
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021023
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023341
cricetulus_griseus_crigri_1.0 ENSCGRG00000001532
spermophilus_dauricus ENSSDAG00000001298
ochotona_princeps ENSOPRG00000000043
ochotona_princeps ENSOPRG00000000044
oryctolagus_cuniculus ENSOCUG00000023018
gorilla_gorilla ENSGGOG00000027135
pan_paniscus ENSPPAG00000039427
nomascus_leucogenys ENSNLEG00000035225
colobus_angolensis_palliatus ENSCANG00000034230
piliocolobus_tephrosceles ENSPTEG00000037486
cercocebus_atys ENSCATG00000027907
macaca_fascicularis ENSMFAG00000038653
mandrillus_leucophaeus ENSMLEG00000030416
rhinopithecus_bieti ENSRBIG00000043377
rhinopithecus_roxellana ENSRROG00000031580
macaca_nemestrina ENSMNEG00000034186
pan_troglodytes ENSPTRG00000049319
pan_paniscus ENSPPAG00000038218
gorilla_gorilla ENSGGOG00000022562
nomascus_leucogenys ENSNLEG00000032321
macaca_nemestrina ENSMNEG00000000068
mandrillus_leucophaeus ENSMLEG00000041617
rhinopithecus_roxellana ENSRROG00000041464
rhinopithecus_bieti ENSRBIG00000032503
colobus_angolensis_palliatus ENSCANG00000030932
cebus_capucinus_imitator ENSCCAG00000025706
aotus_nancymaae ENSANAG00000022533
homo_sapiens ENSG00000171989
gorilla_gorilla ENSGGOG00000022172
pan_paniscus ENSPPAG00000017634
pan_troglodytes ENSPTRG00000007125
pongo_abelii ENSPPYG00000006520
nomascus_leucogenys ENSNLEG00000018898
theropithecus_gelada ENSTGEG00000018853
chlorocebus_sabaeus ENSCSAG00000019742
piliocolobus_tephrosceles ENSPTEG00000028910
cebus_capucinus_imitator ENSCCAG00000021147
prolemur_simus ENSPSMG00000014266
loxodonta_africana ENSLAFG00000003680
procavia_capensis ENSPCAG00000010172
echinops_telfairi ENSETEG00000007517
choloepus_hoffmanni ENSCHOG00000011730
notamacropus_eugenii ENSMEUG00000011689
dromaius_novaehollandiae ENSDNVG00000013474
nothoprocta_perdicaria ENSNPEG00000014459
calidris_pygmaea ENSCPGG00000001164
