pan_troglodytes ENSPTRG00000004530
pan_paniscus ENSPPAG00000036594
homo_sapiens ENSG00000111203
gorilla_gorilla ENSGGOG00000010482
pongo_abelii ENSPPYG00000004150
piliocolobus_tephrosceles ENSPTEG00000038616
colobus_angolensis_palliatus ENSCANG00000035727
rhinopithecus_roxellana ENSRROG00000029694
rhinopithecus_bieti ENSRBIG00000032620
mandrillus_leucophaeus ENSMLEG00000037811
cercocebus_atys ENSCATG00000033715
theropithecus_gelada ENSTGEG00000012525
macaca_nemestrina ENSMNEG00000039593
macaca_mulatta ENSMMUG00000007411
macaca_fascicularis ENSMFAG00000002177
papio_anubis ENSPANG00000017752
chlorocebus_sabaeus ENSCSAG00000011288
callithrix_jacchus ENSCJAG00000018765
cebus_capucinus_imitator ENSCCAG00000027005
saimiri_boliviensis_boliviensis ENSSBOG00000021331
aotus_nancymaae ENSANAG00000035866
carlito_syrichta ENSTSYG00000009229
prolemur_simus ENSPSMG00000014367
propithecus_coquereli ENSPCOG00000020247
microcebus_murinus ENSMICG00000030622
otolemur_garnettii ENSOGAG00000015320
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001518
mus_spicilegus ENSMSIG00000024435
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029953
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028909
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022673
rattus_norvegicus ENSRNOG00000006264
meriones_unguiculatus ENSMUGG00000017843
meriones_unguiculatus ENSMUGG00000017634
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020885
cricetulus_griseus_crigri-picr ENSCGRG00015005097
cricetulus_griseus_crigri_1.0 ENSCGRG00000015033
mesocricetus_auratus ENSMAUG00000009496
microtus_ochrogaster ENSMOCG00000007429
peromyscus_maniculatus_bairdii ENSPEMG00000007999
nannospalax_galili ENSNGAG00000021781
jaculus_jaculus ENSJJAG00000014749
cavia_porcellus ENSCPOG00000021230
cavia_aperea ENSCAPG00000005805
octodon_degus ENSODEG00000015108
octodon_degus ENSODEG00000000090
chinchilla_lanigera ENSCLAG00000016639
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005049
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002900
fukomys_damarensis ENSFDAG00000019526
spermophilus_dauricus ENSSDAG00000003597
ictidomys_tridecemlineatus ENSSTOG00000016085
urocitellus_parryii ENSUPAG00010012943
marmota_marmota_marmota ENSMMMG00000018874
castor_canadensis ENSCCNG00000002030
oryctolagus_cuniculus ENSOCUG00000014612
ochotona_princeps ENSOPRG00000013136
ursus_maritimus ENSUMAG00000014640
ursus_americanus ENSUAMG00000020892
ailuropoda_melanoleuca ENSAMEG00000004828
neovison_vison ENSNVIG00000004932
mustela_putorius_furo ENSMPUG00000009446
canis_lupus_dingo ENSCAFG00020014725
canis_lupus_familiaris ENSCAFG00000015661
vulpes_vulpes ENSVVUG00000018288
panthera_pardus ENSPPRG00000024045
panthera_tigris_altaica ENSPTIG00000012705
felis_catus ENSFCAG00000000146
bos_mutus ENSBMUG00000018040
bos_taurus ENSBTAG00000007609
bison_bison_bison ENSBBBG00000002251
capra_hircus ENSCHIG00000019386
ovis_aries ENSOARG00000011256
tursiops_truncatus ENSTTRG00000005362
sus_scrofa ENSSSCG00000000742
equus_asinus_asinus ENSEASG00005017136
equus_caballus ENSECAG00000010693
pteropus_vampyrus ENSPVAG00000009255
myotis_lucifugus ENSMLUG00000010395
procavia_capensis ENSPCAG00000013453
loxodonta_africana ENSLAFG00000001933
echinops_telfairi ENSETEG00000014720
dipodomys_ordii ENSDORG00000013643
erinaceus_europaeus ENSEEUG00000007889
dasypus_novemcinctus ENSDNOG00000041850
phascolarctos_cinereus ENSPCIG00000023259
notamacropus_eugenii ENSMEUG00000008213
sarcophilus_harrisii ENSSHAG00000013903
monodelphis_domestica ENSMODG00000018352
ornithorhynchus_anatinus ENSOANG00000029066
ornithorhynchus_anatinus ENSOANG00000030532
apteryx_rowi ENSARWG00000002022
dromaius_novaehollandiae ENSDNVG00000011569
nothoprocta_perdicaria ENSNPEG00000006716
calidris_pugnax ENSCPUG00000007331
calidris_pygmaea ENSCPGG00000004659
melopsittacus_undulatus ENSMUNG00000014393
lepidothrix_coronata ENSLCOG00000004626
manacus_vitellinus ENSMVIG00005014195
cyanistes_caeruleus ENSCCEG00000011222
parus_major ENSPMJG00000003652
ficedula_albicollis ENSFALG00000004863
lonchura_striata_domestica ENSLSDG00000012564
taeniopygia_guttata ENSTGUG00000013150
serinus_canaria ENSSCAG00000015250
zonotrichia_albicollis ENSZALG00000009978
junco_hyemalis ENSJHYG00000012064
anser_brachyrhynchus ENSABRG00000012896
anas_platyrhynchos_platyrhynchos ENSAPLG00000011976
meleagris_gallopavo ENSMGAG00000013929
gallus_gallus ENSGALG00000014335
coturnix_japonica ENSCJPG00005016633
numida_meleagris ENSNMEG00000016533
crocodylus_porosus ENSCPRG00005013105
chelonoidis_abingdonii ENSCABG00000012292
gopherus_agassizii ENSGAGG00000025036
chrysemys_picta_bellii ENSCPBG00000009950
pelodiscus_sinensis ENSPSIG00000015393
pogona_vitticeps ENSPVIG00000008544
anolis_carolinensis ENSACAG00000015272
notechis_scutatus ENSNSUG00000012921
salvator_merianae ENSSMRG00000023394
sphenodon_punctatus ENSSPUG00000017417
latimeria_chalumnae ENSLACG00000010850
xenopus_tropicalis ENSXETG00000001647
fundulus_heteroclitus ENSFHEG00000003361
cyprinodon_variegatus ENSCVAG00000015800
poecilia_formosa ENSPFOG00000018076
poecilia_mexicana ENSPMEG00000015371
poecilia_latipinna ENSPLAG00000015408
poecilia_reticulata ENSPREG00000006906
gambusia_affinis ENSGAFG00000016256
xiphophorus_maculatus ENSXMAG00000017228
kryptolebias_marmoratus ENSKMAG00000013255
maylandia_zebra ENSMZEG00005001096
pundamilia_nyererei ENSPNYG00000021873
astatotilapia_calliptera ENSACLG00000016520
haplochromis_burtoni ENSHBUG00000008439
neolamprologus_brichardi ENSNBRG00000011398
oreochromis_niloticus ENSONIG00000017820
amphilophus_citrinellus ENSACIG00000013478
amphiprion_percula ENSAPEG00000021902
amphiprion_ocellaris ENSAOCG00000006950
acanthochromis_polyacanthus ENSAPOG00000000507
stegastes_partitus ENSSPAG00000003528
mastacembelus_armatus ENSMAMG00000016273
monopterus_albus ENSMALG00000007936
anabas_testudineus ENSATEG00000022806
periophthalmus_magnuspinnatus ENSPMGG00000023531
takifugu_rubripes ENSTRUG00000014649
tetraodon_nigroviridis ENSTNIG00000019706
mola_mola ENSMMOG00000007058
labrus_bergylta ENSLBEG00000009067
gasterosteus_aculeatus ENSGACG00000020049
seriola_lalandi_dorsalis ENSSLDG00000004809
seriola_dumerili ENSSDUG00000016493
scophthalmus_maximus ENSSMAG00000005257
oryzias_latipes_asm223467v1 ENSORLG00000016526
oryzias_latipes_asm223471v1 ENSORLG00020008459
oryzias_latipes_asm223469v1 ENSORLG00015007645
oryzias_melastigma ENSOMEG00000003265
hippocampus_comes ENSHCOG00000018527
gadus_morhua ENSGMOG00000002278
esox_lucius ENSELUG00000003251
astyanax_mexicanus ENSAMXG00000042592
pygocentrus_nattereri ENSPNAG00000017847
ictalurus_punctatus ENSIPUG00000016788
danio_rerio ENSDARG00000002174
paramormyrops_kingsleyae ENSPKIG00000000624
scleropages_formosus ENSSFOG00015001816
lepisosteus_oculatus ENSLOCG00000016560
petromyzon_marinus ENSPMAG00000006524
ciona_savignyi ENSCSAVG00000000545
ciona_intestinalis ENSCING00000006702
