crocodylus_porosus ENSCPRG00005014537
pelodiscus_sinensis ENSPSIG00000017819
pogona_vitticeps ENSPVIG00000020201
notechis_scutatus ENSNSUG00000018985
salvator_merianae ENSSMRG00000017260
gopherus_agassizii ENSGAGG00000012151
chelonoidis_abingdonii ENSCABG00000017784
chrysemys_picta_bellii ENSCPBG00000002327
sphenodon_punctatus ENSSPUG00000012400
lepidothrix_coronata ENSLCOG00000002542
ficedula_albicollis ENSFALG00000001590
lonchura_striata_domestica ENSLSDG00000000642
calidris_pugnax ENSCPUG00000001524
gallus_gallus ENSGALG00000037437
coturnix_japonica ENSCJPG00005015125
numida_meleagris ENSNMEG00000019531
parus_major ENSPMJG00000017751
serinus_canaria ENSSCAG00000004992
calidris_pygmaea ENSCPGG00000017029
nothoprocta_perdicaria ENSNPEG00000010254
apteryx_owenii ENSAOWG00000008757
oryctolagus_cuniculus ENSOCUG00000000194
ochotona_princeps ENSOPRG00000013328
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016100
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007032
fukomys_damarensis ENSFDAG00000011009
octodon_degus ENSODEG00000007442
cavia_porcellus ENSCPOG00000038322
chinchilla_lanigera ENSCLAG00000016373
ictidomys_tridecemlineatus ENSSTOG00000021065
marmota_marmota_marmota ENSMMMG00000014096
urocitellus_parryii ENSUPAG00010017554
castor_canadensis ENSCCNG00000027106
dipodomys_ordii ENSDORG00000000937
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033730
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020364
mus_spicilegus ENSMSIG00000030445
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019472
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030489
rattus_norvegicus ENSRNOG00000017828
meriones_unguiculatus ENSMUGG00000010597
cricetulus_griseus_crigri_1.0 ENSCGRG00000015251
cricetulus_griseus_crigri-picr ENSCGRG00015007342
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009879
mesocricetus_auratus ENSMAUG00000000747
microtus_ochrogaster ENSMOCG00000014744
peromyscus_maniculatus_bairdii ENSPEMG00000024575
nannospalax_galili ENSNGAG00000014204
jaculus_jaculus ENSJJAG00000010434
prolemur_simus ENSPSMG00000006585
microcebus_murinus ENSMICG00000029687
