mola_mola ENSMMOG00000011786
takifugu_rubripes ENSTRUG00000021540
gasterosteus_aculeatus ENSGACG00000018565
monopterus_albus ENSMALG00000005086
cynoglossus_semilaevis ENSCSEG00000005658
haplochromis_burtoni ENSHBUG00000021089
haplochromis_burtoni ENSHBUG00000000526
maylandia_zebra ENSMZEG00005027896
maylandia_zebra ENSMZEG00005001084
astatotilapia_calliptera ENSACLG00000015848
pundamilia_nyererei ENSPNYG00000024200
neolamprologus_brichardi ENSNBRG00000000838
amphilophus_citrinellus ENSACIG00000013976
