apteryx_rowi ENSARWG00000015150
apteryx_owenii ENSAOWG00000015369
lonchura_striata_domestica ENSLSDG00000004897
nothoprocta_perdicaria ENSNPEG00000006017
coturnix_japonica ENSCJPG00005018205
salvator_merianae ENSSMRG00000022576
vulpes_vulpes ENSVVUG00000011886
erinaceus_europaeus ENSEEUG00000013430
notamacropus_eugenii ENSMEUG00000007274
haplochromis_burtoni ENSHBUG00000012605
pundamilia_nyererei ENSPNYG00000015310
neolamprologus_brichardi ENSNBRG00000024338
amphilophus_citrinellus ENSACIG00000006543
oryzias_latipes_asm223467v1 ENSORLG00000026258
cynoglossus_semilaevis ENSCSEG00000005301
