sphenodon_punctatus ENSSPUG00000014333
pogona_vitticeps ENSPVIG00000017117
anser_brachyrhynchus ENSABRG00000015393
apteryx_owenii ENSAOWG00000009260
chrysemys_picta_bellii ENSCPBG00000005849
ursus_maritimus ENSUMAG00000002174
panthera_tigris_altaica ENSPTIG00000000033
sus_scrofa ENSSSCG00000025209
fukomys_damarensis ENSFDAG00000012701
prolemur_simus ENSPSMG00000025745
theropithecus_gelada ENSTGEG00000004827
cercocebus_atys ENSCATG00000021763
macaca_mulatta ENSMMUG00000031543
piliocolobus_tephrosceles ENSPTEG00000030142
piliocolobus_tephrosceles ENSPTEG00000023221
gorilla_gorilla ENSGGOG00000039329
pan_troglodytes ENSPTRG00000043810
carlito_syrichta ENSTSYG00000005339
castor_canadensis ENSCCNG00000021950
dipodomys_ordii ENSDORG00000007168
jaculus_jaculus ENSJJAG00000015791
mus_spicilegus ENSMSIG00000022441
octodon_degus ENSODEG00000018350
cavia_porcellus ENSCPOG00000033026
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002909
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002154
ictidomys_tridecemlineatus ENSSTOG00000031930
bos_mutus ENSBMUG00000013911
bos_taurus ENSBTAG00000048612
capra_hircus ENSCHIG00000015618
equus_asinus_asinus ENSEASG00005016545
vulpes_vulpes ENSVVUG00000027708
canis_lupus_dingo ENSCAFG00020011201
ursus_americanus ENSUAMG00000007711
felis_catus ENSFCAG00000035756
panthera_pardus ENSPPRG00000002781
phascolarctos_cinereus ENSPCIG00000022640
ornithorhynchus_anatinus ENSOANG00000021740
anolis_carolinensis ENSACAG00000012477
amphilophus_citrinellus ENSACIG00000018137
