equus_asinus_asinus ENSEASG00005010700
equus_caballus ENSECAG00000022697
pteropus_vampyrus ENSPVAG00000001504
ailuropoda_melanoleuca ENSAMEG00000018869
ailuropoda_melanoleuca ENSAMEG00000008619
canis_lupus_dingo ENSCAFG00020014503
vulpes_vulpes ENSVVUG00000006378
canis_lupus_familiaris ENSCAFG00000024288
mustela_putorius_furo ENSMPUG00000012386
neovison_vison ENSNVIG00000002254
panthera_pardus ENSPPRG00000013314
panthera_tigris_altaica ENSPTIG00000009870
felis_catus ENSFCAG00000000546
tursiops_truncatus ENSTTRG00000003184
cavia_porcellus ENSCPOG00000011762
carlito_syrichta ENSTSYG00000029255
choloepus_hoffmanni ENSCHOG00000012796
procavia_capensis ENSPCAG00000003474
mus_spicilegus ENSMSIG00000032122
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070867
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027270
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026299
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028632
rattus_norvegicus ENSRNOG00000029141
meriones_unguiculatus ENSMUGG00000016663
peromyscus_maniculatus_bairdii ENSPEMG00000021574
microtus_ochrogaster ENSMOCG00000002510
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016130
cricetulus_griseus_crigri_1.0 ENSCGRG00000002038
cricetulus_griseus_crigri-picr ENSCGRG00015023271
mesocricetus_auratus ENSMAUG00000006510
nannospalax_galili ENSNGAG00000014560
dipodomys_ordii ENSDORG00000023562
chinchilla_lanigera ENSCLAG00000005900
octodon_degus ENSODEG00000007567
cavia_aperea ENSCAPG00000006177
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010693
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009112
fukomys_damarensis ENSFDAG00000002504
ictidomys_tridecemlineatus ENSSTOG00000028454
urocitellus_parryii ENSUPAG00010016431
marmota_marmota_marmota ENSMMMG00000017951
spermophilus_dauricus ENSSDAG00000011702
propithecus_coquereli ENSPCOG00000023424
microcebus_murinus ENSMICG00000033266
prolemur_simus ENSPSMG00000012821
pan_paniscus ENSPPAG00000015081
pan_troglodytes ENSPTRG00000052213
homo_sapiens ENSG00000269113
gorilla_gorilla ENSGGOG00000037702
pongo_abelii ENSPPYG00000001376
nomascus_leucogenys ENSNLEG00000016372
mandrillus_leucophaeus ENSMLEG00000030749
theropithecus_gelada ENSTGEG00000002627
cercocebus_atys ENSCATG00000006160
macaca_mulatta ENSMMUG00000032139
macaca_fascicularis ENSMFAG00000003902
macaca_nemestrina ENSMNEG00000028952
papio_anubis ENSPANG00000012233
chlorocebus_sabaeus ENSCSAG00000001250
rhinopithecus_roxellana ENSRROG00000044560
rhinopithecus_bieti ENSRBIG00000041716
piliocolobus_tephrosceles ENSPTEG00000038231
colobus_angolensis_palliatus ENSCANG00000041547
callithrix_jacchus ENSCJAG00000042725
saimiri_boliviensis_boliviensis ENSSBOG00000021713
cebus_capucinus_imitator ENSCCAG00000023756
aotus_nancymaae ENSANAG00000036722
bos_taurus ENSBTAG00000054324
bos_mutus ENSBMUG00000022534
bison_bison_bison ENSBBBG00000009775
capra_hircus ENSCHIG00000016346
sus_scrofa ENSSSCG00000037318
myotis_lucifugus ENSMLUG00000010918
dasypus_novemcinctus ENSDNOG00000039411
loxodonta_africana ENSLAFG00000032111
tupaia_belangeri ENSTBEG00000009882
ochotona_princeps ENSOPRG00000006346
ovis_aries ENSOARG00000003609
sorex_araneus ENSSARG00000006393
ornithorhynchus_anatinus ENSOANG00000006858
sarcophilus_harrisii ENSSHAG00000001115
monodelphis_domestica ENSMODG00000025378
phascolarctos_cinereus ENSPCIG00000036779
gallus_gallus ENSGALG00000027655
coturnix_japonica ENSCJPG00005010082
numida_meleagris ENSNMEG00000021514
calidris_pygmaea ENSCPGG00000012639
lonchura_striata_domestica ENSLSDG00000012755
ficedula_albicollis ENSFALG00000005263
cyanistes_caeruleus ENSCCEG00000013360
parus_major ENSPMJG00000000435
manacus_vitellinus ENSMVIG00005011722
lepidothrix_coronata ENSLCOG00000015948
taeniopygia_guttata ENSTGUG00000008573
junco_hyemalis ENSJHYG00000009018
anser_brachyrhynchus ENSABRG00000016692
zonotrichia_albicollis ENSZALG00000001703
serinus_canaria ENSSCAG00000003575
melopsittacus_undulatus ENSMUNG00000010985
calidris_pugnax ENSCPUG00000011848
apteryx_rowi ENSARWG00000017970
apteryx_owenii ENSAOWG00000008709
apteryx_haastii ENSAHAG00000013676
dromaius_novaehollandiae ENSDNVG00000008796
nothoprocta_perdicaria ENSNPEG00000015134
gopherus_agassizii ENSGAGG00000025532
pelodiscus_sinensis ENSPSIG00000010057
anolis_carolinensis ENSACAG00000029091
notechis_scutatus ENSNSUG00000016185
chelonoidis_abingdonii ENSCABG00000010239
crocodylus_porosus ENSCPRG00005018038
sarcophilus_harrisii ENSSHAG00000011466
ovis_aries ENSOARG00000003700
anas_platyrhynchos_platyrhynchos ENSAPLG00000007124
latimeria_chalumnae ENSLACG00000017576
oryzias_latipes_asm223471v1 ENSORLG00020015923
oryzias_latipes_asm223469v1 ENSORLG00015011660
poecilia_mexicana ENSPMEG00000012382
lepisosteus_oculatus ENSLOCG00000010171
