caenorhabditis_elegans_strain_n2 WBGene00004064
piliocolobus_tephrosceles ENSPTEG00000025585
periophthalmus_magnuspinnatus ENSPMGG00000003767
periophthalmus_magnuspinnatus ENSPMGG00000003773
poecilia_formosa ENSPFOG00000013622
poecilia_mexicana ENSPMEG00000008431
poecilia_latipinna ENSPLAG00000011696
poecilia_reticulata ENSPREG00000004603
xiphophorus_maculatus ENSXMAG00000014877
xiphophorus_couchianus ENSXCOG00000017774
gambusia_affinis ENSGAFG00000010926
cyprinodon_variegatus ENSCVAG00000018884
fundulus_heteroclitus ENSFHEG00000019449
kryptolebias_marmoratus ENSKMAG00000008603
oryzias_latipes_asm223467v1 ENSORLG00000003486
oryzias_latipes_asm223469v1 ENSORLG00015020597
oryzias_latipes_asm223471v1 ENSORLG00020022217
oryzias_melastigma ENSOMEG00000006353
mola_mola ENSMMOG00000002838
takifugu_rubripes ENSTRUG00000016791
tetraodon_nigroviridis ENSTNIG00000012880
mola_mola ENSMMOG00000002833
gasterosteus_aculeatus ENSGACG00000009489
labrus_bergylta ENSLBEG00000009797
monopterus_albus ENSMALG00000016914
mastacembelus_armatus ENSMAMG00000007080
anabas_testudineus ENSATEG00000013164
scophthalmus_maximus ENSSMAG00000010182
cynoglossus_semilaevis ENSCSEG00000000719
seriola_dumerili ENSSDUG00000004982
seriola_lalandi_dorsalis ENSSLDG00000003852
amphiprion_percula ENSAPEG00000000435
amphiprion_ocellaris ENSAOCG00000008560
acanthochromis_polyacanthus ENSAPOG00000003550
stegastes_partitus ENSSPAG00000017305
astatotilapia_calliptera ENSACLG00000015009
haplochromis_burtoni ENSHBUG00000021572
pundamilia_nyererei ENSPNYG00000019815
maylandia_zebra ENSMZEG00005008759
neolamprologus_brichardi ENSNBRG00000020334
oreochromis_niloticus ENSONIG00000019836
amphilophus_citrinellus ENSACIG00000002683
hippocampus_comes ENSHCOG00000014024
gadus_morhua ENSGMOG00000004275
esox_lucius ENSELUG00000017866
pygocentrus_nattereri ENSPNAG00000009471
astyanax_mexicanus ENSAMXG00000007809
ictalurus_punctatus ENSIPUG00000003050
astyanax_mexicanus ENSAMXG00000041557
danio_rerio ENSDARG00000075672
scleropages_formosus ENSSFOG00015022092
