sarcophilus_harrisii ENSSHAG00000011089
monodelphis_domestica ENSMODG00000014944
phascolarctos_cinereus ENSPCIG00000019612
ornithorhynchus_anatinus ENSOANG00000013449
apteryx_haastii ENSAHAG00000013534
apteryx_owenii ENSAOWG00000012575
apteryx_rowi ENSARWG00000018657
dromaius_novaehollandiae ENSDNVG00000014184
anser_brachyrhynchus ENSABRG00000012342
anas_platyrhynchos_platyrhynchos ENSAPLG00000011240
gallus_gallus ENSGALG00000027132
coturnix_japonica ENSCJPG00005013873
meleagris_gallopavo ENSMGAG00000005545
numida_meleagris ENSNMEG00000004956
calidris_pygmaea ENSCPGG00000009263
calidris_pugnax ENSCPUG00000019647
melopsittacus_undulatus ENSMUNG00000012881
junco_hyemalis ENSJHYG00000006479
zonotrichia_albicollis ENSZALG00000016936
serinus_canaria ENSSCAG00000003956
lonchura_striata_domestica ENSLSDG00000005821
taeniopygia_guttata ENSTGUG00000000483
ficedula_albicollis ENSFALG00000013876
cyanistes_caeruleus ENSCCEG00000024137
parus_major ENSPMJG00000010871
lepidothrix_coronata ENSLCOG00000006932
manacus_vitellinus ENSMVIG00005019656
nothoprocta_perdicaria ENSNPEG00000011105
crocodylus_porosus ENSCPRG00005017077
gopherus_agassizii ENSGAGG00000014204
chelonoidis_abingdonii ENSCABG00000008383
chrysemys_picta_bellii ENSCPBG00000014964
pelodiscus_sinensis ENSPSIG00000011647
pogona_vitticeps ENSPVIG00000017093
anolis_carolinensis ENSACAG00000014212
notechis_scutatus ENSNSUG00000016091
salvator_merianae ENSSMRG00000006127
oryctolagus_cuniculus ENSOCUG00000027878
ochotona_princeps ENSOPRG00000005296
carlito_syrichta ENSTSYG00000028130
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045248
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032343
mus_spicilegus ENSMSIG00000024132
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031222
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021687
rattus_norvegicus ENSRNOG00000012270
meriones_unguiculatus ENSMUGG00000024500
peromyscus_maniculatus_bairdii ENSPEMG00000023281
peromyscus_maniculatus_bairdii ENSPEMG00000004236
microtus_ochrogaster ENSMOCG00000005830
cricetulus_griseus_crigri-picr ENSCGRG00015006510
cricetulus_griseus_crigri_1.0 ENSCGRG00000007440
