poecilia_mexicana ENSPMEG00000005352
scleropages_formosus ENSSFOG00015003834
apteryx_rowi ENSARWG00000004622
apteryx_owenii ENSAOWG00000005219
numida_meleagris ENSNMEG00000005944
nothoprocta_perdicaria ENSNPEG00000001829
lepidothrix_coronata ENSLCOG00000002042
crocodylus_porosus ENSCPRG00005005274
sphenodon_punctatus ENSSPUG00000017348
castor_canadensis ENSCCNG00000006607
castor_canadensis ENSCCNG00000006602
castor_canadensis ENSCCNG00000011209
dipodomys_ordii ENSDORG00000025544
cricetulus_griseus_crigri_1.0 ENSCGRG00000000733
microtus_ochrogaster ENSMOCG00000012032
octodon_degus ENSODEG00000010616
bos_mutus ENSBMUG00000021384
