monopterus_albus ENSMALG00000011501
mastacembelus_armatus ENSMAMG00000001390
anabas_testudineus ENSATEG00000004212
takifugu_rubripes ENSTRUG00000007192
tetraodon_nigroviridis ENSTNIG00000011516
mola_mola ENSMMOG00000004874
labrus_bergylta ENSLBEG00000023956
amphiprion_ocellaris ENSAOCG00000010919
amphiprion_percula ENSAPEG00000020318
acanthochromis_polyacanthus ENSAPOG00000014185
stegastes_partitus ENSSPAG00000011660
maylandia_zebra ENSMZEG00005005872
pundamilia_nyererei ENSPNYG00000006566
haplochromis_burtoni ENSHBUG00000005306
astatotilapia_calliptera ENSACLG00000022043
oreochromis_niloticus ENSONIG00000019608
neolamprologus_brichardi ENSNBRG00000014087
amphilophus_citrinellus ENSACIG00000019830
seriola_lalandi_dorsalis ENSSLDG00000001990
seriola_dumerili ENSSDUG00000012373
cynoglossus_semilaevis ENSCSEG00000020209
scophthalmus_maximus ENSSMAG00000003871
gasterosteus_aculeatus ENSGACG00000005102
hippocampus_comes ENSHCOG00000020255
fundulus_heteroclitus ENSFHEG00000017609
cyprinodon_variegatus ENSCVAG00000010568
poecilia_formosa ENSPFOG00000018477
poecilia_latipinna ENSPLAG00000017785
poecilia_mexicana ENSPMEG00000023360
poecilia_reticulata ENSPREG00000019108
xiphophorus_maculatus ENSXMAG00000012562
gambusia_affinis ENSGAFG00000001015
xiphophorus_couchianus ENSXCOG00000002654
kryptolebias_marmoratus ENSKMAG00000002218
oryzias_latipes_asm223467v1 ENSORLG00000028573
oryzias_melastigma ENSOMEG00000009977
periophthalmus_magnuspinnatus ENSPMGG00000021574
gadus_morhua ENSGMOG00000014314
esox_lucius ENSELUG00000023290
pygocentrus_nattereri ENSPNAG00000011973
astyanax_mexicanus ENSAMXG00000031804
ictalurus_punctatus ENSIPUG00000004291
danio_rerio ENSDARG00000000935
paramormyrops_kingsleyae ENSPKIG00000022222
scleropages_formosus ENSSFOG00015003052
lepisosteus_oculatus ENSLOCG00000011578
anser_brachyrhynchus ENSABRG00000017765
anas_platyrhynchos_platyrhynchos ENSAPLG00000014891
gallus_gallus ENSGALG00000002278
meleagris_gallopavo ENSMGAG00000004713
numida_meleagris ENSNMEG00000016137
