pan_troglodytes ENSPTRG00000045305
pan_paniscus ENSPPAG00000028789
homo_sapiens ENSG00000247595
gorilla_gorilla ENSGGOG00000043165
nomascus_leucogenys ENSNLEG00000030850
macaca_mulatta ENSMMUG00000044847
macaca_fascicularis ENSMFAG00000001697
macaca_nemestrina ENSMNEG00000044112
mandrillus_leucophaeus ENSMLEG00000041471
cercocebus_atys ENSCATG00000033511
papio_anubis ENSPANG00000031465
rhinopithecus_bieti ENSRBIG00000034293
rhinopithecus_roxellana ENSRROG00000029345
colobus_angolensis_palliatus ENSCANG00000036797
cebus_capucinus_imitator ENSCCAG00000037680
saimiri_boliviensis_boliviensis ENSSBOG00000018184
callithrix_jacchus ENSCJAG00000042001
aotus_nancymaae ENSANAG00000024616
carlito_syrichta ENSTSYG00000031331
propithecus_coquereli ENSPCOG00000015051
microcebus_murinus ENSMICG00000027423
panthera_tigris_altaica ENSPTIG00000019097
panthera_pardus ENSPPRG00000001886
felis_catus ENSFCAG00000035445
vulpes_vulpes ENSVVUG00000002512
equus_caballus ENSECAG00000036069
