sorex_araneus ENSSARG00000001347
erinaceus_europaeus ENSEEUG00000013736
spermophilus_dauricus ENSSDAG00000008994
marmota_marmota_marmota ENSMMMG00000018563
urocitellus_parryii ENSUPAG00010010053
peromyscus_maniculatus_bairdii ENSPEMG00000025270
cricetulus_griseus_crigri-picr ENSCGRG00015003244
dipodomys_ordii ENSDORG00000013640
castor_canadensis ENSCCNG00000030156
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073380
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022685
mus_spicilegus ENSMSIG00000011961
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021774
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020763
rattus_norvegicus ENSRNOG00000047223
meriones_unguiculatus ENSMUGG00000005333
cricetulus_griseus_crigri_1.0 ENSCGRG00000010399
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020830
mesocricetus_auratus ENSMAUG00000019305
microtus_ochrogaster ENSMOCG00000019187
nannospalax_galili ENSNGAG00000020666
jaculus_jaculus ENSJJAG00000014627
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014076
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019156
fukomys_damarensis ENSFDAG00000014226
octodon_degus ENSODEG00000014652
chinchilla_lanigera ENSCLAG00000006231
cavia_aperea ENSCAPG00000009241
cavia_porcellus ENSCPOG00000019363
ictidomys_tridecemlineatus ENSSTOG00000027289
ochotona_princeps ENSOPRG00000004873
tupaia_belangeri ENSTBEG00000014193
carlito_syrichta ENSTSYG00000010324
myotis_lucifugus ENSMLUG00000008231
pteropus_vampyrus ENSPVAG00000002974
bos_taurus ENSBTAG00000031673
bos_mutus ENSBMUG00000010243
bison_bison_bison ENSBBBG00000022034
ovis_aries ENSOARG00000008617
capra_hircus ENSCHIG00000023336
tursiops_truncatus ENSTTRG00000015504
sus_scrofa ENSSSCG00000037183
vicugna_pacos ENSVPAG00000007708
ursus_maritimus ENSUMAG00000008782
ursus_americanus ENSUAMG00000014713
mustela_putorius_furo ENSMPUG00000005266
canis_lupus_familiaris ENSCAFG00000023027
canis_lupus_dingo ENSCAFG00020018831
vulpes_vulpes ENSVVUG00000009058
panthera_pardus ENSPPRG00000002053
panthera_tigris_altaica ENSPTIG00000001979
felis_catus ENSFCAG00000010144
equus_caballus ENSECAG00000012938
equus_caballus ENSECAG00000029491
equus_asinus_asinus ENSEASG00005022548
prolemur_simus ENSPSMG00000018429
propithecus_coquereli ENSPCOG00000026816
microcebus_murinus ENSMICG00000033719
otolemur_garnettii ENSOGAG00000003637
gorilla_gorilla ENSGGOG00000028284
pan_troglodytes ENSPTRG00000029163
homo_sapiens ENSG00000205784
pongo_abelii ENSPPYG00000009420
nomascus_leucogenys ENSNLEG00000027674
mandrillus_leucophaeus ENSMLEG00000028188
theropithecus_gelada ENSTGEG00000017049
macaca_nemestrina ENSMNEG00000043261
macaca_fascicularis ENSMFAG00000044169
chlorocebus_sabaeus ENSCSAG00000010446
cercocebus_atys ENSCATG00000038386
colobus_angolensis_palliatus ENSCANG00000017016
piliocolobus_tephrosceles ENSPTEG00000024617
rhinopithecus_roxellana ENSRROG00000024805
rhinopithecus_bieti ENSRBIG00000044702
saimiri_boliviensis_boliviensis ENSSBOG00000019452
cebus_capucinus_imitator ENSCCAG00000036736
callithrix_jacchus ENSCJAG00000017437
loxodonta_africana ENSLAFG00000018564
echinops_telfairi ENSETEG00000019445
dasypus_novemcinctus ENSDNOG00000034604
chelonoidis_abingdonii ENSCABG00000002286
gopherus_agassizii ENSGAGG00000000891
chrysemys_picta_bellii ENSCPBG00000011018
pelodiscus_sinensis ENSPSIG00000005653
crocodylus_porosus ENSCPRG00005008532
pogona_vitticeps ENSPVIG00000023356
notechis_scutatus ENSNSUG00000006501
salvator_merianae ENSSMRG00000013846
sphenodon_punctatus ENSSPUG00000010267
apteryx_haastii ENSAHAG00000002336
apteryx_owenii ENSAOWG00000014051
apteryx_rowi ENSARWG00000007105
dromaius_novaehollandiae ENSDNVG00000000968
nothoprocta_perdicaria ENSNPEG00000004762
calidris_pugnax ENSCPUG00000007696
calidris_pygmaea ENSCPGG00000019519
meleagris_gallopavo ENSMGAG00000009553
numida_meleagris ENSNMEG00000011721
