takifugu_rubripes ENSTRUG00000021336
tetraodon_nigroviridis ENSTNIG00000016963
mola_mola ENSMMOG00000000434
poecilia_formosa ENSPFOG00000015000
poecilia_latipinna ENSPLAG00000021726
poecilia_mexicana ENSPMEG00000006172
poecilia_reticulata ENSPREG00000005680
xiphophorus_maculatus ENSXMAG00000027764
xiphophorus_couchianus ENSXCOG00000019261
gambusia_affinis ENSGAFG00000004418
cyprinodon_variegatus ENSCVAG00000002749
fundulus_heteroclitus ENSFHEG00000007229
kryptolebias_marmoratus ENSKMAG00000016206
oryzias_latipes_asm223467v1 ENSORLG00000017598
oryzias_latipes_asm223471v1 ENSORLG00020020348
oryzias_latipes_asm223469v1 ENSORLG00015014417
oryzias_melastigma ENSOMEG00000005162
astatotilapia_calliptera ENSACLG00000008370
maylandia_zebra ENSMZEG00005004467
pundamilia_nyererei ENSPNYG00000008795
haplochromis_burtoni ENSHBUG00000020169
neolamprologus_brichardi ENSNBRG00000010819
oreochromis_niloticus ENSONIG00000008579
amphilophus_citrinellus ENSACIG00000020131
amphiprion_percula ENSAPEG00000022769
amphiprion_ocellaris ENSAOCG00000008651
acanthochromis_polyacanthus ENSAPOG00000019819
stegastes_partitus ENSSPAG00000021062
monopterus_albus ENSMALG00000010225
gasterosteus_aculeatus ENSGACG00000004394
mastacembelus_armatus ENSMAMG00000006591
seriola_dumerili ENSSDUG00000000636
seriola_lalandi_dorsalis ENSSLDG00000000652
scophthalmus_maximus ENSSMAG00000015615
cynoglossus_semilaevis ENSCSEG00000002954
anabas_testudineus ENSATEG00000015036
labrus_bergylta ENSLBEG00000017208
hippocampus_comes ENSHCOG00000000168
periophthalmus_magnuspinnatus ENSPMGG00000000868
gadus_morhua ENSGMOG00000004021
esox_lucius ENSELUG00000023321
pygocentrus_nattereri ENSPNAG00000021962
astyanax_mexicanus ENSAMXG00000034602
ictalurus_punctatus ENSIPUG00000019396
danio_rerio ENSDARG00000076718
scleropages_formosus ENSSFOG00015002157
paramormyrops_kingsleyae ENSPKIG00000022368
lepisosteus_oculatus ENSLOCG00000006829
notechis_scutatus ENSNSUG00000015629
notechis_scutatus ENSNSUG00000015630
pogona_vitticeps ENSPVIG00000011963
anolis_carolinensis ENSACAG00000017232
salvator_merianae ENSSMRG00000018234
sphenodon_punctatus ENSSPUG00000006140
gopherus_agassizii ENSGAGG00000010791
chelonoidis_abingdonii ENSCABG00000018538
chrysemys_picta_bellii ENSCPBG00000021934
pelodiscus_sinensis ENSPSIG00000002848
phascolarctos_cinereus ENSPCIG00000025371
notamacropus_eugenii ENSMEUG00000002625
sarcophilus_harrisii ENSSHAG00000009949
monodelphis_domestica ENSMODG00000009823
propithecus_coquereli ENSPCOG00000018812
microcebus_murinus ENSMICG00000009883
prolemur_simus ENSPSMG00000006915
otolemur_garnettii ENSOGAG00000013971
pan_paniscus ENSPPAG00000043306
pan_troglodytes ENSPTRG00000012688
homo_sapiens ENSG00000180228
gorilla_gorilla ENSGGOG00000005754
pongo_abelii ENSPPYG00000012976
macaca_nemestrina ENSMNEG00000031681
macaca_fascicularis ENSMFAG00000040213
theropithecus_gelada ENSTGEG00000022784
papio_anubis ENSPANG00000001046
cercocebus_atys ENSCATG00000032736
macaca_mulatta ENSMMUG00000002185
mandrillus_leucophaeus ENSMLEG00000019578
rhinopithecus_bieti ENSRBIG00000035301
rhinopithecus_roxellana ENSRROG00000035389
piliocolobus_tephrosceles ENSPTEG00000001220
colobus_angolensis_palliatus ENSCANG00000034610
theropithecus_gelada ENSTGEG00000011587
papio_anubis ENSPANG00000035264
mandrillus_leucophaeus ENSMLEG00000031889
cercocebus_atys ENSCATG00000037246
macaca_nemestrina ENSMNEG00000030245
chlorocebus_sabaeus ENSCSAG00000018878
colobus_angolensis_palliatus ENSCANG00000037988
rhinopithecus_bieti ENSRBIG00000042015
nomascus_leucogenys ENSNLEG00000006120
saimiri_boliviensis_boliviensis ENSSBOG00000012105
cebus_capucinus_imitator ENSCCAG00000024400
callithrix_jacchus ENSCJAG00000021521
aotus_nancymaae ENSANAG00000019410
carlito_syrichta ENSTSYG00000009707
oryctolagus_cuniculus ENSOCUG00000005489
ochotona_princeps ENSOPRG00000007575
tupaia_belangeri ENSTBEG00000006494
castor_canadensis ENSCCNG00000002135
dipodomys_ordii ENSDORG00000013338
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009200
cricetulus_griseus_crigri-picr ENSCGRG00015021486
cricetulus_griseus_crigri_1.0 ENSCGRG00000002863
mesocricetus_auratus ENSMAUG00000019631
microtus_ochrogaster ENSMOCG00000004548
peromyscus_maniculatus_bairdii ENSPEMG00000011967
mus_spicilegus ENSMSIG00000029427
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024609
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023688
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002731
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025139
rattus_norvegicus ENSRNOG00000011195
meriones_unguiculatus ENSMUGG00000008270
nannospalax_galili ENSNGAG00000021816
jaculus_jaculus ENSJJAG00000013031
octodon_degus ENSODEG00000008743
octodon_degus ENSODEG00000007930
chinchilla_lanigera ENSCLAG00000010338
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010663
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013982
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002194
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004391
fukomys_damarensis ENSFDAG00000012882
cavia_aperea ENSCAPG00000006602
cavia_porcellus ENSCPOG00000008302
cavia_porcellus ENSCPOG00000003900
urocitellus_parryii ENSUPAG00010005881
spermophilus_dauricus ENSSDAG00000006237
ictidomys_tridecemlineatus ENSSTOG00000006156
marmota_marmota_marmota ENSMMMG00000006678
echinops_telfairi ENSETEG00000010357
sorex_araneus ENSSARG00000003080
erinaceus_europaeus ENSEEUG00000000476
ovis_aries ENSOARG00000017321
capra_hircus ENSCHIG00000015333
