latimeria_chalumnae ENSLACG00000018182
xenopus_tropicalis ENSXETG00000018749
pogona_vitticeps ENSPVIG00000023863
anolis_carolinensis ENSACAG00000003795
notechis_scutatus ENSNSUG00000007117
salvator_merianae ENSSMRG00000007116
sphenodon_punctatus ENSSPUG00000014482
chelonoidis_abingdonii ENSCABG00000023200
gopherus_agassizii ENSGAGG00000018867
parus_major ENSPMJG00000013264
lonchura_striata_domestica ENSLSDG00000006639
mustela_putorius_furo ENSMPUG00000017651
neovison_vison ENSNVIG00000012730
canis_lupus_dingo ENSCAFG00020014774
ailuropoda_melanoleuca ENSAMEG00000011642
ursus_americanus ENSUAMG00000010107
panthera_pardus ENSPPRG00000003663
panthera_tigris_altaica ENSPTIG00000014481
felis_catus ENSFCAG00000036761
ursus_maritimus ENSUMAG00000005664
dipodomys_ordii ENSDORG00000003608
capra_hircus ENSCHIG00000024038
ovis_aries ENSOARG00000007426
bos_mutus ENSBMUG00000023361
bos_taurus ENSBTAG00000023452
bison_bison_bison ENSBBBG00000016452
tursiops_truncatus ENSTTRG00000012853
sus_scrofa ENSSSCG00000003013
pteropus_vampyrus ENSPVAG00000013080
myotis_lucifugus ENSMLUG00000023056
equus_caballus ENSECAG00000012073
equus_asinus_asinus ENSEASG00005006333
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029378
mus_spicilegus ENSMSIG00000025183
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030474
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063439
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021231
rattus_norvegicus ENSRNOG00000028753
meriones_unguiculatus ENSMUGG00000021991
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010904
mesocricetus_auratus ENSMAUG00000018932
peromyscus_maniculatus_bairdii ENSPEMG00000027428
microtus_ochrogaster ENSMOCG00000017197
nannospalax_galili ENSNGAG00000004211
spermophilus_dauricus ENSSDAG00000005499
ictidomys_tridecemlineatus ENSSTOG00000026487
urocitellus_parryii ENSUPAG00010010605
marmota_marmota_marmota ENSMMMG00000019659
chinchilla_lanigera ENSCLAG00000000822
octodon_degus ENSODEG00000000668
cavia_aperea ENSCAPG00000011624
cavia_porcellus ENSCPOG00000019498
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017244
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005896
fukomys_damarensis ENSFDAG00000011916
castor_canadensis ENSCCNG00000019561
oryctolagus_cuniculus ENSOCUG00000008000
prolemur_simus ENSPSMG00000006079
microcebus_murinus ENSMICG00000027358
propithecus_coquereli ENSPCOG00000020226
otolemur_garnettii ENSOGAG00000033489
colobus_angolensis_palliatus ENSCANG00000003664
piliocolobus_tephrosceles ENSPTEG00000027523
rhinopithecus_bieti ENSRBIG00000036360
rhinopithecus_roxellana ENSRROG00000045621
macaca_fascicularis ENSMFAG00000031118
macaca_mulatta ENSMMUG00000023704
macaca_nemestrina ENSMNEG00000042558
chlorocebus_sabaeus ENSCSAG00000003528
mandrillus_leucophaeus ENSMLEG00000004468
papio_anubis ENSPANG00000010100
cercocebus_atys ENSCATG00000042010
theropithecus_gelada ENSTGEG00000022757
pan_troglodytes ENSPTRG00000044046
pan_paniscus ENSPPAG00000040371
homo_sapiens ENSG00000123810
gorilla_gorilla ENSGGOG00000037111
pongo_abelii ENSPPYG00000010014
callithrix_jacchus ENSCJAG00000045008
cebus_capucinus_imitator ENSCCAG00000029011
saimiri_boliviensis_boliviensis ENSSBOG00000023666
aotus_nancymaae ENSANAG00000033996
carlito_syrichta ENSTSYG00000026854
loxodonta_africana ENSLAFG00000031841
procavia_capensis ENSPCAG00000013606
dasypus_novemcinctus ENSDNOG00000017673
jaculus_jaculus ENSJJAG00000013160
sorex_araneus ENSSARG00000002258
notamacropus_eugenii ENSMEUG00000001217
phascolarctos_cinereus ENSPCIG00000016752
monodelphis_domestica ENSMODG00000008635
paramormyrops_kingsleyae ENSPKIG00000017799
scleropages_formosus ENSSFOG00015007392
poecilia_formosa ENSPFOG00000020364
oryzias_latipes_asm223467v1 ENSORLG00000028375
maylandia_zebra ENSMZEG00005013497
haplochromis_burtoni ENSHBUG00000011341
pundamilia_nyererei ENSPNYG00000019598
neolamprologus_brichardi ENSNBRG00000022171
oreochromis_niloticus ENSONIG00000020437
takifugu_rubripes ENSTRUG00000021104
tetraodon_nigroviridis ENSTNIG00000014819
gasterosteus_aculeatus ENSGACG00000007022
takifugu_rubripes ENSTRUG00000020338
periophthalmus_magnuspinnatus ENSPMGG00000005354
cyprinodon_variegatus ENSCVAG00000015554
hippocampus_comes ENSHCOG00000014477
gadus_morhua ENSGMOG00000019731
esox_lucius ENSELUG00000020219
pygocentrus_nattereri ENSPNAG00000003452
astyanax_mexicanus ENSAMXG00000038790
ictalurus_punctatus ENSIPUG00000002529
danio_rerio ENSDARG00000017385
lepisosteus_oculatus ENSLOCG00000014163
ciona_savignyi ENSCSAVG00000007100
drosophila_melanogaster FBgn0261683
caenorhabditis_elegans_strain_n2 WBGene00021416
