pan_troglodytes ENSPTRG00000039326
pan_paniscus ENSPPAG00000002850
homo_sapiens ENSG00000283787
gorilla_gorilla ENSGGOG00000027808
pongo_abelii ENSPPYG00000002916
macaca_mulatta ENSMMUG00000003336
theropithecus_gelada ENSTGEG00000025645
chlorocebus_sabaeus ENSCSAG00000018955
piliocolobus_tephrosceles ENSPTEG00000016062
aotus_nancymaae ENSANAG00000020013
saimiri_boliviensis_boliviensis ENSSBOG00000014490
prolemur_simus ENSPSMG00000020251
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006364
cricetulus_griseus_crigri-picr ENSCGRG00015026667
peromyscus_maniculatus_bairdii ENSPEMG00000016078
mus_spicilegus ENSMSIG00000015945
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030725
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013921
rattus_norvegicus ENSRNOG00000051534
meriones_unguiculatus ENSMUGG00000017878
castor_canadensis ENSCCNG00000030483
urocitellus_parryii ENSUPAG00010008850
fukomys_damarensis ENSFDAG00000020258
bos_taurus ENSBTAG00000048504
bos_mutus ENSBMUG00000019825
sus_scrofa ENSSSCG00000036244
equus_asinus_asinus ENSEASG00005000503
equus_caballus ENSECAG00000032952
ursus_americanus ENSUAMG00000020897
neovison_vison ENSNVIG00000007203
canis_lupus_dingo ENSCAFG00020017448
canis_lupus_familiaris ENSCAFG00000031577
vulpes_vulpes ENSVVUG00000002540
panthera_pardus ENSPPRG00000012391
felis_catus ENSFCAG00000038563
procavia_capensis ENSPCAG00000014675
loxodonta_africana ENSLAFG00000027103
notamacropus_eugenii ENSMEUG00000012570
chrysemys_picta_bellii ENSCPBG00000007419
apteryx_haastii ENSAHAG00000017170
salvator_merianae ENSSMRG00000014166
