xenopus_tropicalis ENSXETG00000001210
latimeria_chalumnae ENSLACG00000011313
fundulus_heteroclitus ENSFHEG00000003761
cyprinodon_variegatus ENSCVAG00000011950
poecilia_latipinna ENSPLAG00000004174
poecilia_mexicana ENSPMEG00000009384
poecilia_formosa ENSPFOG00000008861
poecilia_reticulata ENSPREG00000008524
xiphophorus_maculatus ENSXMAG00000002981
gambusia_affinis ENSGAFG00000017032
kryptolebias_marmoratus ENSKMAG00000006609
oryzias_latipes_asm223471v1 ENSORLG00020008867
oryzias_latipes_asm223467v1 ENSORLG00000001447
oryzias_latipes_asm223469v1 ENSORLG00015018262
oryzias_melastigma ENSOMEG00000013255
cynoglossus_semilaevis ENSCSEG00000007669
cynoglossus_semilaevis ENSCSEG00000008673
monopterus_albus ENSMALG00000004462
mastacembelus_armatus ENSMAMG00000007089
astatotilapia_calliptera ENSACLG00000019323
maylandia_zebra ENSMZEG00005013230
pundamilia_nyererei ENSPNYG00000003451
haplochromis_burtoni ENSHBUG00000010853
oreochromis_niloticus ENSONIG00000016956
neolamprologus_brichardi ENSNBRG00000022576
amphilophus_citrinellus ENSACIG00000003283
takifugu_rubripes ENSTRUG00000016891
tetraodon_nigroviridis ENSTNIG00000015965
mola_mola ENSMMOG00000018025
labrus_bergylta ENSLBEG00000015757
anabas_testudineus ENSATEG00000000722
gasterosteus_aculeatus ENSGACG00000013696
seriola_lalandi_dorsalis ENSSLDG00000009794
seriola_dumerili ENSSDUG00000023028
scophthalmus_maximus ENSSMAG00000008753
amphiprion_percula ENSAPEG00000013364
amphiprion_ocellaris ENSAOCG00000012910
acanthochromis_polyacanthus ENSAPOG00000006423
stegastes_partitus ENSSPAG00000012618
hippocampus_comes ENSHCOG00000000860
periophthalmus_magnuspinnatus ENSPMGG00000020552
gadus_morhua ENSGMOG00000007243
esox_lucius ENSELUG00000021384
astyanax_mexicanus ENSAMXG00000037474
pygocentrus_nattereri ENSPNAG00000001616
ictalurus_punctatus ENSIPUG00000016072
danio_rerio ENSDARG00000012468
scleropages_formosus ENSSFOG00015014448
paramormyrops_kingsleyae ENSPKIG00000012644
lepisosteus_oculatus ENSLOCG00000001938
poecilia_mexicana ENSPMEG00000016276
poecilia_latipinna ENSPLAG00000021802
xiphophorus_couchianus ENSXCOG00000009499
notamacropus_eugenii ENSMEUG00000011121
phascolarctos_cinereus ENSPCIG00000021722
sarcophilus_harrisii ENSSHAG00000005605
monodelphis_domestica ENSMODG00000015672
loxodonta_africana ENSLAFG00000022393
procavia_capensis ENSPCAG00000007522
echinops_telfairi ENSETEG00000007665
choloepus_hoffmanni ENSCHOG00000007243
dasypus_novemcinctus ENSDNOG00000013513
bos_mutus ENSBMUG00000018234
bos_taurus ENSBTAG00000005678
bison_bison_bison ENSBBBG00000019760
ovis_aries ENSOARG00000017489
capra_hircus ENSCHIG00000016645
tursiops_truncatus ENSTTRG00000001655
sus_scrofa ENSSSCG00000009755
vicugna_pacos ENSVPAG00000011057
equus_caballus ENSECAG00000015112
equus_asinus_asinus ENSEASG00005013166
ursus_americanus ENSUAMG00000004310
ursus_americanus ENSUAMG00000007134
ursus_maritimus ENSUMAG00000000432
ailuropoda_melanoleuca ENSAMEG00000015576
neovison_vison ENSNVIG00000021863
mustela_putorius_furo ENSMPUG00000001393
canis_lupus_dingo ENSCAFG00020011711
canis_lupus_familiaris ENSCAFG00000006931
vulpes_vulpes ENSVVUG00000025830
panthera_pardus ENSPPRG00000003487
panthera_tigris_altaica ENSPTIG00000018451
felis_catus ENSFCAG00000014585
erinaceus_europaeus ENSEEUG00000000889
pteropus_vampyrus ENSPVAG00000008672
pan_troglodytes ENSPTRG00000005622
pan_paniscus ENSPPAG00000014412
homo_sapiens ENSG00000081760
gorilla_gorilla ENSGGOG00000001018
pongo_abelii ENSPPYG00000005108
nomascus_leucogenys ENSNLEG00000002559
piliocolobus_tephrosceles ENSPTEG00000002322
