monopterus_albus ENSMALG00000013148
mastacembelus_armatus ENSMAMG00000003476
anabas_testudineus ENSATEG00000014564
scophthalmus_maximus ENSSMAG00000021187
cynoglossus_semilaevis ENSCSEG00000018459
seriola_dumerili ENSSDUG00000007973
seriola_lalandi_dorsalis ENSSLDG00000025156
xiphophorus_couchianus ENSXCOG00000003692
xiphophorus_maculatus ENSXMAG00000006506
gambusia_affinis ENSGAFG00000014280
poecilia_formosa ENSPFOG00000024304
poecilia_mexicana ENSPMEG00000021322
poecilia_latipinna ENSPLAG00000023713
poecilia_reticulata ENSPREG00000008384
fundulus_heteroclitus ENSFHEG00000015066
cyprinodon_variegatus ENSCVAG00000001040
kryptolebias_marmoratus ENSKMAG00000006569
oryzias_latipes_asm223467v1 ENSORLG00000006586
oryzias_latipes_asm223471v1 ENSORLG00020019692
oryzias_latipes_asm223469v1 ENSORLG00015015130
oryzias_melastigma ENSOMEG00000019097
maylandia_zebra ENSMZEG00005017385
astatotilapia_calliptera ENSACLG00000024815
pundamilia_nyererei ENSPNYG00000018966
haplochromis_burtoni ENSHBUG00000015700
neolamprologus_brichardi ENSNBRG00000003213
oreochromis_niloticus ENSONIG00000012612
amphilophus_citrinellus ENSACIG00000010431
amphiprion_percula ENSAPEG00000004334
amphiprion_ocellaris ENSAOCG00000008232
acanthochromis_polyacanthus ENSAPOG00000014943
stegastes_partitus ENSSPAG00000004024
takifugu_rubripes ENSTRUG00000008949
tetraodon_nigroviridis ENSTNIG00000010067
mola_mola ENSMMOG00000008326
labrus_bergylta ENSLBEG00000002520
gasterosteus_aculeatus ENSGACG00000008647
hippocampus_comes ENSHCOG00000009416
periophthalmus_magnuspinnatus ENSPMGG00000019181
gadus_morhua ENSGMOG00000010571
esox_lucius ENSELUG00000024624
pygocentrus_nattereri ENSPNAG00000025396
astyanax_mexicanus ENSAMXG00000014455
ictalurus_punctatus ENSIPUG00000017574
danio_rerio ENSDARG00000010252
scleropages_formosus ENSSFOG00015020130
paramormyrops_kingsleyae ENSPKIG00000008198
lepisosteus_oculatus ENSLOCG00000002715
