gallus_gallus ENSGALG00000045424
coturnix_japonica ENSCJPG00005020918
numida_meleagris ENSNMEG00000002926
lonchura_striata_domestica ENSLSDG00000007142
parus_major ENSPMJG00000015663
calidris_pugnax ENSCPUG00000012097
apteryx_owenii ENSAOWG00000006101
apteryx_rowi ENSARWG00000009192
pogona_vitticeps ENSPVIG00000005994
anolis_carolinensis ENSACAG00000002883
notechis_scutatus ENSNSUG00000017591
salvator_merianae ENSSMRG00000010119
sphenodon_punctatus ENSSPUG00000008191
gopherus_agassizii ENSGAGG00000012000
chelonoidis_abingdonii ENSCABG00000000737
chrysemys_picta_bellii ENSCPBG00000023525
pelodiscus_sinensis ENSPSIG00000004974
bos_mutus ENSBMUG00000015756
bos_taurus ENSBTAG00000019204
bison_bison_bison ENSBBBG00000021572
ovis_aries ENSOARG00000003084
capra_hircus ENSCHIG00000014185
vicugna_pacos ENSVPAG00000011837
tursiops_truncatus ENSTTRG00000013358
sus_scrofa ENSSSCG00000013052
myotis_lucifugus ENSMLUG00000013670
pteropus_vampyrus ENSPVAG00000015780
equus_asinus_asinus ENSEASG00005020077
equus_caballus ENSECAG00000021359
echinops_telfairi ENSETEG00000002692
microcebus_murinus ENSMICG00000015208
propithecus_coquereli ENSPCOG00000004638
prolemur_simus ENSPSMG00000001175
otolemur_garnettii ENSOGAG00000003760
pongo_abelii ENSPPYG00000003128
nomascus_leucogenys ENSNLEG00000004594
chlorocebus_sabaeus ENSCSAG00000006861
pan_troglodytes ENSPTRG00000003809
pan_paniscus ENSPPAG00000030987
homo_sapiens ENSG00000133318
gorilla_gorilla ENSGGOG00000009872
rhinopithecus_bieti ENSRBIG00000032715
rhinopithecus_roxellana ENSRROG00000037363
piliocolobus_tephrosceles ENSPTEG00000016710
colobus_angolensis_palliatus ENSCANG00000042829
mandrillus_leucophaeus ENSMLEG00000009760
papio_anubis ENSPANG00000004686
macaca_fascicularis ENSMFAG00000030265
macaca_mulatta ENSMMUG00000015876
macaca_nemestrina ENSMNEG00000044489
cercocebus_atys ENSCATG00000038469
theropithecus_gelada ENSTGEG00000014556
cebus_capucinus_imitator ENSCCAG00000031067
saimiri_boliviensis_boliviensis ENSSBOG00000033351
callithrix_jacchus ENSCJAG00000018422
aotus_nancymaae ENSANAG00000028798
cavia_porcellus ENSCPOG00000004811
cavia_aperea ENSCAPG00000013947
octodon_degus ENSODEG00000016120
chinchilla_lanigera ENSCLAG00000016800
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014278
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013500
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011084
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000601
fukomys_damarensis ENSFDAG00000015918
dipodomys_ordii ENSDORG00000004345
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018871
cricetulus_griseus_crigri-picr ENSCGRG00015008819
cricetulus_griseus_crigri_1.0 ENSCGRG00000018163
mesocricetus_auratus ENSMAUG00000013612
peromyscus_maniculatus_bairdii ENSPEMG00000006921
microtus_ochrogaster ENSMOCG00000001558
mus_spicilegus ENSMSIG00000020070
