sorex_araneus ENSSARG00000002998
erinaceus_europaeus ENSEEUG00000011868
meriones_unguiculatus ENSMUGG00000018314
rattus_norvegicus ENSRNOG00000026912
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023145
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022235
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038791
mus_spicilegus ENSMSIG00000023877
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018968
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018003
cricetulus_griseus_crigri-picr ENSCGRG00015004163
cricetulus_griseus_crigri_1.0 ENSCGRG00000017587
mesocricetus_auratus ENSMAUG00000011964
microtus_ochrogaster ENSMOCG00000004730
peromyscus_maniculatus_bairdii ENSPEMG00000014750
nannospalax_galili ENSNGAG00000013512
jaculus_jaculus ENSJJAG00000010077
castor_canadensis ENSCCNG00000021939
dipodomys_ordii ENSDORG00000004967
urocitellus_parryii ENSUPAG00010012986
marmota_marmota_marmota ENSMMMG00000018837
spermophilus_dauricus ENSSDAG00000013512
ictidomys_tridecemlineatus ENSSTOG00000013672
oryctolagus_cuniculus ENSOCUG00000010738
ochotona_princeps ENSOPRG00000013572
pan_paniscus ENSPPAG00000036296
pan_troglodytes ENSPTRG00000017383
gorilla_gorilla ENSGGOG00000026928
homo_sapiens ENSG00000164265
pongo_abelii ENSPPYG00000015919
nomascus_leucogenys ENSNLEG00000010000
macaca_fascicularis ENSMFAG00000043130
macaca_mulatta ENSMMUG00000017228
macaca_nemestrina ENSMNEG00000036799
papio_anubis ENSPANG00000001093
theropithecus_gelada ENSTGEG00000028229
mandrillus_leucophaeus ENSMLEG00000042311
cercocebus_atys ENSCATG00000044032
chlorocebus_sabaeus ENSCSAG00000012129
piliocolobus_tephrosceles ENSPTEG00000023004
colobus_angolensis_palliatus ENSCANG00000040937
rhinopithecus_roxellana ENSRROG00000041461
rhinopithecus_bieti ENSRBIG00000031735
saimiri_boliviensis_boliviensis ENSSBOG00000033234
cebus_capucinus_imitator ENSCCAG00000026836
callithrix_jacchus ENSCJAG00000021268
aotus_nancymaae ENSANAG00000023468
tupaia_belangeri ENSTBEG00000005810
microcebus_murinus ENSMICG00000010558
propithecus_coquereli ENSPCOG00000027360
prolemur_simus ENSPSMG00000013935
otolemur_garnettii ENSOGAG00000002793
carlito_syrichta ENSTSYG00000026567
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008613
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012114
fukomys_damarensis ENSFDAG00000000674
chinchilla_lanigera ENSCLAG00000012325
octodon_degus ENSODEG00000006603
pteropus_vampyrus ENSPVAG00000015416
myotis_lucifugus ENSMLUG00000015894
ursus_maritimus ENSUMAG00000010025
ursus_americanus ENSUAMG00000000124
ailuropoda_melanoleuca ENSAMEG00000000437
neovison_vison ENSNVIG00000010090
canis_lupus_familiaris ENSCAFG00000006652
panthera_tigris_altaica ENSPTIG00000012051
panthera_pardus ENSPPRG00000006574
felis_catus ENSFCAG00000024927
equus_asinus_asinus ENSEASG00005020660
equus_caballus ENSECAG00000012477
bos_mutus ENSBMUG00000017460
bos_taurus ENSBTAG00000004153
bison_bison_bison ENSBBBG00000001703
capra_hircus ENSCHIG00000025727
ovis_aries ENSOARG00000003790
tursiops_truncatus ENSTTRG00000005718
sus_scrofa ENSSSCG00000024111
loxodonta_africana ENSLAFG00000011483
procavia_capensis ENSPCAG00000014411
dasypus_novemcinctus ENSDNOG00000015675
echinops_telfairi ENSETEG00000009634
sarcophilus_harrisii ENSSHAG00000005011
phascolarctos_cinereus ENSPCIG00000002957
monodelphis_domestica ENSMODG00000005381
ictidomys_tridecemlineatus ENSSTOG00000029379
urocitellus_parryii ENSUPAG00010013577
marmota_marmota_marmota ENSMMMG00000009881
spermophilus_dauricus ENSSDAG00000001621
dipodomys_ordii ENSDORG00000027422
chinchilla_lanigera ENSCLAG00000017376
octodon_degus ENSODEG00000006628
cavia_aperea ENSCAPG00000005894
cavia_porcellus ENSCPOG00000036615
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015585
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015320
cricetulus_griseus_crigri_1.0 ENSCGRG00000009480
cricetulus_griseus_crigri-picr ENSCGRG00015026427
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005289
mesocricetus_auratus ENSMAUG00000012240
microtus_ochrogaster ENSMOCG00000018902
peromyscus_maniculatus_bairdii ENSPEMG00000001932
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064057
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017121
mus_spicilegus ENSMSIG00000014808
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016276
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017412
rattus_norvegicus ENSRNOG00000002718
meriones_unguiculatus ENSMUGG00000026409
nannospalax_galili ENSNGAG00000011521
oryctolagus_cuniculus ENSOCUG00000011112
ochotona_princeps ENSOPRG00000008265
propithecus_coquereli ENSPCOG00000021534
prolemur_simus ENSPSMG00000013252
microcebus_murinus ENSMICG00000001211
otolemur_garnettii ENSOGAG00000001706
homo_sapiens ENSG00000161055
gorilla_gorilla ENSGGOG00000009375
pan_troglodytes ENSPTRG00000041205
pan_paniscus ENSPPAG00000034711
pongo_abelii ENSPPYG00000016138
nomascus_leucogenys ENSNLEG00000002365
rhinopithecus_bieti ENSRBIG00000029395
rhinopithecus_roxellana ENSRROG00000043094
colobus_angolensis_palliatus ENSCANG00000032090
piliocolobus_tephrosceles ENSPTEG00000000595
macaca_fascicularis ENSMFAG00000040059
macaca_nemestrina ENSMNEG00000041974
macaca_mulatta ENSMMUG00000018692
chlorocebus_sabaeus ENSCSAG00000008157
theropithecus_gelada ENSTGEG00000019113
papio_anubis ENSPANG00000032680
cercocebus_atys ENSCATG00000035525
callithrix_jacchus ENSCJAG00000009787
cebus_capucinus_imitator ENSCCAG00000022501
saimiri_boliviensis_boliviensis ENSSBOG00000027262
aotus_nancymaae ENSANAG00000025025
tursiops_truncatus ENSTTRG00000009377
sus_scrofa ENSSSCG00000014008
ursus_americanus ENSUAMG00000004572
ursus_maritimus ENSUMAG00000024580
ailuropoda_melanoleuca ENSAMEG00000000972
mustela_putorius_furo ENSMPUG00000000584
neovison_vison ENSNVIG00000010463
panthera_tigris_altaica ENSPTIG00000016785
felis_catus ENSFCAG00000041360
pteropus_vampyrus ENSPVAG00000003071
erinaceus_europaeus ENSEEUG00000015400
dasypus_novemcinctus ENSDNOG00000001206
echinops_telfairi ENSETEG00000004603
loxodonta_africana ENSLAFG00000009953
jaculus_jaculus ENSJJAG00000011541
castor_canadensis ENSCCNG00000026827
phascolarctos_cinereus ENSPCIG00000004056
notamacropus_eugenii ENSMEUG00000014151
sarcophilus_harrisii ENSSHAG00000006299
monodelphis_domestica ENSMODG00000003922
ornithorhynchus_anatinus ENSOANG00000014423
