anas_platyrhynchos_platyrhynchos ENSAPLG00000015590
anser_brachyrhynchus ENSABRG00000015127
gallus_gallus ENSGALG00000007513
coturnix_japonica ENSCJPG00005010916
meleagris_gallopavo ENSMGAG00000001046
numida_meleagris ENSNMEG00000017166
calidris_pugnax ENSCPUG00000014644
calidris_pygmaea ENSCPGG00000009227
melopsittacus_undulatus ENSMUNG00000009731
serinus_canaria ENSSCAG00000004115
ficedula_albicollis ENSFALG00000013336
lonchura_striata_domestica ENSLSDG00000004342
taeniopygia_guttata ENSTGUG00000011170
parus_major ENSPMJG00000008046
cyanistes_caeruleus ENSCCEG00000009124
junco_hyemalis ENSJHYG00000004638
zonotrichia_albicollis ENSZALG00000013094
lepidothrix_coronata ENSLCOG00000002240
manacus_vitellinus ENSMVIG00005015488
apteryx_owenii ENSAOWG00000014864
apteryx_haastii ENSAHAG00000018665
apteryx_rowi ENSARWG00000005010
dromaius_novaehollandiae ENSDNVG00000009903
nothoprocta_perdicaria ENSNPEG00000011922
crocodylus_porosus ENSCPRG00005007076
chelonoidis_abingdonii ENSCABG00000018581
gopherus_agassizii ENSGAGG00000000641
chrysemys_picta_bellii ENSCPBG00000004173
pelodiscus_sinensis ENSPSIG00000007857
pogona_vitticeps ENSPVIG00000013137
notechis_scutatus ENSNSUG00000000467
salvator_merianae ENSSMRG00000020984
sphenodon_punctatus ENSSPUG00000006711
phascolarctos_cinereus ENSPCIG00000024188
sarcophilus_harrisii ENSSHAG00000008235
castor_canadensis ENSCCNG00000011779
dipodomys_ordii ENSDORG00000028131
cricetulus_griseus_crigri-picr ENSCGRG00015019904
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016236
cricetulus_griseus_crigri_1.0 ENSCGRG00000013205
mesocricetus_auratus ENSMAUG00000009365
peromyscus_maniculatus_bairdii ENSPEMG00000029013
microtus_ochrogaster ENSMOCG00000021449
mus_spicilegus ENSMSIG00000021476
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016295
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032977
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015482
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030895
rattus_norvegicus ENSRNOG00000001225
meriones_unguiculatus ENSMUGG00000001792
nannospalax_galili ENSNGAG00000020787
jaculus_jaculus ENSJJAG00000016167
jaculus_jaculus ENSJJAG00000022388
ictidomys_tridecemlineatus ENSSTOG00000028031
spermophilus_dauricus ENSSDAG00000023277
marmota_marmota_marmota ENSMMMG00000012725
urocitellus_parryii ENSUPAG00010016708
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004978
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014337
fukomys_damarensis ENSFDAG00000000561
cavia_porcellus ENSCPOG00000036519
chinchilla_lanigera ENSCLAG00000015540
oryctolagus_cuniculus ENSOCUG00000021253
ochotona_princeps ENSOPRG00000009263
tupaia_belangeri ENSTBEG00000007483
pan_troglodytes ENSPTRG00000013995
pan_paniscus ENSPPAG00000034875
gorilla_gorilla ENSGGOG00000014482
homo_sapiens ENSG00000160256
pan_troglodytes ENSPTRG00000043754
pan_troglodytes ENSPTRG00000044987
pan_paniscus ENSPPAG00000030137
gorilla_gorilla ENSGGOG00000023667
pongo_abelii ENSPPYG00000011509
nomascus_leucogenys ENSNLEG00000002488
theropithecus_gelada ENSTGEG00000018430
papio_anubis ENSPANG00000021083
mandrillus_leucophaeus ENSMLEG00000042676
cercocebus_atys ENSCATG00000019293
macaca_fascicularis ENSMFAG00000037615
macaca_nemestrina ENSMNEG00000044629
macaca_mulatta ENSMMUG00000000953
chlorocebus_sabaeus ENSCSAG00000007496
rhinopithecus_bieti ENSRBIG00000035044
rhinopithecus_roxellana ENSRROG00000045309
piliocolobus_tephrosceles ENSPTEG00000010118
colobus_angolensis_palliatus ENSCANG00000031694
callithrix_jacchus ENSCJAG00000010599
cebus_capucinus_imitator ENSCCAG00000036236
saimiri_boliviensis_boliviensis ENSSBOG00000028785
aotus_nancymaae ENSANAG00000031930
carlito_syrichta ENSTSYG00000030177
propithecus_coquereli ENSPCOG00000020078
prolemur_simus ENSPSMG00000024053
