lepisosteus_oculatus ENSLOCG00000006989
ornithorhynchus_anatinus ENSOANG00000000373
gasterosteus_aculeatus ENSGACG00000005941
takifugu_rubripes ENSTRUG00000023152
seriola_dumerili ENSSDUG00000016670
seriola_lalandi_dorsalis ENSSLDG00000011387
scophthalmus_maximus ENSSMAG00000009924
fundulus_heteroclitus ENSFHEG00000015580
cyprinodon_variegatus ENSCVAG00000002586
xiphophorus_maculatus ENSXMAG00000026994
xiphophorus_couchianus ENSXCOG00000014059
poecilia_formosa ENSPFOG00000016161
poecilia_mexicana ENSPMEG00000018713
poecilia_latipinna ENSPLAG00000015738
poecilia_reticulata ENSPREG00000016184
gambusia_affinis ENSGAFG00000014373
kryptolebias_marmoratus ENSKMAG00000014094
oryzias_latipes_asm223469v1 ENSORLG00015011157
oryzias_latipes_asm223469v1 ENSORLG00015011137
oryzias_latipes_asm223469v1 ENSORLG00015011122
oryzias_latipes_asm223467v1 ENSORLG00000001164
oryzias_latipes_asm223471v1 ENSORLG00020015650
oryzias_melastigma ENSOMEG00000016509
pundamilia_nyererei ENSPNYG00000012346
haplochromis_burtoni ENSHBUG00000016411
maylandia_zebra ENSMZEG00005028145
maylandia_zebra ENSMZEG00005005090
astatotilapia_calliptera ENSACLG00000020592
oreochromis_niloticus ENSONIG00000006826
neolamprologus_brichardi ENSNBRG00000006446
amphilophus_citrinellus ENSACIG00000015151
amphiprion_percula ENSAPEG00000010208
amphiprion_ocellaris ENSAOCG00000004849
acanthochromis_polyacanthus ENSAPOG00000011839
stegastes_partitus ENSSPAG00000000067
mastacembelus_armatus ENSMAMG00000008347
monopterus_albus ENSMALG00000011260
anabas_testudineus ENSATEG00000025059
cynoglossus_semilaevis ENSCSEG00000019096
labrus_bergylta ENSLBEG00000004866
hippocampus_comes ENSHCOG00000013768
periophthalmus_magnuspinnatus ENSPMGG00000003734
gadus_morhua ENSGMOG00000013312
esox_lucius ENSELUG00000014370
astyanax_mexicanus ENSAMXG00000043986
pygocentrus_nattereri ENSPNAG00000015771
ictalurus_punctatus ENSIPUG00000024693
ictalurus_punctatus ENSIPUG00000024707
danio_rerio ENSDARG00000040608
paramormyrops_kingsleyae ENSPKIG00000016772
paramormyrops_kingsleyae ENSPKIG00000016788
scleropages_formosus ENSSFOG00015003154
apteryx_haastii ENSAHAG00000012406
apteryx_owenii ENSAOWG00000001049
apteryx_rowi ENSARWG00000009468
dromaius_novaehollandiae ENSDNVG00000009884
nothoprocta_perdicaria ENSNPEG00000011075
anas_platyrhynchos_platyrhynchos ENSAPLG00000004099
anser_brachyrhynchus ENSABRG00000022042
gallus_gallus ENSGALG00000007717
meleagris_gallopavo ENSMGAG00000009162
coturnix_japonica ENSCJPG00005007252
numida_meleagris ENSNMEG00000000543
calidris_pygmaea ENSCPGG00000006137
calidris_pugnax ENSCPUG00000005453
lepidothrix_coronata ENSLCOG00000007486
manacus_vitellinus ENSMVIG00005003950
taeniopygia_guttata ENSTGUG00000008427
taeniopygia_guttata ENSTGUG00000013642
lonchura_striata_domestica ENSLSDG00000004929
serinus_canaria ENSSCAG00000015417
parus_major ENSPMJG00000009059
cyanistes_caeruleus ENSCCEG00000021302
junco_hyemalis ENSJHYG00000009114
zonotrichia_albicollis ENSZALG00000008858
ficedula_albicollis ENSFALG00000010896
melopsittacus_undulatus ENSMUNG00000011293
crocodylus_porosus ENSCPRG00005004942
gopherus_agassizii ENSGAGG00000001291
chelonoidis_abingdonii ENSCABG00000012340
chrysemys_picta_bellii ENSCPBG00000015048
pelodiscus_sinensis ENSPSIG00000011637
pogona_vitticeps ENSPVIG00000021943
anolis_carolinensis ENSACAG00000016076
notechis_scutatus ENSNSUG00000014280
salvator_merianae ENSSMRG00000005655
phascolarctos_cinereus ENSPCIG00000027339
monodelphis_domestica ENSMODG00000016441
sarcophilus_harrisii ENSSHAG00000012427
prolemur_simus ENSPSMG00000000506
microcebus_murinus ENSMICG00000045498
propithecus_coquereli ENSPCOG00000020640
otolemur_garnettii ENSOGAG00000004446
homo_sapiens ENSG00000124091
pan_paniscus ENSPPAG00000031674
gorilla_gorilla ENSGGOG00000023300
pongo_abelii ENSPPYG00000011152
nomascus_leucogenys ENSNLEG00000028915
colobus_angolensis_palliatus ENSCANG00000020295
piliocolobus_tephrosceles ENSPTEG00000009910
rhinopithecus_roxellana ENSRROG00000036623
rhinopithecus_bieti ENSRBIG00000008757
cercocebus_atys ENSCATG00000013240
mandrillus_leucophaeus ENSMLEG00000031478
theropithecus_gelada ENSTGEG00000013655
papio_anubis ENSPANG00000022758
macaca_fascicularis ENSMFAG00000042446
macaca_nemestrina ENSMNEG00000042982
chlorocebus_sabaeus ENSCSAG00000015423
cebus_capucinus_imitator ENSCCAG00000010825
saimiri_boliviensis_boliviensis ENSSBOG00000025565
callithrix_jacchus ENSCJAG00000011336
aotus_nancymaae ENSANAG00000038307
castor_canadensis ENSCCNG00000024757
dipodomys_ordii ENSDORG00000007793
cricetulus_griseus_crigri_1.0 ENSCGRG00000001299
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024252
cricetulus_griseus_crigri-picr ENSCGRG00015017065
mesocricetus_auratus ENSMAUG00000001661
peromyscus_maniculatus_bairdii ENSPEMG00000019321
microtus_ochrogaster ENSMOCG00000002404
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025659
mus_spicilegus ENSMSIG00000026556
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074569
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024739
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026180
rattus_norvegicus ENSRNOG00000021551
meriones_unguiculatus ENSMUGG00000024431
nannospalax_galili ENSNGAG00000014678
jaculus_jaculus ENSJJAG00000020200
ictidomys_tridecemlineatus ENSSTOG00000012001
spermophilus_dauricus ENSSDAG00000018656
urocitellus_parryii ENSUPAG00010005117
marmota_marmota_marmota ENSMMMG00000008630
chinchilla_lanigera ENSCLAG00000006522
octodon_degus ENSODEG00000006051
cavia_aperea ENSCAPG00000010721
cavia_porcellus ENSCPOG00000035093
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014789
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014192
fukomys_damarensis ENSFDAG00000004990
erinaceus_europaeus ENSEEUG00000011506
tupaia_belangeri ENSTBEG00000003266
oryctolagus_cuniculus ENSOCUG00000017904
ursus_americanus ENSUAMG00000017579
ursus_americanus ENSUAMG00000003379
ursus_maritimus ENSUMAG00000002711
ailuropoda_melanoleuca ENSAMEG00000007103
mustela_putorius_furo ENSMPUG00000006358
neovison_vison ENSNVIG00000022451
canis_lupus_dingo ENSCAFG00020021927
canis_lupus_familiaris ENSCAFG00000011964
vulpes_vulpes ENSVVUG00000017328
panthera_tigris_altaica ENSPTIG00000007809
panthera_pardus ENSPPRG00000001763
felis_catus ENSFCAG00000005550
pteropus_vampyrus ENSPVAG00000003259
equus_caballus ENSECAG00000016323
equus_asinus_asinus ENSEASG00005023270
capra_hircus ENSCHIG00000011787
ovis_aries ENSOARG00000018245
bos_mutus ENSBMUG00000016592
bos_taurus ENSBTAG00000006243
bison_bison_bison ENSBBBG00000025135
tursiops_truncatus ENSTTRG00000014875
sus_scrofa ENSSSCG00000007497
vicugna_pacos ENSVPAG00000012140
procavia_capensis ENSPCAG00000005042
echinops_telfairi ENSETEG00000003149
loxodonta_africana ENSLAFG00000031589
dasypus_novemcinctus ENSDNOG00000016201
choloepus_hoffmanni ENSCHOG00000012027
ornithorhynchus_anatinus ENSOANG00000009251
xenopus_tropicalis ENSXETG00000033795
latimeria_chalumnae ENSLACG00000016587
