prolemur_simus ENSPSMG00000017351
otolemur_garnettii ENSOGAG00000028160
theropithecus_gelada ENSTGEG00000021730
macaca_mulatta ENSMMUG00000045282
piliocolobus_tephrosceles ENSPTEG00000031186
pan_troglodytes ENSPTRG00000048346
pan_paniscus ENSPPAG00000042933
homo_sapiens ENSG00000283434
gorilla_gorilla ENSGGOG00000036585
callithrix_jacchus ENSCJAG00000040089
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014750
cricetulus_griseus_crigri-picr ENSCGRG00015005477
cricetulus_griseus_crigri_1.0 ENSCGRG00000002372
mesocricetus_auratus ENSMAUG00000001425
microtus_ochrogaster ENSMOCG00000021636
peromyscus_maniculatus_bairdii ENSPEMG00000025327
mus_spicilegus ENSMSIG00000021335
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068167
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021767
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020860
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016565
rattus_norvegicus ENSRNOG00000021791
meriones_unguiculatus ENSMUGG00000019000
jaculus_jaculus ENSJJAG00000016108
castor_canadensis ENSCCNG00000028478
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003270
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010127
cavia_porcellus ENSCPOG00000023944
urocitellus_parryii ENSUPAG00010021753
spermophilus_dauricus ENSSDAG00000012133
marmota_marmota_marmota ENSMMMG00000016331
oryctolagus_cuniculus ENSOCUG00000026380
ursus_americanus ENSUAMG00000013557
neovison_vison ENSNVIG00000003051
canis_lupus_familiaris ENSCAFG00000025407
canis_lupus_dingo ENSCAFG00020010037
vulpes_vulpes ENSVVUG00000021486
myotis_lucifugus ENSMLUG00000026257
equus_caballus ENSECAG00000004527
equus_asinus_asinus ENSEASG00005013361
bos_mutus ENSBMUG00000015737
bos_taurus ENSBTAG00000045590
bison_bison_bison ENSBBBG00000015262
ovis_aries ENSOARG00000001385
sus_scrofa ENSSSCG00000011995
dasypus_novemcinctus ENSDNOG00000038347
loxodonta_africana ENSLAFG00000031518
sarcophilus_harrisii ENSSHAG00000010377
phascolarctos_cinereus ENSPCIG00000012486
