ailuropoda_melanoleuca ENSAMEG00000019848
bos_mutus ENSBMUG00000005146
canis_lupus_dingo ENSCAFG00020002578
myotis_lucifugus ENSMLUG00000015029
mandrillus_leucophaeus ENSMLEG00000000739
papio_anubis ENSPANG00000030226
macaca_fascicularis ENSMFAG00000020492
macaca_mulatta ENSMMUG00000045452
macaca_nemestrina ENSMNEG00000000126
theropithecus_gelada ENSTGEG00000026346
rhinopithecus_roxellana ENSRROG00000023025
theropithecus_gelada ENSTGEG00000018365
mandrillus_leucophaeus ENSMLEG00000009433
aotus_nancymaae ENSANAG00000016046
peromyscus_maniculatus_bairdii ENSPEMG00000031412
mus_spicilegus ENSMSIG00000022475
chinchilla_lanigera ENSCLAG00000017707
mus_spicilegus ENSMSIG00000001764
theropithecus_gelada ENSTGEG00000012092
mandrillus_leucophaeus ENSMLEG00000018088
piliocolobus_tephrosceles ENSPTEG00000017332
vulpes_vulpes ENSVVUG00000022951
bison_bison_bison ENSBBBG00000024066
ursus_americanus ENSUAMG00000020990
ursus_maritimus ENSUMAG00000015280
canis_lupus_dingo ENSCAFG00020027515
vulpes_vulpes ENSVVUG00000014095
sus_scrofa ENSSSCG00000033224
macaca_nemestrina ENSMNEG00000001683
theropithecus_gelada ENSTGEG00000019538
theropithecus_gelada ENSTGEG00000013290
gorilla_gorilla ENSGGOG00000036596
peromyscus_maniculatus_bairdii ENSPEMG00000028701
canis_lupus_dingo ENSCAFG00020023883
theropithecus_gelada ENSTGEG00000007179
neovison_vison ENSNVIG00000002079
ursus_americanus ENSUAMG00000000067
canis_lupus_dingo ENSCAFG00020026664
rhinopithecus_roxellana ENSRROG00000037724
rhinopithecus_bieti ENSRBIG00000010842
cricetulus_griseus_crigri-picr ENSCGRG00015011846
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012052
cricetulus_griseus_crigri_1.0 ENSCGRG00000019654
dipodomys_ordii ENSDORG00000028485
piliocolobus_tephrosceles ENSPTEG00000029843
piliocolobus_tephrosceles ENSPTEG00000029817
macaca_mulatta ENSMMUG00000038479
theropithecus_gelada ENSTGEG00000004528
gorilla_gorilla ENSGGOG00000040312
carlito_syrichta ENSTSYG00000026787
felis_catus ENSFCAG00000044333
ictidomys_tridecemlineatus ENSSTOG00000028051
urocitellus_parryii ENSUPAG00010011196
marmota_marmota_marmota ENSMMMG00000005283
ictidomys_tridecemlineatus ENSSTOG00000030492
cavia_porcellus ENSCPOG00000036636
mesocricetus_auratus ENSMAUG00000002516
jaculus_jaculus ENSJJAG00000010041
spermophilus_dauricus ENSSDAG00000014447
aotus_nancymaae ENSANAG00000016436
piliocolobus_tephrosceles ENSPTEG00000002234
mandrillus_leucophaeus ENSMLEG00000003517
sus_scrofa ENSSSCG00000038385
felis_catus ENSFCAG00000038709
nannospalax_galili ENSNGAG00000008665
nannospalax_galili ENSNGAG00000022494
mus_spicilegus ENSMSIG00000001216
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021332
mus_spicilegus ENSMSIG00000002441
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020438
rattus_norvegicus ENSRNOG00000032300
meriones_unguiculatus ENSMUGG00000024951
cricetulus_griseus_crigri-picr ENSCGRG00015011446
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003230
cricetulus_griseus_crigri_1.0 ENSCGRG00000018615
mesocricetus_auratus ENSMAUG00000015776
peromyscus_maniculatus_bairdii ENSPEMG00000027206
microtus_ochrogaster ENSMOCG00000001545
nannospalax_galili ENSNGAG00000012570
fukomys_damarensis ENSFDAG00000021400
otolemur_garnettii ENSOGAG00000024799
carlito_syrichta ENSTSYG00000026785
myotis_lucifugus ENSMLUG00000025012
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008057
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020604
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011216
octodon_degus ENSODEG00000020114
chinchilla_lanigera ENSCLAG00000017874
cavia_aperea ENSCAPG00000007210
microtus_ochrogaster ENSMOCG00000002138
piliocolobus_tephrosceles ENSPTEG00000002170
piliocolobus_tephrosceles ENSPTEG00000007563
piliocolobus_tephrosceles ENSPTEG00000002268
piliocolobus_tephrosceles ENSPTEG00000007705
piliocolobus_tephrosceles ENSPTEG00000002193
macaca_mulatta ENSMMUG00000044527
aotus_nancymaae ENSANAG00000031418
vulpes_vulpes ENSVVUG00000030147
canis_lupus_dingo ENSCAFG00020009904
neovison_vison ENSNVIG00000013215
panthera_tigris_altaica ENSPTIG00000006209
panthera_pardus ENSPPRG00000020779
castor_canadensis ENSCCNG00000003456
dipodomys_ordii ENSDORG00000027732
peromyscus_maniculatus_bairdii ENSPEMG00000030037
loxodonta_africana ENSLAFG00000028648
phascolarctos_cinereus ENSPCIG00000036052
phascolarctos_cinereus ENSPCIG00000032920
