poecilia_formosa ENSPFOG00000019216
poecilia_latipinna ENSPLAG00000001767
poecilia_mexicana ENSPMEG00000015501
poecilia_reticulata ENSPREG00000006836
xiphophorus_maculatus ENSXMAG00000026566
gambusia_affinis ENSGAFG00000013647
fundulus_heteroclitus ENSFHEG00000021492
cyprinodon_variegatus ENSCVAG00000002354
kryptolebias_marmoratus ENSKMAG00000017366
oryzias_latipes_asm223471v1 ENSORLG00020014654
oryzias_latipes_asm223469v1 ENSORLG00015009518
oryzias_latipes_asm223467v1 ENSORLG00000012535
oryzias_melastigma ENSOMEG00000005656
cynoglossus_semilaevis ENSCSEG00000020895
mola_mola ENSMMOG00000002958
labrus_bergylta ENSLBEG00000020671
mastacembelus_armatus ENSMAMG00000006019
scophthalmus_maximus ENSSMAG00000018362
anabas_testudineus ENSATEG00000015145
monopterus_albus ENSMALG00000022302
seriola_dumerili ENSSDUG00000001884
seriola_lalandi_dorsalis ENSSLDG00000000891
gasterosteus_aculeatus ENSGACG00000009719
amphiprion_percula ENSAPEG00000019796
amphiprion_ocellaris ENSAOCG00000014561
acanthochromis_polyacanthus ENSAPOG00000015598
stegastes_partitus ENSSPAG00000022998
pundamilia_nyererei ENSPNYG00000022984
astatotilapia_calliptera ENSACLG00000022848
maylandia_zebra ENSMZEG00005024918
neolamprologus_brichardi ENSNBRG00000020824
oreochromis_niloticus ENSONIG00000006108
amphilophus_citrinellus ENSACIG00000011356
takifugu_rubripes ENSTRUG00000020709
hippocampus_comes ENSHCOG00000007143
periophthalmus_magnuspinnatus ENSPMGG00000002209
gadus_morhua ENSGMOG00000006950
esox_lucius ENSELUG00000014807
pygocentrus_nattereri ENSPNAG00000007172
astyanax_mexicanus ENSAMXG00000006453
ictalurus_punctatus ENSIPUG00000020147
danio_rerio ENSDARG00000069241
scleropages_formosus ENSSFOG00015004445
paramormyrops_kingsleyae ENSPKIG00000023398
lepisosteus_oculatus ENSLOCG00000017191
pogona_vitticeps ENSPVIG00000005372
anolis_carolinensis ENSACAG00000014548
notechis_scutatus ENSNSUG00000003736
salvator_merianae ENSSMRG00000004326
sphenodon_punctatus ENSSPUG00000016940
chelonoidis_abingdonii ENSCABG00000007209
gopherus_agassizii ENSGAGG00000018059
chrysemys_picta_bellii ENSCPBG00000019945
pelodiscus_sinensis ENSPSIG00000011713
