cyanistes_caeruleus ENSCCEG00000009882
parus_major ENSPMJG00000013856
serinus_canaria ENSSCAG00000014534
manacus_vitellinus ENSMVIG00005010739
meleagris_gallopavo ENSMGAG00000002866
apteryx_haastii ENSAHAG00000000106
crocodylus_porosus ENSCPRG00005012033
anolis_carolinensis ENSACAG00000029631
lonchura_striata_domestica ENSLSDG00000013928
zonotrichia_albicollis ENSZALG00000009101
lepidothrix_coronata ENSLCOG00000010161
coturnix_japonica ENSCJPG00005015843
dromaius_novaehollandiae ENSDNVG00000001515
nothoprocta_perdicaria ENSNPEG00000007772
numida_meleagris ENSNMEG00000012062
anser_brachyrhynchus ENSABRG00000011634
calidris_pygmaea ENSCPGG00000010390
apteryx_rowi ENSARWG00000011239
notechis_scutatus ENSNSUG00000016011
myotis_lucifugus ENSMLUG00000009379
