procavia_capensis ENSPCAG00000013949
loxodonta_africana ENSLAFG00000017032
echinops_telfairi ENSETEG00000013786
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028374
mus_spicilegus ENSMSIG00000017215
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044221
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027377
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017155
rattus_norvegicus ENSRNOG00000003392
meriones_unguiculatus ENSMUGG00000009705
cricetulus_griseus_crigri_1.0 ENSCGRG00000005357
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019953
cricetulus_griseus_crigri-picr ENSCGRG00015019290
peromyscus_maniculatus_bairdii ENSPEMG00000012814
microtus_ochrogaster ENSMOCG00000012769
nannospalax_galili ENSNGAG00000022132
castor_canadensis ENSCCNG00000001139
dipodomys_ordii ENSDORG00000015145
urocitellus_parryii ENSUPAG00010011010
spermophilus_dauricus ENSSDAG00000024550
ictidomys_tridecemlineatus ENSSTOG00000011569
urocitellus_parryii ENSUPAG00010011612
marmota_marmota_marmota ENSMMMG00000024677
oryctolagus_cuniculus ENSOCUG00000010029
ochotona_princeps ENSOPRG00000010148
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000661
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005974
fukomys_damarensis ENSFDAG00000008167
octodon_degus ENSODEG00000001826
octodon_degus ENSODEG00000004897
octodon_degus ENSODEG00000010775
chinchilla_lanigera ENSCLAG00000003057
cavia_aperea ENSCAPG00000000156
cavia_porcellus ENSCPOG00000011662
jaculus_jaculus ENSJJAG00000005325
carlito_syrichta ENSTSYG00000008487
carlito_syrichta ENSTSYG00000028860
carlito_syrichta ENSTSYG00000027344
pan_paniscus ENSPPAG00000042456
pan_troglodytes ENSPTRG00000016136
homo_sapiens ENSG00000132463
gorilla_gorilla ENSGGOG00000014852
pongo_abelii ENSPPYG00000014812
nomascus_leucogenys ENSNLEG00000004596
nomascus_leucogenys ENSNLEG00000007721
cebus_capucinus_imitator ENSCCAG00000024189
macaca_mulatta ENSMMUG00000000380
macaca_fascicularis ENSMFAG00000037346
macaca_nemestrina ENSMNEG00000023162
theropithecus_gelada ENSTGEG00000016189
papio_anubis ENSPANG00000018597
mandrillus_leucophaeus ENSMLEG00000007180
chlorocebus_sabaeus ENSCSAG00000004856
cercocebus_atys ENSCATG00000035808
piliocolobus_tephrosceles ENSPTEG00000009857
colobus_angolensis_palliatus ENSCANG00000037992
rhinopithecus_bieti ENSRBIG00000036494
rhinopithecus_roxellana ENSRROG00000035735
cebus_capucinus_imitator ENSCCAG00000028735
saimiri_boliviensis_boliviensis ENSSBOG00000032141
callithrix_jacchus ENSCJAG00000014477
aotus_nancymaae ENSANAG00000022114
prolemur_simus ENSPSMG00000014371
propithecus_coquereli ENSPCOG00000026298
microcebus_murinus ENSMICG00000005385
otolemur_garnettii ENSOGAG00000000141
otolemur_garnettii ENSOGAG00000026370
tupaia_belangeri ENSTBEG00000010173
choloepus_hoffmanni ENSCHOG00000007496
ovis_aries ENSOARG00000011898
capra_hircus ENSCHIG00000021580
bos_taurus ENSBTAG00000008577
bos_mutus ENSBMUG00000007139
bison_bison_bison ENSBBBG00000015321
tursiops_truncatus ENSTTRG00000008405
sus_scrofa ENSSSCG00000008940
vicugna_pacos ENSVPAG00000011889
ursus_maritimus ENSUMAG00000003757
ursus_americanus ENSUAMG00000008901
ailuropoda_melanoleuca ENSAMEG00000005896
neovison_vison ENSNVIG00000016382
mustela_putorius_furo ENSMPUG00000009499
canis_lupus_familiaris ENSCAFG00000002922
canis_lupus_dingo ENSCAFG00020027060
vulpes_vulpes ENSVVUG00000004150
panthera_pardus ENSPPRG00000022913
panthera_tigris_altaica ENSPTIG00000008060
felis_catus ENSFCAG00000007270
erinaceus_europaeus ENSEEUG00000001022
sorex_araneus ENSSARG00000011681
equus_asinus_asinus ENSEASG00005016685
equus_caballus ENSECAG00000024208
pteropus_vampyrus ENSPVAG00000004338
myotis_lucifugus ENSMLUG00000028158
loxodonta_africana ENSLAFG00000031150
dasypus_novemcinctus ENSDNOG00000042192
notamacropus_eugenii ENSMEUG00000015942
phascolarctos_cinereus ENSPCIG00000000627
sarcophilus_harrisii ENSSHAG00000018365
monodelphis_domestica ENSMODG00000019088
ornithorhynchus_anatinus ENSOANG00000013696
pelodiscus_sinensis ENSPSIG00000012778
pelodiscus_sinensis ENSPSIG00000014267
chelonoidis_abingdonii ENSCABG00000009994
gopherus_agassizii ENSGAGG00000006013
chrysemys_picta_bellii ENSCPBG00000019502
crocodylus_porosus ENSCPRG00005006891
pogona_vitticeps ENSPVIG00000012104
notechis_scutatus ENSNSUG00000002887
anolis_carolinensis ENSACAG00000012921
salvator_merianae ENSSMRG00000008464
sphenodon_punctatus ENSSPUG00000007576
anser_brachyrhynchus ENSABRG00000014272
anas_platyrhynchos_platyrhynchos ENSAPLG00000022561
gallus_gallus ENSGALG00000031160
coturnix_japonica ENSCJPG00005001104
meleagris_gallopavo ENSMGAG00000009940
numida_meleagris ENSNMEG00000018974
calidris_pugnax ENSCPUG00000000363
calidris_pygmaea ENSCPGG00000003346
taeniopygia_guttata ENSTGUG00000001644
lonchura_striata_domestica ENSLSDG00000018068
serinus_canaria ENSSCAG00000004385
junco_hyemalis ENSJHYG00000000315
zonotrichia_albicollis ENSZALG00000003281
ficedula_albicollis ENSFALG00000008394
manacus_vitellinus ENSMVIG00005006176
lepidothrix_coronata ENSLCOG00000011669
cyanistes_caeruleus ENSCCEG00000022136
parus_major ENSPMJG00000001058
melopsittacus_undulatus ENSMUNG00000012025
apteryx_haastii ENSAHAG00000007586
apteryx_rowi ENSARWG00000003055
apteryx_owenii ENSAOWG00000019070
dromaius_novaehollandiae ENSDNVG00000007567
nothoprocta_perdicaria ENSNPEG00000008877
xenopus_tropicalis ENSXETG00000013850
latimeria_chalumnae ENSLACG00000009507
esox_lucius ENSELUG00000011613
cynoglossus_semilaevis ENSCSEG00000018375
lepisosteus_oculatus ENSLOCG00000011589
