gallus_gallus ENSGALG00000029226
meleagris_gallopavo ENSMGAG00000012216
coturnix_japonica ENSCJPG00005013121
numida_meleagris ENSNMEG00000022877
anser_brachyrhynchus ENSABRG00000000245
anas_platyrhynchos_platyrhynchos ENSAPLG00000021109
calidris_pygmaea ENSCPGG00000013465
nothoprocta_perdicaria ENSNPEG00000007922
lonchura_striata_domestica ENSLSDG00000013343
taeniopygia_guttata ENSTGUG00000005746
ficedula_albicollis ENSFALG00000004199
serinus_canaria ENSSCAG00000013312
junco_hyemalis ENSJHYG00000011002
parus_major ENSPMJG00000019718
lepidothrix_coronata ENSLCOG00000005870
zonotrichia_albicollis ENSZALG00000015308
cyanistes_caeruleus ENSCCEG00000024459
manacus_vitellinus ENSMVIG00005012441
melopsittacus_undulatus ENSMUNG00000013109
calidris_pugnax ENSCPUG00000000993
apteryx_owenii ENSAOWG00000012127
apteryx_haastii ENSAHAG00000010255
apteryx_rowi ENSARWG00000016425
dromaius_novaehollandiae ENSDNVG00000018647
sphenodon_punctatus ENSSPUG00000018882
pogona_vitticeps ENSPVIG00000021439
anolis_carolinensis ENSACAG00000012986
notechis_scutatus ENSNSUG00000012172
salvator_merianae ENSSMRG00000011062
sphenodon_punctatus ENSSPUG00000015474
chelonoidis_abingdonii ENSCABG00000014910
pan_paniscus ENSPPAG00000034039
pan_troglodytes ENSPTRG00000012944
homo_sapiens ENSG00000158552
gorilla_gorilla ENSGGOG00000040914
pongo_abelii ENSPPYG00000013197
nomascus_leucogenys ENSNLEG00000009113
rhinopithecus_bieti ENSRBIG00000034393
rhinopithecus_roxellana ENSRROG00000038500
colobus_angolensis_palliatus ENSCANG00000029536
piliocolobus_tephrosceles ENSPTEG00000039287
macaca_mulatta ENSMMUG00000019614
macaca_fascicularis ENSMFAG00000032980
macaca_nemestrina ENSMNEG00000041938
cercocebus_atys ENSCATG00000035298
theropithecus_gelada ENSTGEG00000012196
papio_anubis ENSPANG00000000725
mandrillus_leucophaeus ENSMLEG00000036623
chlorocebus_sabaeus ENSCSAG00000008239
cebus_capucinus_imitator ENSCCAG00000036928
callithrix_jacchus ENSCJAG00000011503
saimiri_boliviensis_boliviensis ENSSBOG00000026397
