ursus_americanus ENSUAMG00000010825
ailuropoda_melanoleuca ENSAMEG00000020007
mustela_putorius_furo ENSMPUG00000019873
neovison_vison ENSNVIG00000021487
canis_lupus_familiaris ENSCAFG00000029579
canis_lupus_dingo ENSCAFG00020007584
vulpes_vulpes ENSVVUG00000019496
panthera_pardus ENSPPRG00000020989
panthera_tigris_altaica ENSPTIG00000001363
felis_catus ENSFCAG00000034836
sorex_araneus ENSSARG00000014121
equus_caballus ENSECAG00000005021
equus_asinus_asinus ENSEASG00005010839
capra_hircus ENSCHIG00000008803
ovis_aries ENSOARG00000012676
bos_taurus ENSBTAG00000053568
bos_mutus ENSBMUG00000022913
bison_bison_bison ENSBBBG00000022676
tursiops_truncatus ENSTTRG00000002043
sus_scrofa ENSSSCG00000010076
urocitellus_parryii ENSUPAG00010002243
spermophilus_dauricus ENSSDAG00000001483
ictidomys_tridecemlineatus ENSSTOG00000034699
marmota_marmota_marmota ENSMMMG00000000430
castor_canadensis ENSCCNG00000006542
chinchilla_lanigera ENSCLAG00000017808
octodon_degus ENSODEG00000019446
cavia_aperea ENSCAPG00000007871
cavia_porcellus ENSCPOG00000032266
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020146
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018817
fukomys_damarensis ENSFDAG00000015571
nannospalax_galili ENSNGAG00000012713
prolemur_simus ENSPSMG00000015272
otolemur_garnettii ENSOGAG00000033135
pan_paniscus ENSPPAG00000032769
pan_troglodytes ENSPTRG00000045355
homo_sapiens ENSG00000187792
gorilla_gorilla ENSGGOG00000041730
pongo_abelii ENSPPYG00000011627
piliocolobus_tephrosceles ENSPTEG00000026382
colobus_angolensis_palliatus ENSCANG00000038674
rhinopithecus_bieti ENSRBIG00000018873
rhinopithecus_roxellana ENSRROG00000038254
macaca_nemestrina ENSMNEG00000037881
macaca_fascicularis ENSMFAG00000012916
macaca_mulatta ENSMMUG00000037559
papio_anubis ENSPANG00000017707
theropithecus_gelada ENSTGEG00000028072
mandrillus_leucophaeus ENSMLEG00000013841
cercocebus_atys ENSCATG00000016206
chlorocebus_sabaeus ENSCSAG00000019274
callithrix_jacchus ENSCJAG00000038628
cebus_capucinus_imitator ENSCCAG00000032352
saimiri_boliviensis_boliviensis ENSSBOG00000008001
aotus_nancymaae ENSANAG00000014275
procavia_capensis ENSPCAG00000014519
echinops_telfairi ENSETEG00000016309
dasypus_novemcinctus ENSDNOG00000011011
