propithecus_coquereli ENSPCOG00000006258
microcebus_murinus ENSMICG00000015087
prolemur_simus ENSPSMG00000020679
otolemur_garnettii ENSOGAG00000031542
saimiri_boliviensis_boliviensis ENSSBOG00000021856
cebus_capucinus_imitator ENSCCAG00000029637
callithrix_jacchus ENSCJAG00000016411
homo_sapiens ENSG00000166930
gorilla_gorilla ENSGGOG00000008241
pan_paniscus ENSPPAG00000034946
pan_troglodytes ENSPTRG00000003714
pongo_abelii ENSPPYG00000003213
nomascus_leucogenys ENSNLEG00000013446
macaca_nemestrina ENSMNEG00000044715
macaca_fascicularis ENSMFAG00000043268
macaca_mulatta ENSMMUG00000004822
cercocebus_atys ENSCATG00000039699
theropithecus_gelada ENSTGEG00000019438
papio_anubis ENSPANG00000009433
mandrillus_leucophaeus ENSMLEG00000029943
chlorocebus_sabaeus ENSCSAG00000006202
rhinopithecus_roxellana ENSRROG00000038034
rhinopithecus_bieti ENSRBIG00000033070
colobus_angolensis_palliatus ENSCANG00000028173
piliocolobus_tephrosceles ENSPTEG00000028202
tupaia_belangeri ENSTBEG00000005786
cricetulus_griseus_crigri-picr ENSCGRG00015007234
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009050
cricetulus_griseus_crigri_1.0 ENSCGRG00000012246
mesocricetus_auratus ENSMAUG00000011543
microtus_ochrogaster ENSMOCG00000016441
peromyscus_maniculatus_bairdii ENSPEMG00000017852
mus_spicilegus ENSMSIG00000030595
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054523
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023631
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022717
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014211
rattus_norvegicus ENSRNOG00000025857
meriones_unguiculatus ENSMUGG00000014066
nannospalax_galili ENSNGAG00000023982
jaculus_jaculus ENSJJAG00000016091
castor_canadensis ENSCCNG00000028342
dipodomys_ordii ENSDORG00000006282
chinchilla_lanigera ENSCLAG00000003100
octodon_degus ENSODEG00000004177
cavia_porcellus ENSCPOG00000039144
fukomys_damarensis ENSFDAG00000012509
ictidomys_tridecemlineatus ENSSTOG00000004106
urocitellus_parryii ENSUPAG00010001437
spermophilus_dauricus ENSSDAG00000009519
marmota_marmota_marmota ENSMMMG00000000673
ochotona_princeps ENSOPRG00000011612
bos_mutus ENSBMUG00000001632
bos_taurus ENSBTAG00000004583
bison_bison_bison ENSBBBG00000005476
capra_hircus ENSCHIG00000018351
ovis_aries ENSOARG00000012993
sus_scrofa ENSSSCG00000026796
vicugna_pacos ENSVPAG00000001687
pteropus_vampyrus ENSPVAG00000017822
myotis_lucifugus ENSMLUG00000006587
ursus_americanus ENSUAMG00000008631
ursus_maritimus ENSUMAG00000011520
ailuropoda_melanoleuca ENSAMEG00000000407
neovison_vison ENSNVIG00000022211
mustela_putorius_furo ENSMPUG00000014508
canis_lupus_dingo ENSCAFG00020000600
vulpes_vulpes ENSVVUG00000026626
panthera_tigris_altaica ENSPTIG00000014429
panthera_pardus ENSPPRG00000007949
felis_catus ENSFCAG00000043717
equus_caballus ENSECAG00000018465
equus_asinus_asinus ENSEASG00005008030
dasypus_novemcinctus ENSDNOG00000004744
choloepus_hoffmanni ENSCHOG00000010254
loxodonta_africana ENSLAFG00000022678
procavia_capensis ENSPCAG00000016638
phascolarctos_cinereus ENSPCIG00000009831
monodelphis_domestica ENSMODG00000020323
