astyanax_mexicanus ENSAMXG00000005916
pygocentrus_nattereri ENSPNAG00000008530
ictalurus_punctatus ENSIPUG00000008387
danio_rerio ENSDARG00000045514
scleropages_formosus ENSSFOG00015023991
paramormyrops_kingsleyae ENSPKIG00000024970
lepisosteus_oculatus ENSLOCG00000015681
monopterus_albus ENSMALG00000000898
fundulus_heteroclitus ENSFHEG00000009037
gasterosteus_aculeatus ENSGACG00000020109
labrus_bergylta ENSLBEG00000023271
scophthalmus_maximus ENSSMAG00000006630
cyprinodon_variegatus ENSCVAG00000020274
fundulus_heteroclitus ENSFHEG00000008786
xiphophorus_maculatus ENSXMAG00000003042
xiphophorus_couchianus ENSXCOG00000011906
gambusia_affinis ENSGAFG00000004886
poecilia_formosa ENSPFOG00000013026
poecilia_mexicana ENSPMEG00000005925
poecilia_latipinna ENSPLAG00000022630
poecilia_reticulata ENSPREG00000018064
kryptolebias_marmoratus ENSKMAG00000014707
astatotilapia_calliptera ENSACLG00000014043
haplochromis_burtoni ENSHBUG00000005140
maylandia_zebra ENSMZEG00005021697
pundamilia_nyererei ENSPNYG00000015746
neolamprologus_brichardi ENSNBRG00000012754
oreochromis_niloticus ENSONIG00000017924
amphilophus_citrinellus ENSACIG00000004272
mastacembelus_armatus ENSMAMG00000017829
tetraodon_nigroviridis ENSTNIG00000012638
takifugu_rubripes ENSTRUG00000010586
cynoglossus_semilaevis ENSCSEG00000020118
amphiprion_ocellaris ENSAOCG00000017434
amphiprion_percula ENSAPEG00000017494
acanthochromis_polyacanthus ENSAPOG00000017573
stegastes_partitus ENSSPAG00000004745
hippocampus_comes ENSHCOG00000018550
mola_mola ENSMMOG00000006709
periophthalmus_magnuspinnatus ENSPMGG00000000649
oryzias_latipes_asm223467v1 ENSORLG00000017134
oryzias_latipes_asm223471v1 ENSORLG00020000747
oryzias_latipes_asm223469v1 ENSORLG00015006019
oryzias_melastigma ENSOMEG00000023526
anabas_testudineus ENSATEG00000022006
seriola_dumerili ENSSDUG00000015543
seriola_lalandi_dorsalis ENSSLDG00000001247
gadus_morhua ENSGMOG00000003527
esox_lucius ENSELUG00000005978
anolis_carolinensis ENSACAG00000004215
pogona_vitticeps ENSPVIG00000016415
notechis_scutatus ENSNSUG00000018979
salvator_merianae ENSSMRG00000007172
sphenodon_punctatus ENSSPUG00000001593
cyanistes_caeruleus ENSCCEG00000001968
cyanistes_caeruleus ENSCCEG00000001066
parus_major ENSPMJG00000000993
ficedula_albicollis ENSFALG00000001861
lonchura_striata_domestica ENSLSDG00000003590
taeniopygia_guttata ENSTGUG00000002123
serinus_canaria ENSSCAG00000009740
zonotrichia_albicollis ENSZALG00000009952
junco_hyemalis ENSJHYG00000017644
lepidothrix_coronata ENSLCOG00000009856
manacus_vitellinus ENSMVIG00005019839
melopsittacus_undulatus ENSMUNG00000011469
calidris_pugnax ENSCPUG00000013551
calidris_pygmaea ENSCPGG00000001291
gallus_gallus ENSGALG00000006753
meleagris_gallopavo ENSMGAG00000004441
coturnix_japonica ENSCJPG00005004221
numida_meleagris ENSNMEG00000001624
anser_brachyrhynchus ENSABRG00000013613
anas_platyrhynchos_platyrhynchos ENSAPLG00000007987
apteryx_rowi ENSARWG00000001149
apteryx_owenii ENSAOWG00000003601
apteryx_haastii ENSAHAG00000011489
dromaius_novaehollandiae ENSDNVG00000011139
nothoprocta_perdicaria ENSNPEG00000001959
crocodylus_porosus ENSCPRG00005001119
gopherus_agassizii ENSGAGG00000015019
chelonoidis_abingdonii ENSCABG00000013480
chrysemys_picta_bellii ENSCPBG00000019796
pelodiscus_sinensis ENSPSIG00000012950
castor_canadensis ENSCCNG00000019334
dipodomys_ordii ENSDORG00000002797
cavia_porcellus ENSCPOG00000010523
cavia_aperea ENSCAPG00000010125
cavia_porcellus ENSCPOG00000037334
octodon_degus ENSODEG00000014357
octodon_degus ENSODEG00000000141
octodon_degus ENSODEG00000019744
octodon_degus ENSODEG00000008361
octodon_degus ENSODEG00000004292
octodon_degus ENSODEG00000003812
octodon_degus ENSODEG00000007186
chinchilla_lanigera ENSCLAG00000009245
