notechis_scutatus ENSNSUG00000011761
anolis_carolinensis ENSACAG00000024708
sphenodon_punctatus ENSSPUG00000005125
chelonoidis_abingdonii ENSCABG00000018559
pelodiscus_sinensis ENSPSIG00000012031
urocitellus_parryii ENSUPAG00010018602
spermophilus_dauricus ENSSDAG00000002963
marmota_marmota_marmota ENSMMMG00000007066
cricetulus_griseus_crigri_1.0 ENSCGRG00000009438
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017684
cricetulus_griseus_crigri-picr ENSCGRG00015008555
peromyscus_maniculatus_bairdii ENSPEMG00000027454
loxodonta_africana ENSLAFG00000032554
lepisosteus_oculatus ENSLOCG00000004683
ciona_intestinalis ENSCING00000022487
