choloepus_hoffmanni ENSCHOG00000004876
procavia_capensis ENSPCAG00000004471
macaca_fascicularis ENSMFAG00000038615
macaca_mulatta ENSMMUG00000042775
mandrillus_leucophaeus ENSMLEG00000026468
papio_anubis ENSPANG00000035713
colobus_angolensis_palliatus ENSCANG00000039848
pan_troglodytes ENSPTRG00000047064
macaca_mulatta ENSMMUG00000043296
cercocebus_atys ENSCATG00000036122
pan_troglodytes ENSPTRG00000007646
gorilla_gorilla ENSGGOG00000014270
macaca_nemestrina ENSMNEG00000034748
theropithecus_gelada ENSTGEG00000010378
aotus_nancymaae ENSANAG00000031650
ochotona_princeps ENSOPRG00000016409
tursiops_truncatus ENSTTRG00000008219
sus_scrofa ENSSSCG00000031844
vicugna_pacos ENSVPAG00000009975
pteropus_vampyrus ENSPVAG00000005103
panthera_pardus ENSPPRG00000011827
erinaceus_europaeus ENSEEUG00000005711
sorex_araneus ENSSARG00000001559
peromyscus_maniculatus_bairdii ENSPEMG00000024569
notamacropus_eugenii ENSMEUG00000008866
gallus_gallus ENSGALG00000051727
coturnix_japonica ENSCJPG00005018447
numida_meleagris ENSNMEG00000021709
anas_platyrhynchos_platyrhynchos ENSAPLG00000025549
crocodylus_porosus ENSCPRG00005000734
labrus_bergylta ENSLBEG00000015933
