anolis_carolinensis ENSACAG00000010692
pogona_vitticeps ENSPVIG00000011134
notechis_scutatus ENSNSUG00000000739
salvator_merianae ENSSMRG00000004486
sphenodon_punctatus ENSSPUG00000011082
calidris_pygmaea ENSCPGG00000006529
calidris_pugnax ENSCPUG00000004580
melopsittacus_undulatus ENSMUNG00000010626
zonotrichia_albicollis ENSZALG00000004108
junco_hyemalis ENSJHYG00000018348
serinus_canaria ENSSCAG00000013554
taeniopygia_guttata ENSTGUG00000013166
lonchura_striata_domestica ENSLSDG00000014492
ficedula_albicollis ENSFALG00000001698
parus_major ENSPMJG00000012512
cyanistes_caeruleus ENSCCEG00000010780
manacus_vitellinus ENSMVIG00005002163
lepidothrix_coronata ENSLCOG00000009792
anser_brachyrhynchus ENSABRG00000001720
anas_platyrhynchos_platyrhynchos ENSAPLG00000011670
gallus_gallus ENSGALG00000016491
meleagris_gallopavo ENSMGAG00000014045
coturnix_japonica ENSCJPG00005011298
meleagris_gallopavo ENSMGAG00000016992
numida_meleagris ENSNMEG00000006573
apteryx_haastii ENSAHAG00000017000
apteryx_owenii ENSAOWG00000013258
apteryx_rowi ENSARWG00000014349
dromaius_novaehollandiae ENSDNVG00000007870
nothoprocta_perdicaria ENSNPEG00000009083
crocodylus_porosus ENSCPRG00005004760
gopherus_agassizii ENSGAGG00000000594
gopherus_agassizii ENSGAGG00000021960
chelonoidis_abingdonii ENSCABG00000012082
chrysemys_picta_bellii ENSCPBG00000019999
pelodiscus_sinensis ENSPSIG00000006763
jaculus_jaculus ENSJJAG00000004727
jaculus_jaculus ENSJJAG00000007009
nannospalax_galili ENSNGAG00000010656
nannospalax_galili ENSNGAG00000009922
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020609
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018441
mus_spicilegus ENSMSIG00000004546
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017597
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029355
rattus_norvegicus ENSRNOG00000005542
meriones_unguiculatus ENSMUGG00000000894
cricetulus_griseus_crigri-picr ENSCGRG00015000100
cricetulus_griseus_crigri_1.0 ENSCGRG00000017487
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009990
mesocricetus_auratus ENSMAUG00000010835
peromyscus_maniculatus_bairdii ENSPEMG00000018913
microtus_ochrogaster ENSMOCG00000021753
castor_canadensis ENSCCNG00000014178
dipodomys_ordii ENSDORG00000028395
urocitellus_parryii ENSUPAG00010008961
ictidomys_tridecemlineatus ENSSTOG00000027598
marmota_marmota_marmota ENSMMMG00000022059
marmota_marmota_marmota ENSMMMG00000022049
spermophilus_dauricus ENSSDAG00000009313
chinchilla_lanigera ENSCLAG00000008056
octodon_degus ENSODEG00000008337
cavia_porcellus ENSCPOG00000004931
cavia_aperea ENSCAPG00000014341
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013850
fukomys_damarensis ENSFDAG00000014216
oryctolagus_cuniculus ENSOCUG00000005329
ochotona_princeps ENSOPRG00000005634
pan_paniscus ENSPPAG00000011975
pan_troglodytes ENSPTRG00000011699
homo_sapiens ENSG00000084674
gorilla_gorilla ENSGGOG00000005179
pongo_abelii ENSPPYG00000012612
nomascus_leucogenys ENSNLEG00000000598
mandrillus_leucophaeus ENSMLEG00000034887
cercocebus_atys ENSCATG00000025709
