latimeria_chalumnae ENSLACG00000018608
xenopus_tropicalis ENSXETG00000028097
apteryx_rowi ENSARWG00000018935
dromaius_novaehollandiae ENSDNVG00000010577
crocodylus_porosus ENSCPRG00005018526
chelonoidis_abingdonii ENSCABG00000019336
sphenodon_punctatus ENSSPUG00000001477
cyanistes_caeruleus ENSCCEG00000015548
parus_major ENSPMJG00000002634
lonchura_striata_domestica ENSLSDG00000015055
zonotrichia_albicollis ENSZALG00000003837
lepidothrix_coronata ENSLCOG00000006426
apteryx_owenii ENSAOWG00000012137
apteryx_haastii ENSAHAG00000006477
nothoprocta_perdicaria ENSNPEG00000011807
gallus_gallus ENSGALG00000039967
coturnix_japonica ENSCJPG00005018711
meleagris_gallopavo ENSMGAG00000005683
numida_meleagris ENSNMEG00000016088
anser_brachyrhynchus ENSABRG00000020846
melopsittacus_undulatus ENSMUNG00000012902
taeniopygia_guttata ENSTGUG00000017064
serinus_canaria ENSSCAG00000001407
ficedula_albicollis ENSFALG00000010555
junco_hyemalis ENSJHYG00000015431
manacus_vitellinus ENSMVIG00005006935
calidris_pygmaea ENSCPGG00000010960
calidris_pugnax ENSCPUG00000018698
chrysemys_picta_bellii ENSCPBG00000023607
gopherus_agassizii ENSGAGG00000015704
pelodiscus_sinensis ENSPSIG00000005418
notechis_scutatus ENSNSUG00000018665
pogona_vitticeps ENSPVIG00000018034
salvator_merianae ENSSMRG00000007952
phascolarctos_cinereus ENSPCIG00000007597
notamacropus_eugenii ENSMEUG00000001414
monodelphis_domestica ENSMODG00000014494
phascolarctos_cinereus ENSPCIG00000033903
ornithorhynchus_anatinus ENSOANG00000007568
piliocolobus_tephrosceles ENSPTEG00000002780
macaca_nemestrina ENSMNEG00000043684
cebus_capucinus_imitator ENSCCAG00000033497
aotus_nancymaae ENSANAG00000023846
papio_anubis ENSPANG00000033008
carlito_syrichta ENSTSYG00000012432
cavia_aperea ENSCAPG00000008100
sorex_araneus ENSSARG00000011623
homo_sapiens ENSG00000168872
nomascus_leucogenys ENSNLEG00000016042
saimiri_boliviensis_boliviensis ENSSBOG00000031482
aotus_nancymaae ENSANAG00000023580
rhinopithecus_roxellana ENSRROG00000045305
colobus_angolensis_palliatus ENSCANG00000041275
mandrillus_leucophaeus ENSMLEG00000030395
chlorocebus_sabaeus ENSCSAG00000004462
macaca_fascicularis ENSMFAG00000030922
propithecus_coquereli ENSPCOG00000015782
microcebus_murinus ENSMICG00000000259
peromyscus_maniculatus_bairdii ENSPEMG00000004043
microtus_ochrogaster ENSMOCG00000017220
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000015023
mus_spicilegus ENSMSIG00000019234
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031567
nannospalax_galili ENSNGAG00000019362
marmota_marmota_marmota ENSMMMG00000013166
ictidomys_tridecemlineatus ENSSTOG00000006938
fukomys_damarensis ENSFDAG00000007480
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011681
chinchilla_lanigera ENSCLAG00000004996
cavia_aperea ENSCAPG00000000183
pan_troglodytes ENSPTRG00000008301
carlito_syrichta ENSTSYG00000025817
cercocebus_atys ENSCATG00000042567
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032685
mesocricetus_auratus ENSMAUG00000020831
octodon_degus ENSODEG00000014238
pan_paniscus ENSPPAG00000004913
gorilla_gorilla ENSGGOG00000008816
piliocolobus_tephrosceles ENSPTEG00000003462
spermophilus_dauricus ENSSDAG00000019345
dipodomys_ordii ENSDORG00000002078
tupaia_belangeri ENSTBEG00000009816
bos_taurus ENSBTAG00000003570
capra_hircus ENSCHIG00000020418
tursiops_truncatus ENSTTRG00000005817
myotis_lucifugus ENSMLUG00000007474
myotis_lucifugus ENSMLUG00000002196
ailuropoda_melanoleuca ENSAMEG00000001987
ursus_americanus ENSUAMG00000006969
canis_lupus_familiaris ENSCAFG00000020137
canis_lupus_dingo ENSCAFG00020020954
panthera_pardus ENSPPRG00000009999
panthera_tigris_altaica ENSPTIG00000008190
felis_catus ENSFCAG00000009483
loxodonta_africana ENSLAFG00000006659
procavia_capensis ENSPCAG00000014309
ochotona_princeps ENSOPRG00000003451
echinops_telfairi ENSETEG00000010419
marmota_marmota_marmota ENSMMMG00000000450
urocitellus_parryii ENSUPAG00010015108
castor_canadensis ENSCCNG00000009093
vulpes_vulpes ENSVVUG00000018012
dipodomys_ordii ENSDORG00000004421
microcebus_murinus ENSMICG00000046042
propithecus_coquereli ENSPCOG00000021652
otolemur_garnettii ENSOGAG00000001962
homo_sapiens ENSG00000157349
pan_paniscus ENSPPAG00000032747
gorilla_gorilla ENSGGOG00000036768
nomascus_leucogenys ENSNLEG00000029325
rhinopithecus_roxellana ENSRROG00000037946
rhinopithecus_bieti ENSRBIG00000037555
colobus_angolensis_palliatus ENSCANG00000028560
macaca_mulatta ENSMMUG00000020316
macaca_fascicularis ENSMFAG00000037902
theropithecus_gelada ENSTGEG00000012909
cercocebus_atys ENSCATG00000040004
cebus_capucinus_imitator ENSCCAG00000032896
aotus_nancymaae ENSANAG00000028844
callithrix_jacchus ENSCJAG00000014587
felis_catus ENSFCAG00000029489
panthera_pardus ENSPPRG00000012923
ursus_americanus ENSUAMG00000006974
bos_taurus ENSBTAG00000020714
ictidomys_tridecemlineatus ENSSTOG00000025733
spermophilus_dauricus ENSSDAG00000019322
marmota_marmota_marmota ENSMMMG00000013116
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032686
mus_spicilegus ENSMSIG00000019285
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033658
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031568
rattus_norvegicus ENSRNOG00000018033
cricetulus_griseus_crigri-picr ENSCGRG00015011522
cricetulus_griseus_crigri_1.0 ENSCGRG00000008244
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009955
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004177
fukomys_damarensis ENSFDAG00000015182
cavia_porcellus ENSCPOG00000006743
pongo_abelii ENSPPYG00000007543
homo_sapiens ENSG00000260537
chlorocebus_sabaeus ENSCSAG00000004469
otolemur_garnettii ENSOGAG00000011783
chinchilla_lanigera ENSCLAG00000005224
octodon_degus ENSODEG00000014050
nannospalax_galili ENSNGAG00000022308
oryctolagus_cuniculus ENSOCUG00000004095
ochotona_princeps ENSOPRG00000003423
neovison_vison ENSNVIG00000005161
mustela_putorius_furo ENSMPUG00000010084
ursus_maritimus ENSUMAG00000016980
canis_lupus_dingo ENSCAFG00020020959
panthera_tigris_altaica ENSPTIG00000000185
myotis_lucifugus ENSMLUG00000007447
bos_mutus ENSBMUG00000022675
bison_bison_bison ENSBBBG00000020441
capra_hircus ENSCHIG00000006239
tursiops_truncatus ENSTTRG00000005800
sus_scrofa ENSSSCG00000002722
vicugna_pacos ENSVPAG00000003193
equus_asinus_asinus ENSEASG00005013405
equus_caballus ENSECAG00000017635
pteropus_vampyrus ENSPVAG00000000673
loxodonta_africana ENSLAFG00000006651
dasypus_novemcinctus ENSDNOG00000033029
erinaceus_europaeus ENSEEUG00000009506
canis_lupus_familiaris ENSCAFG00000028505
meriones_unguiculatus ENSMUGG00000018129
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023166
peromyscus_maniculatus_bairdii ENSPEMG00000008683
microtus_ochrogaster ENSMOCG00000007627
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015299
nannospalax_galili ENSNGAG00000018025
urocitellus_parryii ENSUPAG00010003702
ornithorhynchus_anatinus ENSOANG00000021454
sarcophilus_harrisii ENSSHAG00000007733
sarcophilus_harrisii ENSSHAG00000008169
