equus_asinus_asinus ENSEASG00005020697
equus_caballus ENSECAG00000038339
canis_lupus_dingo ENSCAFG00020007054
vulpes_vulpes ENSVVUG00000019265
pan_troglodytes ENSPTRG00000044750
pan_troglodytes ENSPTRG00000050407
nomascus_leucogenys ENSNLEG00000027251
nomascus_leucogenys ENSNLEG00000031201
rhinopithecus_roxellana ENSRROG00000003924
rhinopithecus_bieti ENSRBIG00000016242
piliocolobus_tephrosceles ENSPTEG00000006233
colobus_angolensis_palliatus ENSCANG00000002408
piliocolobus_tephrosceles ENSPTEG00000023445
rhinopithecus_bieti ENSRBIG00000033004
rhinopithecus_roxellana ENSRROG00000035905
cercocebus_atys ENSCATG00000016135
mandrillus_leucophaeus ENSMLEG00000025505
papio_anubis ENSPANG00000035094
theropithecus_gelada ENSTGEG00000028815
macaca_fascicularis ENSMFAG00000013705
rhinopithecus_bieti ENSRBIG00000027293
rhinopithecus_roxellana ENSRROG00000025549
colobus_angolensis_palliatus ENSCANG00000017638
macaca_fascicularis ENSMFAG00000015927
macaca_mulatta ENSMMUG00000018337
macaca_nemestrina ENSMNEG00000025825
theropithecus_gelada ENSTGEG00000028866
papio_anubis ENSPANG00000032966
mandrillus_leucophaeus ENSMLEG00000027968
cercocebus_atys ENSCATG00000043263
rhinopithecus_bieti ENSRBIG00000007405
saimiri_boliviensis_boliviensis ENSSBOG00000028565
