pan_paniscus ENSPPAG00000034573
pan_troglodytes ENSPTRG00000028872
homo_sapiens ENSG00000141946
gorilla_gorilla ENSGGOG00000008206
pongo_abelii ENSPPYG00000010456
nomascus_leucogenys ENSNLEG00000010884
rhinopithecus_bieti ENSRBIG00000041966
rhinopithecus_roxellana ENSRROG00000035276
piliocolobus_tephrosceles ENSPTEG00000001714
colobus_angolensis_palliatus ENSCANG00000016637
mandrillus_leucophaeus ENSMLEG00000029465
cercocebus_atys ENSCATG00000038693
theropithecus_gelada ENSTGEG00000014511
papio_anubis ENSPANG00000010905
chlorocebus_sabaeus ENSCSAG00000001659
macaca_fascicularis ENSMFAG00000032470
macaca_mulatta ENSMMUG00000015673
macaca_nemestrina ENSMNEG00000040897
cebus_capucinus_imitator ENSCCAG00000003242
saimiri_boliviensis_boliviensis ENSSBOG00000023077
callithrix_jacchus ENSCJAG00000000020
aotus_nancymaae ENSANAG00000037800
ochotona_princeps ENSOPRG00000016467
bison_bison_bison ENSBBBG00000007837
bos_taurus ENSBTAG00000052336
sus_scrofa ENSSSCG00000035575
choloepus_hoffmanni ENSCHOG00000001832
