equus_caballus ENSECAG00000004027
equus_asinus_asinus ENSEASG00005000140
pteropus_vampyrus ENSPVAG00000016531
canis_lupus_dingo ENSCAFG00020017502
canis_lupus_familiaris ENSCAFG00000029080
vulpes_vulpes ENSVVUG00000020164
ursus_americanus ENSUAMG00000009925
neovison_vison ENSNVIG00000017033
panthera_tigris_altaica ENSPTIG00000003573
panthera_pardus ENSPPRG00000018760
felis_catus ENSFCAG00000042820
erinaceus_europaeus ENSEEUG00000014456
vicugna_pacos ENSVPAG00000005599
sus_scrofa ENSSSCG00000035720
bos_mutus ENSBMUG00000026740
bos_taurus ENSBTAG00000055183
bison_bison_bison ENSBBBG00000017048
tursiops_truncatus ENSTTRG00000011936
otolemur_garnettii ENSOGAG00000027973
prolemur_simus ENSPSMG00000003909
macaca_fascicularis ENSMFAG00000004097
macaca_mulatta ENSMMUG00000016342
macaca_nemestrina ENSMNEG00000005459
theropithecus_gelada ENSTGEG00000016753
theropithecus_gelada ENSTGEG00000016897
papio_anubis ENSPANG00000016420
chlorocebus_sabaeus ENSCSAG00000000451
rhinopithecus_roxellana ENSRROG00000025489
rhinopithecus_bieti ENSRBIG00000012421
piliocolobus_tephrosceles ENSPTEG00000021299
colobus_angolensis_palliatus ENSCANG00000028441
pan_paniscus ENSPPAG00000008396
pan_troglodytes ENSPTRG00000029270
homo_sapiens ENSG00000196196
gorilla_gorilla ENSGGOG00000036981
pongo_abelii ENSPPYG00000019076
dipodomys_ordii ENSDORG00000029256
castor_canadensis ENSCCNG00000028413
urocitellus_parryii ENSUPAG00010017619
spermophilus_dauricus ENSSDAG00000021649
marmota_marmota_marmota ENSMMMG00000006538
ictidomys_tridecemlineatus ENSSTOG00000029426
cricetulus_griseus_crigri-picr ENSCGRG00015000350
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004997
peromyscus_maniculatus_bairdii ENSPEMG00000030660
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071001
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025953
mus_spicilegus ENSMSIG00000019471
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026914
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024098
rattus_norvegicus ENSRNOG00000039336
nannospalax_galili ENSNGAG00000018817
echinops_telfairi ENSETEG00000001276
loxodonta_africana ENSLAFG00000026896
