scophthalmus_maximus ENSSMAG00000010708
monopterus_albus ENSMALG00000007412
mola_mola ENSMMOG00000005972
mastacembelus_armatus ENSMAMG00000020740
anabas_testudineus ENSATEG00000000814
seriola_lalandi_dorsalis ENSSLDG00000019640
seriola_dumerili ENSSDUG00000012429
acanthochromis_polyacanthus ENSAPOG00000013815
amphiprion_ocellaris ENSAOCG00000011174
oryzias_latipes_asm223467v1 ENSORLG00000026043
oryzias_latipes_asm223469v1 ENSORLG00015003062
oryzias_melastigma ENSOMEG00000021360
takifugu_rubripes ENSTRUG00000025012
hippocampus_comes ENSHCOG00000006704
poecilia_formosa ENSPFOG00000022228
poecilia_latipinna ENSPLAG00000017734
poecilia_mexicana ENSPMEG00000006345
poecilia_reticulata ENSPREG00000018618
xiphophorus_maculatus ENSXMAG00000023022
xiphophorus_couchianus ENSXCOG00000011952
gambusia_affinis ENSGAFG00000004080
fundulus_heteroclitus ENSFHEG00000011576
cyprinodon_variegatus ENSCVAG00000020670
kryptolebias_marmoratus ENSKMAG00000007815
labrus_bergylta ENSLBEG00000026516
maylandia_zebra ENSMZEG00005019009
pundamilia_nyererei ENSPNYG00000007225
haplochromis_burtoni ENSHBUG00000013970
astatotilapia_calliptera ENSACLG00000008502
neolamprologus_brichardi ENSNBRG00000016959
amphilophus_citrinellus ENSACIG00000008833
periophthalmus_magnuspinnatus ENSPMGG00000016872
cynoglossus_semilaevis ENSCSEG00000003832
gadus_morhua ENSGMOG00000016973
esox_lucius ENSELUG00000009411
pygocentrus_nattereri ENSPNAG00000002691
astyanax_mexicanus ENSAMXG00000030069
ictalurus_punctatus ENSIPUG00000004860
