dasypus_novemcinctus ENSDNOG00000031127
choloepus_hoffmanni ENSCHOG00000005160
loxodonta_africana ENSLAFG00000009542
procavia_capensis ENSPCAG00000010353
echinops_telfairi ENSETEG00000005092
pteropus_vampyrus ENSPVAG00000000375
myotis_lucifugus ENSMLUG00000000261
bos_taurus ENSBTAG00000000960
bos_mutus ENSBMUG00000004786
bison_bison_bison ENSBBBG00000012494
capra_hircus ENSCHIG00000025305
ovis_aries ENSOARG00000006873
tursiops_truncatus ENSTTRG00000016001
vicugna_pacos ENSVPAG00000002955
equus_asinus_asinus ENSEASG00005023372
equus_caballus ENSECAG00000001734
ursus_maritimus ENSUMAG00000025156
ursus_americanus ENSUAMG00000010353
ailuropoda_melanoleuca ENSAMEG00000012608
neovison_vison ENSNVIG00000010107
canis_lupus_dingo ENSCAFG00020014146
canis_lupus_familiaris ENSCAFG00000009778
vulpes_vulpes ENSVVUG00000016306
panthera_tigris_altaica ENSPTIG00000017008
panthera_pardus ENSPPRG00000003983
felis_catus ENSFCAG00000001891
erinaceus_europaeus ENSEEUG00000007219
pan_paniscus ENSPPAG00000039293
pan_troglodytes ENSPTRG00000013570
homo_sapiens ENSG00000149634
gorilla_gorilla ENSGGOG00000015930
pongo_abelii ENSPPYG00000011077
nomascus_leucogenys ENSNLEG00000006796
macaca_fascicularis ENSMFAG00000043787
macaca_nemestrina ENSMNEG00000041755
macaca_mulatta ENSMMUG00000009957
papio_anubis ENSPANG00000023390
cercocebus_atys ENSCATG00000043920
theropithecus_gelada ENSTGEG00000019348
chlorocebus_sabaeus ENSCSAG00000014570
piliocolobus_tephrosceles ENSPTEG00000024774
colobus_angolensis_palliatus ENSCANG00000007442
rhinopithecus_roxellana ENSRROG00000025525
rhinopithecus_bieti ENSRBIG00000034547
cebus_capucinus_imitator ENSCCAG00000036291
saimiri_boliviensis_boliviensis ENSSBOG00000029079
callithrix_jacchus ENSCJAG00000017323
aotus_nancymaae ENSANAG00000032480
carlito_syrichta ENSTSYG00000009854
prolemur_simus ENSPSMG00000007171
propithecus_coquereli ENSPCOG00000028705
microcebus_murinus ENSMICG00000043062
otolemur_garnettii ENSOGAG00000004997
tupaia_belangeri ENSTBEG00000004809
castor_canadensis ENSCCNG00000023080
dipodomys_ordii ENSDORG00000007073
cavia_porcellus ENSCPOG00000012815
octodon_degus ENSODEG00000008569
chinchilla_lanigera ENSCLAG00000004614
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001981
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009174
fukomys_damarensis ENSFDAG00000003548
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017767
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025591
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024671
mus_spicilegus ENSMSIG00000022536
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026113
rattus_norvegicus ENSRNOG00000015744
meriones_unguiculatus ENSMUGG00000006985
microtus_ochrogaster ENSMOCG00000001061
peromyscus_maniculatus_bairdii ENSPEMG00000028529
cricetulus_griseus_crigri-picr ENSCGRG00015021635
cricetulus_griseus_crigri_1.0 ENSCGRG00000014969
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016239
mesocricetus_auratus ENSMAUG00000018905
nannospalax_galili ENSNGAG00000020086
jaculus_jaculus ENSJJAG00000012523
ictidomys_tridecemlineatus ENSSTOG00000028418
spermophilus_dauricus ENSSDAG00000005128
urocitellus_parryii ENSUPAG00010002582
marmota_marmota_marmota ENSMMMG00000005451
ochotona_princeps ENSOPRG00000014361
sarcophilus_harrisii ENSSHAG00000003267
notamacropus_eugenii ENSMEUG00000007246
monodelphis_domestica ENSMODG00000013685
chrysemys_picta_bellii ENSCPBG00000027251
