prolemur_simus ENSPSMG00000020839
sus_scrofa ENSSSCG00000037983
capra_hircus ENSCHIG00000016900
ursus_americanus ENSUAMG00000026398
ursus_maritimus ENSUMAG00000012777
neovison_vison ENSNVIG00000012842
vulpes_vulpes ENSVVUG00000017376
canis_lupus_dingo ENSCAFG00020021260
panthera_pardus ENSPPRG00000016525
panthera_tigris_altaica ENSPTIG00000005319
felis_catus ENSFCAG00000037200
sus_scrofa ENSSSCG00000036597
equus_caballus ENSECAG00000038481
equus_asinus_asinus ENSEASG00005018110
rhinopithecus_roxellana ENSRROG00000006327
rhinopithecus_bieti ENSRBIG00000011740
piliocolobus_tephrosceles ENSPTEG00000027788
colobus_angolensis_palliatus ENSCANG00000011859
papio_anubis ENSPANG00000036060
theropithecus_gelada ENSTGEG00000026519
cercocebus_atys ENSCATG00000005931
mandrillus_leucophaeus ENSMLEG00000027337
macaca_nemestrina ENSMNEG00000026473
macaca_fascicularis ENSMFAG00000023206
macaca_mulatta ENSMMUG00000045486
phascolarctos_cinereus ENSPCIG00000021084
