cyprinodon_variegatus ENSCVAG00000018662
fundulus_heteroclitus ENSFHEG00000012639
poecilia_formosa ENSPFOG00000002988
poecilia_mexicana ENSPMEG00000016774
poecilia_latipinna ENSPLAG00000017929
poecilia_reticulata ENSPREG00000012262
xiphophorus_maculatus ENSXMAG00000007530
gambusia_affinis ENSGAFG00000014332
kryptolebias_marmoratus ENSKMAG00000001203
oryzias_latipes_asm223469v1 ENSORLG00015011518
oryzias_latipes_asm223471v1 ENSORLG00020013804
oryzias_latipes_asm223467v1 ENSORLG00000018112
oryzias_melastigma ENSOMEG00000004313
takifugu_rubripes ENSTRUG00000015621
astatotilapia_calliptera ENSACLG00000006874
maylandia_zebra ENSMZEG00005013145
haplochromis_burtoni ENSHBUG00000004893
pundamilia_nyererei ENSPNYG00000001451
neolamprologus_brichardi ENSNBRG00000008402
oreochromis_niloticus ENSONIG00000018707
amphilophus_citrinellus ENSACIG00000014817
amphiprion_percula ENSAPEG00000014630
amphiprion_ocellaris ENSAOCG00000007286
acanthochromis_polyacanthus ENSAPOG00000010062
monopterus_albus ENSMALG00000010870
mastacembelus_armatus ENSMAMG00000019800
seriola_dumerili ENSSDUG00000013053
seriola_lalandi_dorsalis ENSSLDG00000021146
scophthalmus_maximus ENSSMAG00000007736
labrus_bergylta ENSLBEG00000023471
mola_mola ENSMMOG00000017541
gasterosteus_aculeatus ENSGACG00000011895
stegastes_partitus ENSSPAG00000022993
cynoglossus_semilaevis ENSCSEG00000005676
anabas_testudineus ENSATEG00000001621
hippocampus_comes ENSHCOG00000012167
periophthalmus_magnuspinnatus ENSPMGG00000017814
gadus_morhua ENSGMOG00000017910
esox_lucius ENSELUG00000015064
pygocentrus_nattereri ENSPNAG00000010810
astyanax_mexicanus ENSAMXG00000018261
ictalurus_punctatus ENSIPUG00000006535
danio_rerio ENSDARG00000033134
scleropages_formosus ENSSFOG00015001363
paramormyrops_kingsleyae ENSPKIG00000023222
lepisosteus_oculatus ENSLOCG00000016865
anolis_carolinensis ENSACAG00000001371
pogona_vitticeps ENSPVIG00000023378
notechis_scutatus ENSNSUG00000016652
salvator_merianae ENSSMRG00000010031
sphenodon_punctatus ENSSPUG00000017378
calidris_pygmaea ENSCPGG00000013721
calidris_pugnax ENSCPUG00000002708
melopsittacus_undulatus ENSMUNG00000016840
lonchura_striata_domestica ENSLSDG00000014042
lonchura_striata_domestica ENSLSDG00000001072
taeniopygia_guttata ENSTGUG00000008574
serinus_canaria ENSSCAG00000011995
zonotrichia_albicollis ENSZALG00000003369
junco_hyemalis ENSJHYG00000001544
ficedula_albicollis ENSFALG00000011749
parus_major ENSPMJG00000015112
cyanistes_caeruleus ENSCCEG00000022872
lepidothrix_coronata ENSLCOG00000009722
manacus_vitellinus ENSMVIG00005007647
gallus_gallus ENSGALG00000010609
meleagris_gallopavo ENSMGAG00000011296
coturnix_japonica ENSCJPG00005013297
numida_meleagris ENSNMEG00000000144
anser_brachyrhynchus ENSABRG00000020212
anas_platyrhynchos_platyrhynchos ENSAPLG00000014362
apteryx_haastii ENSAHAG00000018741
apteryx_owenii ENSAOWG00000007729
apteryx_rowi ENSARWG00000000131
dromaius_novaehollandiae ENSDNVG00000006546
nothoprocta_perdicaria ENSNPEG00000006775
crocodylus_porosus ENSCPRG00005013474
gopherus_agassizii ENSGAGG00000024102
chelonoidis_abingdonii ENSCABG00000017498
chrysemys_picta_bellii ENSCPBG00000023683
pelodiscus_sinensis ENSPSIG00000006249
castor_canadensis ENSCCNG00000018425
dipodomys_ordii ENSDORG00000009492
