junco_hyemalis ENSJHYG00000016761
parus_major ENSPMJG00000019321
ficedula_albicollis ENSFALG00000014438
lonchura_striata_domestica ENSLSDG00000017640
serinus_canaria ENSSCAG00000012322
lepidothrix_coronata ENSLCOG00000002086
manacus_vitellinus ENSMVIG00005016539
calidris_pugnax ENSCPUG00000004209
calidris_pygmaea ENSCPGG00000002380
anser_brachyrhynchus ENSABRG00000014214
coturnix_japonica ENSCJPG00005021516
meleagris_gallopavo ENSMGAG00000006876
gallus_gallus ENSGALG00000005252
numida_meleagris ENSNMEG00000017710
anas_platyrhynchos_platyrhynchos ENSAPLG00000022146
apteryx_haastii ENSAHAG00000007397
apteryx_rowi ENSARWG00000018907
dromaius_novaehollandiae ENSDNVG00000006673
crocodylus_porosus ENSCPRG00005014466
gopherus_agassizii ENSGAGG00000023468
chelonoidis_abingdonii ENSCABG00000009585
chrysemys_picta_bellii ENSCPBG00000026645
pelodiscus_sinensis ENSPSIG00000010985
pogona_vitticeps ENSPVIG00000023508
anolis_carolinensis ENSACAG00000003261
notechis_scutatus ENSNSUG00000006664
phascolarctos_cinereus ENSPCIG00000007670
sarcophilus_harrisii ENSSHAG00000007417
monodelphis_domestica ENSMODG00000023249
prolemur_simus ENSPSMG00000006554
microcebus_murinus ENSMICG00000048118
propithecus_coquereli ENSPCOG00000003298
otolemur_garnettii ENSOGAG00000027219
callithrix_jacchus ENSCJAG00000040608
cebus_capucinus_imitator ENSCCAG00000018375
saimiri_boliviensis_boliviensis ENSSBOG00000030778
aotus_nancymaae ENSANAG00000029736
macaca_nemestrina ENSMNEG00000017866
macaca_fascicularis ENSMFAG00000037976
macaca_mulatta ENSMMUG00000046303
theropithecus_gelada ENSTGEG00000026145
papio_anubis ENSPANG00000012474
cercocebus_atys ENSCATG00000016001
chlorocebus_sabaeus ENSCSAG00000000159
rhinopithecus_bieti ENSRBIG00000018317
rhinopithecus_roxellana ENSRROG00000023974
colobus_angolensis_palliatus ENSCANG00000005300
piliocolobus_tephrosceles ENSPTEG00000024503
pan_troglodytes ENSPTRG00000001008
gorilla_gorilla ENSGGOG00000008493
homo_sapiens ENSG00000181656
nomascus_leucogenys ENSNLEG00000033226
ursus_americanus ENSUAMG00000010365
ailuropoda_melanoleuca ENSAMEG00000018888
neovison_vison ENSNVIG00000023750
panthera_pardus ENSPPRG00000014978
felis_catus ENSFCAG00000042058
equus_caballus ENSECAG00000030478
equus_asinus_asinus ENSEASG00005015930
capra_hircus ENSCHIG00000003315
bos_taurus ENSBTAG00000021101
tursiops_truncatus ENSTTRG00000009369
sus_scrofa ENSSSCG00000035602
canis_lupus_dingo ENSCAFG00020011452
canis_lupus_familiaris ENSCAFG00000030399
vulpes_vulpes ENSVVUG00000022072
octodon_degus ENSODEG00000005971
choloepus_hoffmanni ENSCHOG00000012221
procavia_capensis ENSPCAG00000003382
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001346
castor_canadensis ENSCCNG00000024586
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068696
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026513
mus_spicilegus ENSMSIG00000005216
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025563
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027009
rattus_norvegicus ENSRNOG00000026953
meriones_unguiculatus ENSMUGG00000015320
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002219
cricetulus_griseus_crigri-picr ENSCGRG00015027225
mesocricetus_auratus ENSMAUG00000008453
microtus_ochrogaster ENSMOCG00000012199
peromyscus_maniculatus_bairdii ENSPEMG00000025413
nannospalax_galili ENSNGAG00000024375
jaculus_jaculus ENSJJAG00000012613
urocitellus_parryii ENSUPAG00010022931
ictidomys_tridecemlineatus ENSSTOG00000007825
oryctolagus_cuniculus ENSOCUG00000012118
xenopus_tropicalis ENSXETG00000013240
paramormyrops_kingsleyae ENSPKIG00000001846
scleropages_formosus ENSSFOG00015017720
astyanax_mexicanus ENSAMXG00000025067
pygocentrus_nattereri ENSPNAG00000022351
ictalurus_punctatus ENSIPUG00000024809
lepisosteus_oculatus ENSLOCG00000000116
oryzias_melastigma ENSOMEG00000001004
kryptolebias_marmoratus ENSKMAG00000003338
salvator_merianae ENSSMRG00000002400
sphenodon_punctatus ENSSPUG00000010460
bos_mutus ENSBMUG00000020785
bos_taurus ENSBTAG00000015592
ovis_aries ENSOARG00000016207
equus_caballus ENSECAG00000000949
oryctolagus_cuniculus ENSOCUG00000010753
xenopus_tropicalis ENSXETG00000021274
latimeria_chalumnae ENSLACG00000008091
maylandia_zebra ENSMZEG00005008252
haplochromis_burtoni ENSHBUG00000014824
pundamilia_nyererei ENSPNYG00000001395
oreochromis_niloticus ENSONIG00000019096
amphilophus_citrinellus ENSACIG00000001267
acanthochromis_polyacanthus ENSAPOG00000015012
kryptolebias_marmoratus ENSKMAG00000019032
xiphophorus_couchianus ENSXCOG00000019655
anabas_testudineus ENSATEG00000001624
monopterus_albus ENSMALG00000014889
mola_mola ENSMMOG00000021850
tetraodon_nigroviridis ENSTNIG00000014581
labrus_bergylta ENSLBEG00000019677
esox_lucius ENSELUG00000015567
paramormyrops_kingsleyae ENSPKIG00000008354
eptatretus_burgeri ENSEBUG00000001964
ciona_intestinalis ENSCING00000025058
